ID,Bronnen,Perioden,CO2_1,NMVOS_2,CH4_3,SO2_4,N2O_5,CO_6,NOx_7,NH3_8,PM10_9,PM25_10
424,A025423  ,2014JJ00,100,0.07,0.0,0.0,0.0,0.3,2.1,0.0,0.06,0.06
425,A025423  ,2015JJ00,100,0.08,0.0,0.0,0.0,0.3,2.3,0.0,0.06,0.06
426,A025423  ,2016JJ00,100,0.08,0.0,0.0,0.0,0.3,2.3,0.0,0.06,0.06
427,A025423  ,2017JJ00,100,0.08,0.0,0.0,0.0,0.3,2.1,0.0,0.06,0.06
428,A025423  ,2018JJ00,100,0.07,0.0,0.0,0.0,0.2,1.8,0.0,0.05,0.05
429,A025423  ,2019JJ00,100,0.06,0.0,0.0,0.0,0.2,1.7,0.0,0.05,0.05
430,A025423  ,2020JJ00,100,0.07,0.0,0.0,0.0,0.2,1.7,0.0,0.05,0.05
431,A025423  ,2021JJ00,100,0.07,0.0,0.0,0.0,0.2,1.7,0.0,0.05,0.05
432,A025424  ,1990JJ00,24200,186.47,7.59,12.8,0.31,709.7,258.0,0.92,17.4,15.67
433,A025424  ,1995JJ00,25800,113.93,4.97,11.9,0.76,488.0,196.7,2.18,13.3,11.49
434,A025424  ,2000JJ00,28500,69.55,3.63,3.0,0.87,395.0,158.8,4.42,10.64,8.68
435,A025424  ,2001JJ00,28900,62.56,3.51,0.8,0.86,391.6,151.7,4.78,10.15,8.18
436,A025424  ,2002JJ00,29300,57.09,3.43,0.8,0.84,393.9,145.8,5.08,9.63,7.63
437,A025424  ,2003JJ00,29500,52.58,3.36,0.5,0.82,394.5,140.7,5.22,9.17,7.15
438,A025424  ,2004JJ00,30200,49.25,3.3,0.6,0.81,394.9,138.2,5.39,8.92,6.86
439,A025424  ,2005JJ00,29600,45.71,3.18,0.2,0.78,377.4,131.8,5.1,8.37,6.27
440,A025424  ,2006JJ00,29500,43.23,3.12,0.3,0.77,369.0,128.4,4.91,7.87,5.75
441,A025424  ,2007JJ00,29500,41.58,3.12,0.3,0.8,366.9,126.6,4.74,7.54,5.37
442,A025424  ,2008JJ00,29400,40.79,3.1,0.2,0.83,355.5,122.7,4.33,7.05,4.88
443,A025424  ,2009JJ00,29000,38.46,2.96,0.2,0.85,346.8,115.1,4.08,6.49,4.34
444,A025424  ,2010JJ00,29000,35.76,2.85,0.2,0.89,338.9,109.3,3.88,6.08,3.92
445,A025424  ,2011JJ00,28700,33.66,2.73,0.2,0.93,328.7,104.7,3.63,5.66,3.49
446,A025424  ,2012JJ00,28200,31.25,2.64,0.2,1.0,313.8,99.1,3.36,5.2,3.05
447,A025424  ,2013JJ00,27600,30.39,2.66,0.2,1.04,302.5,91.8,3.31,4.78,2.66
448,A025424  ,2014JJ00,27300,29.44,2.66,0.2,1.03,288.4,86.7,3.17,4.48,2.34
449,A025424  ,2015JJ00,27700,29.24,2.7,0.2,1.1,283.9,85.1,3.22,4.37,2.19
450,A025424  ,2016JJ00,28400,29.21,2.74,0.2,1.13,273.0,81.8,3.25,4.25,1.99
451,A025424  ,2017JJ00,28800,29.51,2.81,0.2,1.25,272.5,78.8,3.44,4.2,1.9
452,A025424  ,2018JJ00,29000,27.88,2.71,0.2,1.22,256.3,74.8,3.34,4.08,1.74
453,A025424  ,2019JJ00,28900,27.33,2.66,0.2,1.25,239.4,69.4,3.33,3.95,1.59
454,A025424  ,2020JJ00,25700,24.91,2.36,0.2,1.16,204.3,59.5,3.0,3.46,1.35
455,A025424  ,2021JJ00,26400,24.73,2.34,0.2,1.2,196.0,57.3,3.16,3.49,1.31
456,A025425  ,1990JJ00,5500,10.93,0.21,53.7,0.14,25.7,119.2,0.02,7.49,7.12
457,A025425  ,1995JJ00,5600,12.34,0.2,55.1,0.14,26.6,118.1,0.02,7.67,7.29
458,A025425  ,2000JJ00,6600,11.14,0.23,67.6,0.16,30.7,140.9,0.02,9.09,8.63
459,A025425  ,2001JJ00,6800,11.71,0.23,67.2,0.17,31.8,144.7,0.02,9.08,8.63
460,A025425  ,2002JJ00,6900,10.97,0.23,66.5,0.17,32.3,146.3,0.02,8.96,8.51
461,A025425  ,2003JJ00,7100,11.03,0.23,65.8,0.18,33.3,149.6,0.02,8.91,8.46
462,A025425  ,2004JJ00,7100,10.7,0.23,63.2,0.18,33.6,151.1,0.02,8.59,8.16
463,A025425  ,2005JJ00,7100,10.14,0.23,65.8,0.18,33.2,151.9,0.02,8.79,8.35
464,A025425  ,2006JJ00,7400,10.55,0.23,68.9,0.18,33.1,158.2,0.02,9.13,8.67
465,A025425  ,2007JJ00,7100,9.89,0.22,61.6,0.18,32.6,150.0,0.02,8.27,7.86
466,A025425  ,2008JJ00,6900,9.48,0.21,42.0,0.17,32.5,136.5,0.02,7.04,6.69
467,A025425  ,2009JJ00,6400,9.07,0.2,40.5,0.16,31.9,127.1,0.02,6.92,6.57
468,A025425  ,2010JJ00,6500,8.76,0.19,35.8,0.16,31.7,127.2,0.02,6.48,6.15
469,A025425  ,2011JJ00,6900,8.57,0.2,25.9,0.17,32.2,130.6,0.02,5.58,5.29
470,A025425  ,2012JJ00,6800,8.38,0.2,24.0,0.17,32.1,124.9,0.02,5.31,5.04
471,A025425  ,2013JJ00,6300,7.84,0.19,22.0,0.16,31.3,116.2,0.02,4.92,4.66
472,A025425  ,2014JJ00,6700,7.2,0.21,23.3,0.17,31.9,123.0,0.02,5.16,4.89
473,A025425  ,2015JJ00,7300,7.28,0.24,11.9,0.18,32.1,130.8,0.02,4.73,4.48
474,A025425  ,2016JJ00,6900,7.16,0.25,5.4,0.17,31.8,130.0,0.02,3.8,3.61
475,A025425  ,2017JJ00,6900,7.13,0.25,5.1,0.17,31.8,128.5,0.02,3.63,3.44
476,A025425  ,2018JJ00,7200,7.36,0.81,4.6,0.18,32.5,130.8,0.02,3.72,3.53
477,A025425  ,2019JJ00,7300,7.1,1.08,4.1,0.18,32.2,132.8,0.02,3.68,3.49
478,A025425  ,2020JJ00,7400,6.92,1.34,3.5,0.18,32.0,131.7,0.02,3.54,3.35
479,A025425  ,2021JJ00,7100,6.75,1.27,3.4,0.17,31.7,126.4,0.02,3.46,3.28
480,A025426  ,1990JJ00,1900,8.2,0.09,1.9,0.04,22.1,30.7,0.01,1.36,1.29
481,A025426  ,1995JJ00,1900,9.54,0.09,2.0,0.04,22.9,27.3,0.01,1.37,1.3
482,A025426  ,2000JJ00,2100,7.71,0.08,2.2,0.05,26.2,30.0,0.01,1.36,1.3
483,A025426  ,2001JJ00,2200,8.23,0.09,2.3,0.05,27.2,31.2,0.01,1.39,1.32
484,A025426  ,2002JJ00,2100,7.45,0.08,2.2,0.05,27.7,30.3,0.01,1.33,1.26
485,A025426  ,2003JJ00,2200,7.45,0.08,2.2,0.05,28.5,31.1,0.01,1.34,1.27
486,A025426  ,2004JJ00,2000,7.07,0.08,2.1,0.05,28.7,29.1,0.01,1.24,1.18
487,A025426  ,2005JJ00,2000,6.44,0.07,2.0,0.05,28.3,28.1,0.01,1.18,1.12
488,A025426  ,2006JJ00,1900,6.64,0.07,2.0,0.05,27.9,27.6,0.01,1.14,1.08
489,A025426  ,2007JJ00,2000,6.31,0.07,2.0,0.05,27.6,28.0,0.01,1.14,1.09
490,A025426  ,2008JJ00,1900,6.06,0.07,1.2,0.05,27.3,27.8,0.01,1.06,1.0
491,A025426  ,2009JJ00,1700,5.82,0.07,1.0,0.04,26.9,23.1,0.0,0.95,0.9
492,A025426  ,2010JJ00,1800,5.82,0.07,0.5,0.04,27.1,24.6,0.01,0.96,0.91
493,A025426  ,2011JJ00,1900,5.57,0.07,0.0,0.04,27.3,26.1,0.01,0.96,0.91
494,A025426  ,2012JJ00,2000,5.53,0.08,0.0,0.05,27.3,28.0,0.01,1.01,0.95
495,A025426  ,2013JJ00,2000,5.24,0.07,0.0,0.05,26.9,27.3,0.01,0.97,0.91
496,A025426  ,2014JJ00,2000,4.28,0.07,0.0,0.05,26.8,27.6,0.01,0.96,0.91
497,A025426  ,2015JJ00,2100,4.07,0.07,0.0,0.05,26.6,27.9,0.01,0.96,0.9
498,A025426  ,2016JJ00,2000,4.17,0.07,0.0,0.05,26.4,27.4,0.01,0.93,0.87
499,A025426  ,2017JJ00,2100,4.24,0.07,0.0,0.05,26.5,27.9,0.01,0.93,0.87
500,A025426  ,2018JJ00,2100,4.22,0.07,0.0,0.05,26.6,28.0,0.01,0.92,0.86
501,A025426  ,2019JJ00,1900,3.79,0.06,0.0,0.05,25.9,25.3,0.01,0.82,0.78
502,A025426  ,2020JJ00,1900,3.62,0.06,0.0,0.04,25.6,24.6,0.01,0.8,0.75
503,A025426  ,2021JJ00,1900,3.65,0.06,0.0,0.04,25.5,24.1,0.01,0.77,0.72
504,A025427  ,1990JJ00,3600,2.73,0.11,51.7,0.09,3.6,88.5,0.01,6.13,5.83
505,A025427  ,1995JJ00,3700,2.81,0.12,53.2,0.09,3.7,90.9,0.01,6.3,5.99
506,A025427  ,2000JJ00,4600,3.42,0.14,65.5,0.12,4.5,110.8,0.01,7.72,7.34
507,A025427  ,2001JJ00,4700,3.48,0.14,65.0,0.12,4.6,113.5,0.01,7.69,7.31
508,A025427  ,2002JJ00,4800,3.53,0.15,64.3,0.12,4.7,116.0,0.01,7.64,7.25
509,A025427  ,2003JJ00,4900,3.58,0.15,63.6,0.12,4.7,118.5,0.02,7.57,7.19
510,A025427  ,2004JJ00,5100,3.63,0.15,61.1,0.13,4.9,122.0,0.02,7.35,6.98
511,A025427  ,2005JJ00,5100,3.7,0.15,63.8,0.13,4.9,123.8,0.02,7.61,7.23
512,A025427  ,2006JJ00,5400,3.9,0.16,66.9,0.14,5.2,130.6,0.02,7.99,7.59
513,A025427  ,2007JJ00,5100,3.58,0.15,59.6,0.13,5.0,121.9,0.02,7.13,6.77
514,A025427  ,2008JJ00,4900,3.43,0.14,40.9,0.12,5.2,108.7,0.02,5.98,5.68
515,A025427  ,2009JJ00,4800,3.26,0.14,39.6,0.12,5.1,104.0,0.01,5.97,5.67
516,A025427  ,2010JJ00,4800,2.94,0.12,35.3,0.12,4.6,102.6,0.01,5.52,5.25
517,A025427  ,2011JJ00,5000,3.0,0.12,25.9,0.13,4.9,104.5,0.02,4.62,4.39
518,A025427  ,2012JJ00,4700,2.86,0.12,24.0,0.12,4.7,97.0,0.01,4.3,4.09
519,A025427  ,2013JJ00,4300,2.6,0.11,22.0,0.11,4.4,88.9,0.01,3.95,3.75
520,A025427  ,2014JJ00,4700,2.92,0.13,23.3,0.12,5.2,95.5,0.01,4.2,3.99
521,A025427  ,2015JJ00,5200,3.21,0.17,11.9,0.13,5.5,102.9,0.02,3.77,3.58
522,A025427  ,2016JJ00,4800,2.99,0.18,5.3,0.12,5.3,102.6,0.02,2.88,2.73
523,A025427  ,2017JJ00,4800,2.89,0.18,5.1,0.12,5.3,100.6,0.01,2.7,2.57
524,A025427  ,2018JJ00,5100,3.13,0.73,4.5,0.13,5.9,102.8,0.02,2.81,2.67
525,A025427  ,2019JJ00,5400,3.31,1.01,4.1,0.13,6.3,107.5,0.02,2.85,2.71
526,A025427  ,2020JJ00,5500,3.3,1.27,3.5,0.14,6.4,107.2,0.02,2.74,2.61
527,A025427  ,2021JJ00,5300,3.1,1.21,3.4,0.13,6.3,102.3,0.02,2.69,2.56
528,A025428  ,1990JJ00,300,0.48,0.01,0.1,0.01,3.7,1.4,0.0,0.04,0.04
529,A025428  ,1995JJ00,500,0.48,0.01,0.2,0.02,4.3,2.1,0.0,0.05,0.05
530,A025428  ,2000JJ00,600,0.45,0.01,0.2,0.02,4.2,2.7,0.0,0.06,0.06
531,A025428  ,2001JJ00,600,0.42,0.01,0.2,0.02,3.9,2.7,0.0,0.06,0.05
532,A025428  ,2002JJ00,600,0.41,0.01,0.2,0.02,3.9,2.7,0.0,0.06,0.05
533,A025428  ,2003JJ00,700,0.48,0.01,0.2,0.02,4.5,2.9,0.0,0.06,0.06
534,A025428  ,2004JJ00,800,0.52,0.01,0.2,0.02,4.5,3.0,0.0,0.07,0.06
535,A025428  ,2005JJ00,800,0.53,0.01,0.2,0.03,4.5,3.2,0.0,0.07,0.06
536,A025428  ,2006JJ00,800,0.55,0.01,0.2,0.03,4.6,3.2,0.0,0.07,0.06
537,A025428  ,2007JJ00,800,0.55,0.01,0.2,0.03,4.6,3.3,0.0,0.07,0.06
538,A025428  ,2008JJ00,800,0.55,0.01,0.3,0.03,4.7,3.3,0.0,0.07,0.06
539,A025428  ,2009JJ00,700,0.49,0.01,0.2,0.02,4.5,3.0,0.0,0.06,0.05
540,A025428  ,2010JJ00,800,0.49,0.01,0.2,0.02,4.5,3.2,0.0,0.06,0.05
541,A025428  ,2011JJ00,800,0.52,0.01,0.2,0.03,4.6,3.3,0.0,0.06,0.05
542,A025428  ,2012JJ00,800,0.51,0.01,0.2,0.03,4.4,3.3,0.0,0.06,0.05
543,A025428  ,2013JJ00,800,0.5,0.01,0.2,0.03,4.2,3.4,0.0,0.06,0.05
544,A025428  ,2014JJ00,800,0.5,0.01,0.2,0.03,4.2,3.5,0.0,0.06,0.05
545,A025428  ,2015JJ00,800,0.5,0.01,0.3,0.03,4.2,3.6,0.0,0.05,0.04
546,A025428  ,2016JJ00,900,0.51,0.01,0.3,0.03,4.3,3.8,0.0,0.05,0.04
547,A025428  ,2017JJ00,900,0.51,0.01,0.3,0.03,4.3,4.0,0.0,0.05,0.04
548,A025428  ,2018JJ00,900,0.52,0.01,0.3,0.03,4.4,4.2,0.0,0.05,0.04
549,A025428  ,2019JJ00,900,0.52,0.01,0.3,0.03,4.5,4.1,0.0,0.05,0.04
550,A025428  ,2020JJ00,500,0.27,0.0,0.1,0.02,2.5,2.3,0.0,0.03,0.02
551,A025428  ,2021JJ00,500,0.3,0.0,0.2,0.02,2.9,2.6,0.0,0.03,0.02
552,A025429  ,1990JJ00,4500,15.95,0.72,5.7,0.04,93.6,58.9,0.01,6.0,5.71
553,A025429  ,1995JJ00,4600,14.55,0.66,5.9,0.04,85.0,63.0,0.01,5.51,5.24
554,A025429  ,2000JJ00,4800,13.42,0.61,5.9,0.04,79.4,66.3,0.01,5.19,4.93
555,A025429  ,2001JJ00,4800,12.91,0.58,5.8,0.04,77.8,65.0,0.01,5.07,4.82
556,A025429  ,2002JJ00,4500,11.95,0.54,5.3,0.04,75.0,60.1,0.01,4.68,4.45
557,A025429  ,2003JJ00,4400,11.19,0.51,5.1,0.04,73.2,57.5,0.01,4.45,4.23
558,A025429  ,2004JJ00,4400,10.56,0.48,5.1,0.04,72.0,55.2,0.01,4.22,4.02
559,A025429  ,2005JJ00,4500,10.27,0.47,5.2,0.04,71.9,55.1,0.01,4.18,3.97
560,A025429  ,2006JJ00,4400,9.54,0.43,5.1,0.04,70.4,52.3,0.01,3.89,3.7
561,A025429  ,2007JJ00,4300,8.9,0.41,4.7,0.04,68.6,50.2,0.01,3.67,3.49
562,A025429  ,2008JJ00,4400,8.35,0.38,2.7,0.04,67.6,48.6,0.01,3.12,2.97
563,A025429  ,2009JJ00,4300,7.76,0.36,1.5,0.04,66.2,46.2,0.01,2.7,2.57
564,A025429  ,2010JJ00,4100,7.16,0.33,0.9,0.04,64.6,43.1,0.01,2.4,2.28
565,A025429  ,2011JJ00,4200,6.97,0.32,0.2,0.04,64.9,42.6,0.01,2.29,2.18
566,A025429  ,2012JJ00,3900,6.39,0.3,0.2,0.03,63.4,38.4,0.01,2.04,1.95
567,A025429  ,2013JJ00,3900,6.19,0.29,0.2,0.03,63.3,37.9,0.01,1.98,1.89
568,A025429  ,2014JJ00,4000,5.93,0.28,0.3,0.04,63.3,37.8,0.01,1.93,1.84
569,A025429  ,2015JJ00,3900,5.48,0.26,0.2,0.03,62.4,35.7,0.02,1.76,1.67
570,A025429  ,2016JJ00,4000,5.24,0.24,0.1,0.04,62.2,34.7,0.04,1.68,1.6
571,A025429  ,2017JJ00,3800,4.8,0.22,0.1,0.03,60.5,31.7,0.05,1.5,1.43
572,A025429  ,2018JJ00,4000,4.61,0.21,0.1,0.04,59.7,32.2,0.07,1.48,1.41
573,A025429  ,2019JJ00,3900,4.31,0.2,0.2,0.04,57.8,31.4,0.09,1.37,1.31
574,A025429  ,2020JJ00,4000,4.11,0.19,0.2,0.04,56.8,30.4,0.11,1.32,1.26
575,A025429  ,2021JJ00,3900,3.83,0.18,0.2,0.04,54.8,29.3,0.12,1.21,1.15
576,A025430  ,1990JJ00,1100,3.97,0.18,1.2,0.01,10.2,13.2,0.0,1.66,1.57
577,A025430  ,1995JJ00,1100,3.61,0.16,1.2,0.01,9.5,14.0,0.0,1.48,1.41
578,A025430  ,2000JJ00,1100,3.31,0.15,1.2,0.01,9.1,14.8,0.0,1.33,1.27
579,A025430  ,2001JJ00,1100,3.16,0.14,1.2,0.01,8.8,14.5,0.0,1.28,1.22
580,A025430  ,2002JJ00,1100,2.97,0.14,1.1,0.01,8.4,13.7,0.0,1.2,1.14
581,A025430  ,2003JJ00,1100,2.76,0.13,1.2,0.01,8.2,13.6,0.0,1.18,1.12
582,A025430  ,2004JJ00,1000,2.47,0.11,1.1,0.01,7.8,12.8,0.0,1.08,1.03
583,A025430  ,2005JJ00,1100,2.34,0.11,1.2,0.01,7.7,13.0,0.0,1.08,1.03
584,A025430  ,2006JJ00,1100,2.14,0.1,1.1,0.01,7.4,12.5,0.0,1.02,0.97
585,A025430  ,2007JJ00,1100,1.98,0.09,1.1,0.01,7.2,12.2,0.0,0.97,0.92
586,A025430  ,2008JJ00,1100,1.82,0.08,0.6,0.01,6.9,11.8,0.0,0.81,0.77
587,A025430  ,2009JJ00,1000,1.65,0.07,0.3,0.01,6.6,11.1,0.0,0.69,0.66
588,A025430  ,2010JJ00,1100,1.61,0.07,0.1,0.01,6.6,11.3,0.0,0.67,0.64
589,A025430  ,2011JJ00,1100,1.54,0.07,0.0,0.01,6.5,11.4,0.0,0.64,0.61
590,A025430  ,2012JJ00,1100,1.44,0.07,0.0,0.01,6.3,10.8,0.0,0.6,0.57
591,A025430  ,2013JJ00,1200,1.4,0.06,0.0,0.01,6.2,10.9,0.0,0.58,0.55
592,A025430  ,2014JJ00,1300,1.4,0.06,0.0,0.01,6.3,11.5,0.0,0.58,0.55
593,A025430  ,2015JJ00,1300,1.32,0.06,0.0,0.01,6.2,11.2,0.01,0.54,0.51
594,A025430  ,2016JJ00,1200,1.21,0.06,0.0,0.01,5.8,10.1,0.01,0.47,0.45
595,A025430  ,2017JJ00,1200,1.13,0.05,0.0,0.01,5.5,9.5,0.02,0.43,0.41
596,A025430  ,2018JJ00,1400,1.14,0.05,0.0,0.01,5.6,10.3,0.03,0.45,0.43
597,A025430  ,2019JJ00,1300,1.05,0.05,0.0,0.01,5.2,9.4,0.03,0.39,0.38
598,A025430  ,2020JJ00,1400,1.02,0.05,0.0,0.01,5.1,9.5,0.04,0.38,0.36
599,A025430  ,2021JJ00,1400,0.97,0.05,0.0,0.01,4.9,9.3,0.05,0.35,0.33
600,A025431  ,1990JJ00,400,0.41,0.02,1.4,0.01,0.4,6.1,0.0,0.34,0.32
601,A025431  ,1995JJ00,400,0.42,0.02,1.6,0.01,0.5,6.8,0.0,0.37,0.36
602,A025431  ,2000JJ00,400,0.38,0.02,1.4,0.01,0.4,6.7,0.0,0.35,0.33
603,A025431  ,2001JJ00,400,0.37,0.02,1.3,0.01,0.4,6.5,0.0,0.33,0.31
604,A025431  ,2002JJ00,300,0.31,0.01,1.1,0.01,0.3,5.4,0.0,0.27,0.26
605,A025431  ,2003JJ00,300,0.27,0.01,1.0,0.01,0.3,4.9,0.0,0.24,0.23
606,A025431  ,2004JJ00,300,0.25,0.01,0.9,0.01,0.3,4.7,0.0,0.22,0.21
607,A025431  ,2005JJ00,300,0.24,0.01,0.9,0.01,0.3,4.6,0.0,0.22,0.21
608,A025431  ,2006JJ00,300,0.22,0.01,0.9,0.01,0.3,4.4,0.0,0.2,0.19
609,A025431  ,2007JJ00,200,0.19,0.01,0.7,0.01,0.2,3.8,0.0,0.18,0.17
610,A025431  ,2008JJ00,200,0.17,0.01,0.5,0.01,0.2,3.5,0.0,0.16,0.15
611,A025431  ,2009JJ00,200,0.15,0.01,0.5,0.0,0.2,3.3,0.0,0.16,0.15
612,A025431  ,2010JJ00,200,0.15,0.01,0.4,0.0,0.2,3.2,0.0,0.14,0.14
613,A025431  ,2011JJ00,200,0.13,0.01,0.2,0.0,0.1,2.6,0.0,0.11,0.1
614,A025431  ,2012JJ00,100,0.1,0.0,0.2,0.0,0.1,2.0,0.0,0.08,0.08
615,A025431  ,2013JJ00,200,0.11,0.0,0.2,0.0,0.1,2.4,0.0,0.1,0.09
616,A025431  ,2014JJ00,200,0.11,0.0,0.3,0.0,0.1,2.4,0.0,0.1,0.1
617,A025431  ,2015JJ00,200,0.1,0.0,0.1,0.0,0.1,2.5,0.0,0.09,0.09
618,A025431  ,2016JJ00,200,0.1,0.0,0.1,0.0,0.1,2.6,0.0,0.09,0.09
619,A025431  ,2017JJ00,100,0.09,0.0,0.1,0.0,0.1,2.1,0.0,0.08,0.07
620,A025431  ,2018JJ00,200,0.1,0.0,0.1,0.0,0.1,2.5,0.0,0.09,0.09
621,A025431  ,2019JJ00,200,0.17,0.01,0.2,0.01,0.2,4.0,0.0,0.12,0.12
622,A025431  ,2020JJ00,200,0.12,0.01,0.1,0.01,0.2,3.0,0.0,0.11,0.1
623,A025431  ,2021JJ00,200,0.14,0.01,0.1,0.01,0.2,3.4,0.0,0.12,0.11
624,A025433  ,1990JJ00,3000,11.58,0.53,3.1,0.02,83.0,39.7,0.01,4.01,3.81
625,A025433  ,1995JJ00,3100,10.52,0.48,3.0,0.02,75.1,42.1,0.01,3.66,3.48
626,A025433  ,2000JJ00,3300,9.73,0.44,3.2,0.03,69.9,44.8,0.01,3.51,3.33
627,A025433  ,2001JJ00,3300,9.38,0.42,3.2,0.03,68.6,44.0,0.01,3.45,3.29
628,A025433  ,2002JJ00,3100,8.67,0.39,3.1,0.02,66.3,41.0,0.01,3.2,3.05
629,A025433  ,2003JJ00,3100,8.16,0.37,3.0,0.02,64.7,38.9,0.01,3.03,2.88
630,A025433  ,2004JJ00,3100,7.84,0.36,3.0,0.02,64.0,37.8,0.01,2.92,2.78
631,A025433  ,2005JJ00,3100,7.68,0.35,3.1,0.02,63.9,37.5,0.01,2.88,2.74
632,A025433  ,2006JJ00,3100,7.17,0.33,3.0,0.02,62.7,35.5,0.01,2.67,2.54
633,A025433  ,2007JJ00,3100,6.72,0.31,2.9,0.02,61.2,34.3,0.01,2.52,2.4
634,A025433  ,2008JJ00,3100,6.37,0.29,1.6,0.02,60.5,33.3,0.01,2.14,2.04
635,A025433  ,2009JJ00,3000,5.96,0.27,0.7,0.02,59.5,31.8,0.01,1.86,1.77
636,A025433  ,2010JJ00,2800,5.4,0.25,0.3,0.02,57.9,28.5,0.01,1.58,1.51
637,A025433  ,2011JJ00,2900,5.3,0.25,0.0,0.02,58.3,28.7,0.01,1.54,1.47
638,A025433  ,2012JJ00,2600,4.85,0.23,0.0,0.02,57.0,25.6,0.01,1.36,1.3
639,A025433  ,2013JJ00,2600,4.68,0.22,0.0,0.02,56.9,24.6,0.01,1.3,1.24
640,A025433  ,2014JJ00,2600,4.43,0.21,0.0,0.02,56.8,23.9,0.01,1.25,1.19
641,A025433  ,2015JJ00,2500,4.06,0.19,0.0,0.02,56.1,22.0,0.01,1.13,1.07
642,A025433  ,2016JJ00,2600,3.93,0.18,0.0,0.02,56.3,22.0,0.02,1.11,1.06
643,A025433  ,2017JJ00,2400,3.57,0.17,0.0,0.02,54.9,20.1,0.03,1.0,0.95
644,A025433  ,2018JJ00,2400,3.36,0.16,0.0,0.02,54.0,19.3,0.04,0.94,0.9
645,A025433  ,2019JJ00,2300,3.09,0.14,0.0,0.02,52.4,18.0,0.05,0.86,0.82
646,A025433  ,2020JJ00,2400,2.97,0.14,0.0,0.02,51.5,17.9,0.06,0.84,0.8
647,A025433  ,2021JJ00,2300,2.73,0.13,0.0,0.02,49.7,16.6,0.07,0.74,0.71
