ID,HerkomstBestemming,Perioden,Arseen_1,Cadmium_2,Chroom_3,Koper_4,Kwik_5,Lood_6,Nikkel_7,Zink_8,ZwareMetaalequivalenten_9,Fosfor_10,Stikstof_11,Nutrientenequivalenten_12
189,14,2002JJ00,1271.0,303.0,21652.0,25204.0,31.0,5142.0,17867.0,58537.0,14.1,1705024.0,11725890.0,2878.0
190,14,2003JJ00,1260.0,253.0,22085.0,23721.0,34.0,4510.0,18072.0,63286.0,13.6,1730654.0,12022847.0,2933.0
191,14,2004JJ00,1255.0,238.0,23025.0,22506.0,40.0,3877.0,17476.0,65660.0,13.4,1678254.0,11274454.0,2806.0
192,14,2005JJ00,1059.0,184.0,23290.0,20684.0,45.0,3244.0,16258.0,45501.0,12.0,1805826.0,11808352.0,2987.0
193,14,2006JJ00,844.0,180.0,23971.0,17529.0,38.0,2953.0,16756.0,36056.0,10.4,1578220.0,10906329.0,2669.0
194,14,2007JJ00,1082.0,345.0,21492.0,15907.0,29.0,2502.0,15802.0,28186.0,10.0,1470814.0,10497904.0,2521.0
195,14,2008JJ00,1087.0,353.0,20972.0,14224.0,22.0,2640.0,14834.0,31917.0,9.4,1612330.0,9837116.0,2596.0
196,15,1995JJ00,225.0,86.0,3583.0,3848.0,11.0,944.0,2456.0,12200.0,2.7,1826272.0,5697912.0,2396.0
197,15,1996JJ00,161.0,72.0,3273.0,3524.0,10.0,252.0,2171.0,11796.0,2.4,1728852.0,5557664.0,2285.0
198,15,1997JJ00,116.0,58.0,3067.0,3308.0,9.0,220.0,1981.0,11391.0,2.2,1663905.0,5464166.0,2210.0
199,15,1998JJ00,92.0,44.0,2861.0,3092.0,7.0,122.0,1791.0,10583.0,2.0,1598958.0,5370667.0,2136.0
200,15,1999JJ00,81.0,29.0,2655.0,2876.0,5.0,252.0,1601.0,9774.0,1.7,1534011.0,5277169.0,2062.0
201,15,2000JJ00,82.0,15.0,2552.0,2768.0,1.0,226.0,1506.0,8157.0,1.4,1501537.0,5230420.0,2025.0
202,15,2001JJ00,72.0,17.0,2635.0,2658.0,1.0,220.0,1499.0,8330.0,1.4,1388000.0,5265668.0,1915.0
203,15,2002JJ00,130.0,17.0,2719.0,2548.0,1.0,213.0,1492.0,8503.0,1.4,1312309.0,5275195.0,1840.0
204,15,2003JJ00,105.0,13.0,2802.0,2438.0,1.0,207.0,1463.0,9194.0,1.3,1236617.0,5464212.0,1783.0
205,15,2004JJ00,79.0,9.0,2886.0,2328.0,1.0,200.0,1449.0,9539.0,1.3,1198772.0,4559255.0,1655.0
206,15,2005JJ00,145.0,11.0,2969.0,2218.0,1.0,194.0,1742.0,8036.0,1.2,1394821.0,4404493.0,1835.0
207,15,2006JJ00,96.0,9.0,2700.0,1361.0,1.0,155.0,1418.0,6775.0,0.9,1137737.0,4508236.0,1589.0
208,15,2007JJ00,144.0,2.0,2322.0,793.0,1.0,100.0,1324.0,3123.0,0.5,1075855.0,4625791.0,1538.0
209,15,2008JJ00,63.0,5.0,2329.0,587.0,1.0,84.0,1293.0,2136.0,0.4,1121835.0,3752664.0,1497.0
210,16,1995JJ00,10.0,3.0,3408.0,3000.0,0.0,90.0,752.0,4777.0,1.3,51490.0,627072.0,114.0
211,16,1996JJ00,1.0,2.0,2820.0,3051.0,0.0,114.0,707.0,4478.0,1.3,19496.0,628019.0,82.0
212,16,1997JJ00,4.0,0.0,2428.0,3085.0,0.0,130.0,677.0,4178.0,1.3,2309.0,628651.0,65.0
213,16,1998JJ00,3.0,1.0,2036.0,3119.0,0.0,145.0,647.0,3580.0,1.3,6626.0,629282.0,70.0
214,16,1999JJ00,4.0,1.0,1644.0,3153.0,0.0,161.0,617.0,2981.0,1.2,3928.0,629914.0,67.0
215,16,2000JJ00,1.0,0.0,1448.0,3170.0,0.0,169.0,602.0,1783.0,1.2,9533.0,630229.0,73.0
216,16,2001JJ00,3.0,0.0,1303.0,2900.0,0.0,148.0,579.0,1786.0,1.1,4163.0,616940.0,66.0
217,16,2002JJ00,5.0,2.0,987.0,2631.0,0.0,127.0,555.0,1789.0,1.0,6661.0,608081.0,67.0
218,16,2003JJ00,12.0,1.0,1203.0,2361.0,0.0,106.0,460.0,1800.0,0.9,5925.0,599221.0,66.0
219,16,2004JJ00,12.0,1.0,1167.0,2092.0,0.0,85.0,412.0,1805.0,0.8,6901.0,594791.0,66.0
220,16,2005JJ00,0.0,1.0,963.0,1822.0,0.0,64.0,283.0,1774.0,0.7,8589.0,386220.0,47.0
221,16,2006JJ00,3.0,0.0,776.0,1329.0,0.0,26.0,365.0,1329.0,0.5,9703.0,410901.0,51.0
222,16,2007JJ00,1.0,0.0,552.0,558.0,0.0,3.0,312.0,2298.0,0.3,9692.0,862018.0,96.0
223,16,2008JJ00,59.0,1.0,664.0,1088.0,0.0,14.0,479.0,4453.0,0.6,7308.0,692037.0,77.0
224,17,1995JJ00,4.0,1.0,989.0,1720.0,3.0,102.0,273.0,5333.0,0.9,61742.0,645463.0,126.0
225,17,1996JJ00,24.0,1.0,859.0,1437.0,3.0,108.0,301.0,5061.0,0.8,61544.0,568355.0,118.0
226,17,1997JJ00,74.0,2.0,772.0,1249.0,3.0,112.0,320.0,4789.0,0.7,61412.0,516949.0,113.0
227,17,1998JJ00,83.0,3.0,685.0,1060.0,3.0,115.0,339.0,4245.0,0.7,61279.0,465544.0,108.0
228,17,1999JJ00,98.0,5.0,598.0,872.0,3.0,119.0,357.0,3701.0,0.6,61147.0,414138.0,103.0
229,17,2000JJ00,87.0,8.0,555.0,778.0,2.0,121.0,367.0,2613.0,0.5,61081.0,388435.0,100.0
230,17,2001JJ00,62.0,8.0,572.0,658.0,3.0,110.0,368.0,2724.0,0.5,54322.0,411417.0,95.0
231,17,2002JJ00,72.0,8.0,589.0,571.0,3.0,99.0,368.0,2834.0,0.5,49815.0,426738.0,92.0
232,17,2003JJ00,57.0,8.0,659.0,552.0,4.0,89.0,372.0,3275.0,0.5,45309.0,442059.0,90.0
233,17,2004JJ00,39.0,8.0,694.0,573.0,4.0,78.0,373.0,3495.0,0.5,43056.0,449720.0,88.0
234,17,2005JJ00,44.0,8.0,779.0,549.0,5.0,67.0,354.0,2182.0,0.5,45804.0,432434.0,89.0
235,17,2006JJ00,41.0,9.0,664.0,807.0,3.0,121.0,448.0,2257.0,0.5,40718.0,480861.0,89.0
236,17,2007JJ00,42.0,56.0,664.0,942.0,1.0,108.0,504.0,2150.0,0.7,24010.0,391476.0,63.0
237,17,2008JJ00,49.0,16.0,525.0,581.0,2.0,73.0,450.0,3184.0,0.5,37166.0,425002.0,80.0
238,18,1995JJ00,1.0,0.0,1487.0,250.0,0.0,6.0,720.0,82.0,0.1,129.0,9839.0,1.0
239,18,1996JJ00,0.0,0.0,1482.0,193.0,0.0,6.0,702.0,82.0,0.1,114.0,7302.0,1.0
240,18,1997JJ00,0.0,0.0,1479.0,155.0,0.0,7.0,689.0,82.0,0.1,105.0,5610.0,1.0
241,18,1998JJ00,0.0,0.0,1475.0,117.0,0.0,7.0,677.0,82.0,0.1,95.0,3918.0,0.0
242,18,1999JJ00,0.0,0.0,1472.0,79.0,0.0,8.0,665.0,82.0,0.1,85.0,2227.0,0.0
243,18,2000JJ00,0.0,0.0,1470.0,60.0,0.0,8.0,659.0,82.0,0.1,80.0,1381.0,0.0
244,18,2001JJ00,0.0,0.0,1491.0,56.0,0.0,7.0,657.0,94.0,0.1,57.0,953.0,0.0
245,18,2002JJ00,0.0,0.0,1501.0,52.0,0.0,5.0,654.0,105.0,0.1,41.0,668.0,0.0
246,18,2003JJ00,0.0,0.0,1502.0,48.0,0.0,4.0,643.0,151.0,0.1,25.0,383.0,0.0
247,18,2004JJ00,0.0,0.0,1427.0,44.0,0.0,2.0,638.0,173.0,0.1,17.0,240.0,0.0
248,18,2005JJ00,0.0,0.0,1439.0,40.0,0.0,1.0,642.0,28.0,0.1,17.0,356.0,0.0
249,18,2006JJ00,0.0,0.0,1454.0,36.0,0.0,1.0,646.0,26.0,0.1,0.0,312.0,0.0
250,18,2007JJ00,0.0,0.0,1456.0,2.0,0.0,1.0,647.0,21.0,0.1,0.0,0.0,0.0
251,18,2008JJ00,0.0,0.0,1465.0,13.0,0.0,1.0,651.0,20.0,0.1,0.0,0.0,0.0
252,19,1995JJ00,59.0,1.0,164.0,46.0,15.0,35.0,86.0,955.0,0.6,5861.0,352191.0,41.0
253,19,1996JJ00,34.0,0.0,168.0,737.0,1.0,36.0,159.0,924.0,0.3,6707.0,423274.0,49.0
254,19,1997JJ00,40.0,0.0,171.0,1198.0,0.0,36.0,208.0,892.0,0.4,7271.0,470664.0,54.0
255,19,1998JJ00,13.0,1.0,174.0,1659.0,1.0,36.0,257.0,830.0,0.6,7834.0,518053.0,60.0
256,19,1999JJ00,26.0,1.0,177.0,2120.0,0.0,37.0,305.0,767.0,0.8,8398.0,565442.0,65.0
257,19,2000JJ00,33.0,3.0,179.0,2351.0,0.0,37.0,330.0,642.0,0.8,8680.0,589137.0,68.0
258,19,2001JJ00,16.0,2.0,220.0,1894.0,0.0,43.0,408.0,978.0,0.7,12306.0,573723.0,70.0
259,19,2002JJ00,63.0,1.0,261.0,1437.0,0.0,48.0,487.0,1315.0,0.6,15931.0,563447.0,72.0
260,19,2003JJ00,83.0,9.0,302.0,981.0,4.0,54.0,801.0,2661.0,0.6,30433.0,553171.0,86.0
261,19,2004JJ00,311.0,7.0,344.0,524.0,13.0,60.0,958.0,3335.0,0.8,37684.0,548034.0,92.0
262,19,2005JJ00,119.0,8.0,385.0,67.0,20.0,65.0,725.0,1216.0,0.8,50724.0,506980.0,101.0
263,19,2006JJ00,95.0,1.0,504.0,110.0,13.0,24.0,1108.0,1285.0,0.5,33827.0,485487.0,82.0
264,19,2007JJ00,115.0,2.0,410.0,221.0,16.0,13.0,1061.0,693.0,0.7,34206.0,506579.0,85.0
265,19,2008JJ00,157.0,5.0,156.0,184.0,7.0,17.0,823.0,1042.0,0.4,27075.0,418039.0,69.0
266,20,1995JJ00,632.0,503.0,7442.0,8037.0,212.0,5194.0,6224.0,23332.0,13.6,3113185.0,4281371.0,3541.0
267,20,1996JJ00,608.0,300.0,5195.0,6996.0,193.0,4063.0,5365.0,23575.0,11.5,3012183.0,3675259.0,3380.0
268,20,1997JJ00,593.0,323.0,4532.0,6303.0,174.0,3309.0,4792.0,23818.0,10.7,2999755.0,3271185.0,3327.0
269,20,1998JJ00,577.0,190.0,4289.0,5609.0,137.0,2555.0,4219.0,24303.0,8.5,3098701.0,2867110.0,3385.0
270,20,1999JJ00,561.0,130.0,3760.0,4916.0,99.0,1801.0,3647.0,24789.0,6.7,2929274.0,2463036.0,3176.0
271,20,2000JJ00,554.0,114.0,2915.0,4569.0,23.0,1423.0,3360.0,25760.0,4.0,1392548.0,2260998.0,1619.0
272,20,2001JJ00,530.0,100.0,3158.0,4367.0,21.0,1432.0,3180.0,25969.0,3.8,301354.0,2137297.0,515.0
273,20,2002JJ00,506.0,103.0,2630.0,4165.0,20.0,1440.0,3183.0,26178.0,3.6,178513.0,2054830.0,384.0
274,20,2003JJ00,411.0,111.0,2699.0,3963.0,18.0,1449.0,3090.0,27015.0,3.6,267279.0,1972363.0,465.0
275,20,2004JJ00,363.0,137.0,2868.0,3762.0,16.0,1457.0,2345.0,27434.0,3.6,245103.0,1931129.0,438.0
276,20,2005JJ00,460.0,114.0,3644.0,3560.0,14.0,1466.0,2146.0,21034.0,3.2,174433.0,2503227.0,425.0
277,20,2006JJ00,354.0,96.0,3312.0,2966.0,14.0,1008.0,2592.0,11362.0,2.5,170742.0,1737388.0,344.0
278,20,2007JJ00,574.0,219.0,2590.0,1856.0,6.0,1110.0,1956.0,10791.0,2.5,141109.0,1985986.0,340.0
279,20,2008JJ00,514.0,223.0,2687.0,2514.0,8.0,923.0,1954.0,10556.0,2.8,174565.0,1833325.0,358.0
280,21,1995JJ00,23.0,11.0,639.0,518.0,4.0,410.0,549.0,5076.0,0.6,78163.0,477328.0,126.0
281,21,1996JJ00,17.0,15.0,649.0,477.0,4.0,351.0,588.0,2395.0,0.5,77648.0,598367.0,137.0
282,21,1997JJ00,19.0,19.0,655.0,450.0,4.0,311.0,614.0,2045.0,0.5,77305.0,679059.0,145.0
283,21,1998JJ00,25.0,27.0,661.0,423.0,3.0,272.0,640.0,2261.0,0.5,76962.0,759751.0,153.0
284,21,1999JJ00,29.0,35.0,668.0,396.0,3.0,232.0,665.0,2063.0,0.5,76618.0,840443.0,161.0
285,21,2000JJ00,24.0,51.0,671.0,382.0,1.0,212.0,678.0,2189.0,0.5,76447.0,880789.0,165.0
286,21,2001JJ00,26.0,45.0,678.0,378.0,1.0,186.0,658.0,2168.0,0.5,71166.0,960369.0,167.0
287,21,2002JJ00,21.0,46.0,685.0,374.0,1.0,160.0,638.0,2147.0,0.5,67645.0,1013423.0,169.0
288,21,2003JJ00,224.0,32.0,712.0,370.0,1.0,133.0,557.0,2064.0,0.4,64125.0,1066477.0,171.0
289,21,2004JJ00,137.0,14.0,726.0,366.0,1.0,107.0,516.0,2022.0,0.3,62364.0,1093003.0,172.0
290,21,2005JJ00,53.0,6.0,705.0,361.0,1.0,81.0,394.0,1358.0,0.3,69022.0,1008657.0,170.0
291,21,2006JJ00,48.0,5.0,731.0,388.0,2.0,59.0,559.0,1857.0,0.3,74014.0,1498457.0,224.0
292,21,2007JJ00,58.0,5.0,722.0,361.0,1.0,61.0,493.0,1145.0,0.3,40302.0,1033419.0,144.0
293,21,2008JJ00,66.0,2.0,683.0,410.0,1.0,55.0,362.0,1522.0,0.3,88796.0,1727447.0,262.0
294,22,1995JJ00,0.0,33.0,523.0,440.0,0.0,42.0,215.0,204.0,0.3,2979.0,19247.0,5.0
295,22,1996JJ00,0.0,30.0,528.0,323.0,0.0,32.0,225.0,202.0,0.3,3907.0,18707.0,6.0
296,22,1997JJ00,4.0,28.0,532.0,245.0,0.0,25.0,231.0,199.0,0.3,4527.0,18348.0,6.0
297,22,1998JJ00,1.0,22.0,536.0,168.0,0.0,17.0,238.0,195.0,0.2,5146.0,17988.0,7.0
298,22,1999JJ00,2.0,16.0,540.0,90.0,0.0,10.0,244.0,190.0,0.1,5765.0,17628.0,8.0
299,22,2000JJ00,1.0,5.0,542.0,51.0,0.0,7.0,248.0,180.0,0.1,6075.0,17448.0,8.0
300,22,2001JJ00,0.0,0.0,547.0,45.0,0.0,7.0,250.0,221.0,0.0,8581.0,13093.0,10.0
301,22,2002JJ00,0.0,0.0,553.0,38.0,0.0,7.0,252.0,262.0,0.0,11086.0,65502.0,18.0
302,22,2003JJ00,0.0,0.0,575.0,32.0,0.0,7.0,260.0,428.0,0.1,21109.0,108984.0,32.0
303,22,2004JJ00,0.0,0.0,586.0,26.0,0.0,7.0,264.0,511.0,0.1,26120.0,197747.0,46.0
304,22,2005JJ00,0.0,0.0,596.0,19.0,0.0,7.0,266.0,742.0,0.1,4299.0,336127.0,38.0
305,22,2006JJ00,0.0,0.0,605.0,39.0,0.0,73.0,277.0,499.0,0.1,5617.0,307487.0,36.0
306,22,2007JJ00,0.0,0.0,604.0,25.0,0.0,15.0,274.0,355.0,0.0,8657.0,65106.0,15.0
307,22,2008JJ00,0.0,0.0,613.0,19.0,0.0,11.0,274.0,339.0,0.0,4875.0,64890.0,11.0
308,23,1995JJ00,875.0,110.0,2693.0,1660.0,42.0,720.0,2233.0,14852.0,3.2,31182.0,1140496.0,145.0
309,23,1996JJ00,915.0,111.0,2507.0,1680.0,30.0,849.0,1990.0,13943.0,2.8,29356.0,605431.0,90.0
310,23,1997JJ00,941.0,112.0,2382.0,1693.0,22.0,935.0,1829.0,13034.0,2.5,28139.0,522863.0,80.0
311,23,1998JJ00,967.0,115.0,2258.0,1706.0,14.0,1021.0,1667.0,11216.0,2.2,26921.0,625984.0,90.0
312,23,1999JJ00,994.0,118.0,2134.0,1720.0,7.0,1108.0,1505.0,9398.0,1.9,25704.0,663702.0,92.0
313,23,2000JJ00,1007.0,123.0,2072.0,1726.0,3.0,1151.0,1424.0,5762.0,1.7,25095.0,511783.0,76.0
314,23,2001JJ00,754.0,113.0,1959.0,1499.0,3.0,1009.0,1381.0,5673.0,1.5,21813.0,477535.0,70.0
315,23,2002JJ00,451.0,104.0,1845.0,1272.0,5.0,867.0,1338.0,5584.0,1.5,19625.0,474137.0,67.0
316,23,2003JJ00,350.0,65.0,1391.0,1045.0,6.0,725.0,1165.0,5230.0,1.2,17436.0,429417.0,60.0
317,23,2004JJ00,289.0,46.0,1164.0,817.0,5.0,583.0,1078.0,5053.0,0.9,16342.0,442628.0,61.0
318,23,2005JJ00,221.0,26.0,1244.0,590.0,4.0,441.0,1001.0,2998.0,0.7,17853.0,481934.0,66.0
319,23,2006JJ00,190.0,37.0,1276.0,571.0,5.0,763.0,1081.0,2459.0,0.7,14838.0,460111.0,61.0
320,23,2007JJ00,142.0,54.0,919.0,466.0,3.0,720.0,1211.0,2394.0,0.7,15197.0,525069.0,68.0
321,23,2008JJ00,175.0,87.0,488.0,302.0,4.0,1357.0,758.0,3036.0,0.9,14317.0,619229.0,76.0
322,24,1995JJ00,2.0,51.0,10317.0,3240.0,10.0,1424.0,12764.0,10352.0,2.5,24417.0,667729.0,91.0
323,24,1996JJ00,0.0,15.0,8610.0,2990.0,0.0,1218.0,10359.0,9832.0,1.8,19700.0,104589.0,30.0
324,24,1997JJ00,1.0,6.0,7473.0,2823.0,0.0,1081.0,8755.0,9312.0,1.6,16555.0,104589.0,27.0
325,24,1998JJ00,1.0,0.0,6336.0,2656.0,0.0,944.0,7152.0,8273.0,1.5,13411.0,82802.0,22.0
326,24,1999JJ00,1.0,0.0,5198.0,2489.0,0.0,807.0,5548.0,7234.0,1.3,10267.0,132127.0,23.0
327,24,2000JJ00,1.0,0.0,4630.0,2405.0,0.0,739.0,4746.0,5155.0,1.2,8694.0,126161.0,21.0
328,24,2001JJ00,12.0,1.0,3637.0,2155.0,0.0,627.0,4759.0,5253.0,1.1,11666.0,141383.0,26.0
329,24,2002JJ00,10.0,1.0,2601.0,1905.0,0.0,516.0,4773.0,5352.0,1.0,13647.0,151532.0,29.0
330,24,2003JJ00,9.0,1.0,2861.0,1656.0,0.0,405.0,4826.0,5745.0,0.9,15628.0,161680.0,32.0
331,24,2004JJ00,8.0,1.0,3635.0,1406.0,0.0,293.0,4852.0,5941.0,0.8,16619.0,166754.0,33.0
332,24,2005JJ00,10.0,1.0,3122.0,1156.0,1.0,182.0,4374.0,4115.0,0.7,19761.0,119237.0,32.0
333,24,2006JJ00,8.0,10.0,4264.0,1280.0,0.0,187.0,3728.0,5661.0,0.8,19685.0,174463.0,37.0
334,24,2007JJ00,0.0,0.0,3616.0,1202.0,0.0,169.0,4162.0,3600.0,0.7,5697.0,325957.0,38.0
335,24,2008JJ00,0.0,0.0,3487.0,383.0,0.0,27.0,4307.0,4666.0,0.4,34436.0,196004.0,54.0
336,25,1995JJ00,0.0,0.0,1177.0,3.0,0.0,1.0,523.0,31.0,0.0,0.0,0.0,0.0
337,25,1996JJ00,0.0,0.0,1237.0,3.0,0.0,1.0,550.0,32.0,0.1,0.0,0.0,0.0
338,25,1997JJ00,0.0,0.0,1278.0,3.0,0.0,1.0,568.0,33.0,0.1,0.0,0.0,0.0
339,25,1998JJ00,0.0,0.0,1318.0,3.0,0.0,1.0,586.0,35.0,0.1,0.0,0.0,0.0
340,25,1999JJ00,0.0,0.0,1359.0,3.0,0.0,1.0,604.0,36.0,0.1,0.0,0.0,0.0
341,25,2000JJ00,0.0,0.0,1379.0,4.0,0.0,1.0,613.0,39.0,0.1,0.0,0.0,0.0
342,25,2001JJ00,0.0,0.0,1410.0,3.0,0.0,1.0,620.0,70.0,0.1,0.0,0.0,0.0
343,25,2002JJ00,0.0,0.0,1427.0,3.0,0.0,1.0,626.0,101.0,0.1,0.0,0.0,0.0
344,25,2003JJ00,0.0,0.0,1425.0,3.0,0.0,1.0,654.0,225.0,0.1,0.0,0.0,0.0
345,25,2004JJ00,0.0,0.0,1497.0,3.0,0.0,1.0,667.0,287.0,0.1,0.0,0.0,0.0
346,25,2005JJ00,0.0,0.0,1541.0,3.0,0.0,1.0,685.0,32.0,0.1,0.0,0.0,0.0
347,25,2006JJ00,0.0,0.0,1557.0,3.0,0.0,1.0,692.0,34.0,0.1,0.0,0.0,0.0
348,25,2007JJ00,0.0,0.0,1643.0,3.0,0.0,1.0,730.0,32.0,0.1,0.0,0.0,0.0
349,25,2008JJ00,0.0,0.0,1711.0,3.0,0.0,1.0,761.0,31.0,0.1,0.0,0.0,0.0
350,26,1995JJ00,1.0,5.0,2617.0,6064.0,2.0,2841.0,4629.0,6914.0,2.6,48460.0,580498.0,107.0
351,26,1996JJ00,1.0,11.0,2360.0,4978.0,2.0,2620.0,3615.0,6467.0,2.2,43534.0,598169.0,103.0
352,26,1997JJ00,9.0,29.0,2189.0,4254.0,1.0,2472.0,2939.0,6021.0,2.0,40249.0,609950.0,101.0
353,26,1998JJ00,8.0,19.0,2018.0,3530.0,1.0,2325.0,2262.0,5127.0,1.6,36965.0,621731.0,99.0
354,26,1999JJ00,8.0,8.0,1846.0,2806.0,0.0,2177.0,1586.0,4234.0,1.3,33681.0,633512.0,97.0
355,26,2000JJ00,8.0,6.0,1761.0,2444.0,0.0,2103.0,1248.0,2448.0,1.1,32039.0,639402.0,96.0
356,26,2001JJ00,15.0,13.0,1763.0,2469.0,0.0,1794.0,1291.0,2667.0,1.1,28291.0,836560.0,112.0
357,26,2002JJ00,11.0,19.0,1765.0,2494.0,0.0,1486.0,1334.0,2886.0,1.2,25792.0,967999.0,123.0
358,26,2003JJ00,9.0,10.0,1773.0,2519.0,0.0,1177.0,1507.0,3761.0,1.1,23293.0,1099437.0,133.0
359,26,2004JJ00,11.0,12.0,1777.0,2544.0,0.0,868.0,1593.0,4199.0,1.2,22044.0,1165157.0,139.0
360,26,2005JJ00,4.0,9.0,1593.0,2569.0,0.0,560.0,1071.0,806.0,1.0,16158.0,1504361.0,167.0
361,26,2006JJ00,5.0,12.0,1699.0,886.0,0.0,408.0,1615.0,1194.0,0.5,65986.0,713674.0,137.0
362,26,2007JJ00,5.0,6.0,1615.0,1841.0,0.0,117.0,1133.0,587.0,0.7,113828.0,76645.0,121.0
363,26,2008JJ00,3.0,14.0,1723.0,478.0,0.0,31.0,703.0,281.0,0.3,99650.0,3612.0,100.0
364,27,1995JJ00,0.0,16.0,920.0,7788.0,0.0,127.0,634.0,580.0,2.7,3089.0,33376.0,6.0
365,27,1996JJ00,0.0,15.0,916.0,7587.0,0.0,117.0,645.0,613.0,2.7,3586.0,34603.0,7.0
366,27,1997JJ00,0.0,13.0,914.0,7625.0,0.0,110.0,653.0,647.0,2.7,3917.0,35421.0,7.0
367,27,1998JJ00,0.0,10.0,911.0,7622.0,2.0,103.0,661.0,714.0,2.7,4248.0,36239.0,8.0
368,27,1999JJ00,0.0,7.0,908.0,7594.0,0.0,96.0,669.0,781.0,2.6,4579.0,37057.0,8.0
369,27,2000JJ00,0.0,0.0,907.0,7593.0,0.0,93.0,673.0,916.0,2.6,4745.0,37466.0,8.0
370,27,2001JJ00,0.0,0.0,907.0,7608.0,0.0,84.0,689.0,926.0,2.6,3574.0,40135.0,8.0
371,27,2002JJ00,0.0,0.0,908.0,7605.0,0.0,75.0,705.0,935.0,2.6,2793.0,41914.0,7.0
372,27,2003JJ00,0.0,1.0,909.0,7645.0,0.0,67.0,770.0,975.0,2.6,2012.0,43693.0,6.0
373,27,2004JJ00,0.0,0.0,910.0,7912.0,0.0,58.0,802.0,994.0,2.7,1622.0,44583.0,6.0
374,27,2005JJ00,0.0,0.0,910.0,7618.0,0.0,49.0,1024.0,673.0,2.6,2229.0,38941.0,6.0
375,27,2006JJ00,0.0,0.0,925.0,7644.0,0.0,52.0,658.0,779.0,2.6,1908.0,42811.0,6.0
376,27,2007JJ00,0.0,0.0,888.0,7580.0,0.0,52.0,450.0,746.0,2.6,648.0,25941.0,3.0
377,27,2008JJ00,0.0,0.0,922.0,7607.0,0.0,20.0,440.0,277.0,2.6,469.0,32941.0,4.0
378,28,1995JJ00,0.0,0.0,295.0,1.0,0.0,1.0,131.0,17.0,0.0,0.0,0.0,0.0
379,28,1996JJ00,0.0,0.0,302.0,1.0,0.0,0.0,134.0,16.0,0.0,0.0,15.0,0.0
380,28,1997JJ00,0.0,0.0,306.0,1.0,0.0,0.0,136.0,15.0,0.0,0.0,25.0,0.0
381,28,1998JJ00,0.0,1.0,310.0,1.0,0.0,0.0,138.0,14.0,0.0,0.0,35.0,0.0
382,28,1999JJ00,0.0,0.0,314.0,1.0,0.0,0.0,140.0,12.0,0.0,0.0,45.0,0.0
383,28,2000JJ00,0.0,0.0,316.0,1.0,0.0,0.0,141.0,10.0,0.0,0.0,50.0,0.0
384,28,2001JJ00,0.0,0.0,316.0,1.0,0.0,0.0,141.0,17.0,0.0,0.0,31.0,0.0
385,28,2002JJ00,0.0,0.0,316.0,1.0,0.0,0.0,140.0,24.0,0.0,0.0,19.0,0.0
386,28,2003JJ00,0.0,0.0,314.0,1.0,0.0,0.0,140.0,54.0,0.0,0.0,6.0,0.0
387,28,2004JJ00,0.0,0.0,313.0,1.0,0.0,0.0,139.0,68.0,0.0,0.0,0.0,0.0
388,28,2005JJ00,0.0,0.0,317.0,1.0,0.0,0.0,141.0,6.0,0.0,0.0,0.0,0.0
