ID,Zorgaanbieders,FinancieringsvormenZorg,Perioden,UitgavenAanGezondheidszorgIngezetenen_1
599,A052796,A019165,2024JJ00,39.0
600,A052797,A019149,2021JJ00,3073.0
601,A052797,A019149,2022JJ00,3119.0
602,A052797,A019149,2023JJ00,3351.0
603,A052797,A019149,2024JJ00,3464.0
604,A052797,A019150,2021JJ00,717.0
605,A052797,A019150,2022JJ00,744.0
606,A052797,A019150,2023JJ00,840.0
607,A052797,A019150,2024JJ00,902.0
608,A052797,A019151,2021JJ00,5.0
609,A052797,A019151,2022JJ00,0.0
610,A052797,A019151,2023JJ00,0.0
611,A052797,A019151,2024JJ00,0.0
612,A052797,A019152,2021JJ00,712.0
613,A052797,A019152,2022JJ00,744.0
614,A052797,A019152,2023JJ00,840.0
615,A052797,A019152,2024JJ00,902.0
616,A052797,A019154,2021JJ00,95.0
617,A052797,A019154,2022JJ00,103.0
618,A052797,A019154,2023JJ00,121.0
619,A052797,A019154,2024JJ00,129.0
620,A052797,A019155,2021JJ00,
621,A052797,A019155,2022JJ00,
622,A052797,A019155,2023JJ00,
623,A052797,A019155,2024JJ00,
624,A052797,A019156,2021JJ00,617.0
625,A052797,A019156,2022JJ00,641.0
626,A052797,A019156,2023JJ00,719.0
627,A052797,A019156,2024JJ00,773.0
628,A052797,A041720,2021JJ00,2356.0
629,A052797,A041720,2022JJ00,2375.0
630,A052797,A041720,2023JJ00,2511.0
631,A052797,A041720,2024JJ00,2562.0
632,A052797,A019157,2021JJ00,1683.0
633,A052797,A019157,2022JJ00,1680.0
634,A052797,A019157,2023JJ00,1757.0
635,A052797,A019157,2024JJ00,1761.0
636,A052797,A019158,2021JJ00,1683.0
637,A052797,A019158,2022JJ00,1680.0
638,A052797,A019158,2023JJ00,1757.0
639,A052797,A019158,2024JJ00,1761.0
640,A052797,A019161,2021JJ00,0.0
641,A052797,A019161,2022JJ00,0.0
642,A052797,A019161,2023JJ00,0.0
643,A052797,A019161,2024JJ00,0.0
644,A052797,A019162,2021JJ00,0.0
645,A052797,A019162,2022JJ00,0.0
646,A052797,A019162,2023JJ00,0.0
647,A052797,A019162,2024JJ00,0.0
648,A052797,A019163,2021JJ00,673.0
649,A052797,A019163,2022JJ00,694.0
650,A052797,A019163,2023JJ00,754.0
651,A052797,A019163,2024JJ00,801.0
652,A052797,A019164,2021JJ00,581.0
653,A052797,A019164,2022JJ00,603.0
654,A052797,A019164,2023JJ00,656.0
655,A052797,A019164,2024JJ00,700.0
656,A052797,A019165,2021JJ00,92.0
657,A052797,A019165,2022JJ00,91.0
658,A052797,A019165,2023JJ00,98.0
659,A052797,A019165,2024JJ00,101.0
660,A052799,A019149,2021JJ00,5995.0
661,A052799,A019149,2022JJ00,6481.0
662,A052799,A019149,2023JJ00,7122.0
663,A052799,A019149,2024JJ00,7587.0
664,A052799,A019150,2021JJ00,2337.0
665,A052799,A019150,2022JJ00,2441.0
666,A052799,A019150,2023JJ00,2696.0
667,A052799,A019150,2024JJ00,2957.0
668,A052799,A019151,2021JJ00,578.0
669,A052799,A019151,2022JJ00,663.0
670,A052799,A019151,2023JJ00,708.0
671,A052799,A019151,2024JJ00,799.0
672,A052799,A019152,2021JJ00,1759.0
673,A052799,A019152,2022JJ00,1778.0
674,A052799,A019152,2023JJ00,1988.0
675,A052799,A019152,2024JJ00,2158.0
676,A052799,A019154,2021JJ00,30.0
677,A052799,A019154,2022JJ00,39.0
678,A052799,A019154,2023JJ00,47.0
679,A052799,A019154,2024JJ00,51.0
680,A052799,A019155,2021JJ00,
681,A052799,A019155,2022JJ00,
682,A052799,A019155,2023JJ00,
683,A052799,A019155,2024JJ00,
684,A052799,A019156,2021JJ00,1730.0
685,A052799,A019156,2022JJ00,1739.0
686,A052799,A019156,2023JJ00,1941.0
687,A052799,A019156,2024JJ00,2107.0
688,A052799,A041720,2021JJ00,3658.0
689,A052799,A041720,2022JJ00,4041.0
690,A052799,A041720,2023JJ00,4426.0
691,A052799,A041720,2024JJ00,4630.0
692,A052799,A019157,2021JJ00,1533.0
693,A052799,A019157,2022JJ00,1531.0
694,A052799,A019157,2023JJ00,1619.0
695,A052799,A019157,2024JJ00,1666.0
696,A052799,A019158,2021JJ00,1533.0
697,A052799,A019158,2022JJ00,1531.0
698,A052799,A019158,2023JJ00,1619.0
699,A052799,A019158,2024JJ00,1666.0
700,A052799,A019161,2021JJ00,0.0
701,A052799,A019161,2022JJ00,0.0
702,A052799,A019161,2023JJ00,0.0
703,A052799,A019161,2024JJ00,0.0
704,A052799,A019162,2021JJ00,0.0
705,A052799,A019162,2022JJ00,0.0
706,A052799,A019162,2023JJ00,0.0
707,A052799,A019162,2024JJ00,0.0
708,A052799,A019163,2021JJ00,2125.0
709,A052799,A019163,2022JJ00,2509.0
710,A052799,A019163,2023JJ00,2807.0
711,A052799,A019163,2024JJ00,2964.0
712,A052799,A019164,2021JJ00,2031.0
713,A052799,A019164,2022JJ00,2412.0
714,A052799,A019164,2023JJ00,2707.0
715,A052799,A019164,2024JJ00,2861.0
716,A052799,A019165,2021JJ00,94.0
717,A052799,A019165,2022JJ00,98.0
718,A052799,A019165,2023JJ00,100.0
719,A052799,A019165,2024JJ00,103.0
720,A052798,A019149,2021JJ00,4265.0
721,A052798,A019149,2022JJ00,5017.0
722,A052798,A019149,2023JJ00,5431.0
723,A052798,A019149,2024JJ00,6048.0
724,A052798,A019150,2021JJ00,3363.0
725,A052798,A019150,2022JJ00,3965.0
726,A052798,A019150,2023JJ00,4116.0
727,A052798,A019150,2024JJ00,4567.0
728,A052798,A019151,2021JJ00,890.0
729,A052798,A019151,2022JJ00,1004.0
730,A052798,A019151,2023JJ00,988.0
731,A052798,A019151,2024JJ00,1105.0
732,A052798,A019152,2021JJ00,2473.0
733,A052798,A019152,2022JJ00,2961.0
734,A052798,A019152,2023JJ00,3128.0
735,A052798,A019152,2024JJ00,3462.0
736,A052798,A019154,2021JJ00,87.0
737,A052798,A019154,2022JJ00,104.0
738,A052798,A019154,2023JJ00,122.0
739,A052798,A019154,2024JJ00,140.0
740,A052798,A019155,2021JJ00,
741,A052798,A019155,2022JJ00,
742,A052798,A019155,2023JJ00,
743,A052798,A019155,2024JJ00,
744,A052798,A019156,2021JJ00,2386.0
745,A052798,A019156,2022JJ00,2857.0
746,A052798,A019156,2023JJ00,3006.0
747,A052798,A019156,2024JJ00,3322.0
748,A052798,A041720,2021JJ00,903.0
749,A052798,A041720,2022JJ00,1053.0
750,A052798,A041720,2023JJ00,1315.0
751,A052798,A041720,2024JJ00,1480.0
752,A052798,A019157,2021JJ00,162.0
753,A052798,A019157,2022JJ00,149.0
754,A052798,A019157,2023JJ00,205.0
755,A052798,A019157,2024JJ00,245.0
756,A052798,A019158,2021JJ00,33.0
757,A052798,A019158,2022JJ00,29.0
758,A052798,A019158,2023JJ00,32.0
759,A052798,A019158,2024JJ00,33.0
760,A052798,A019161,2021JJ00,44.0
761,A052798,A019161,2022JJ00,21.0
762,A052798,A019161,2023JJ00,69.0
763,A052798,A019161,2024JJ00,95.0
764,A052798,A019162,2021JJ00,85.0
765,A052798,A019162,2022JJ00,99.0
766,A052798,A019162,2023JJ00,104.0
767,A052798,A019162,2024JJ00,117.0
768,A052798,A019163,2021JJ00,741.0
769,A052798,A019163,2022JJ00,904.0
770,A052798,A019163,2023JJ00,1110.0
771,A052798,A019163,2024JJ00,1235.0
772,A052798,A019164,2021JJ00,620.0
773,A052798,A019164,2022JJ00,765.0
774,A052798,A019164,2023JJ00,961.0
775,A052798,A019164,2024JJ00,1084.0
776,A052798,A019165,2021JJ00,121.0
777,A052798,A019165,2022JJ00,139.0
778,A052798,A019165,2023JJ00,149.0
779,A052798,A019165,2024JJ00,152.0
780,A052800,A019149,2021JJ00,984.0
781,A052800,A019149,2022JJ00,1050.0
782,A052800,A019149,2023JJ00,1228.0
783,A052800,A019149,2024JJ00,1322.0
784,A052800,A019150,2021JJ00,944.0
785,A052800,A019150,2022JJ00,1011.0
786,A052800,A019150,2023JJ00,1184.0
787,A052800,A019150,2024JJ00,1277.0
788,A052800,A019151,2021JJ00,3.0
789,A052800,A019151,2022JJ00,0.0
790,A052800,A019151,2023JJ00,0.0
791,A052800,A019151,2024JJ00,0.0
792,A052800,A019152,2021JJ00,941.0
793,A052800,A019152,2022JJ00,1011.0
794,A052800,A019152,2023JJ00,1184.0
795,A052800,A019152,2024JJ00,1277.0
796,A052800,A019154,2021JJ00,479.0
797,A052800,A019154,2022JJ00,558.0
798,A052800,A019154,2023JJ00,694.0
799,A052800,A019154,2024JJ00,761.0
800,A052800,A019155,2021JJ00,
801,A052800,A019155,2022JJ00,
802,A052800,A019155,2023JJ00,
803,A052800,A019155,2024JJ00,
804,A052800,A019156,2021JJ00,462.0
805,A052800,A019156,2022JJ00,453.0
806,A052800,A019156,2023JJ00,490.0
807,A052800,A019156,2024JJ00,516.0
808,A052800,A041720,2021JJ00,40.0
809,A052800,A041720,2022JJ00,39.0
810,A052800,A041720,2023JJ00,44.0
811,A052800,A041720,2024JJ00,45.0
812,A052800,A019157,2021JJ00,4.0
813,A052800,A019157,2022JJ00,4.0
814,A052800,A019157,2023JJ00,4.0
815,A052800,A019157,2024JJ00,4.0
816,A052800,A019158,2021JJ00,4.0
817,A052800,A019158,2022JJ00,4.0
818,A052800,A019158,2023JJ00,4.0
819,A052800,A019158,2024JJ00,4.0
820,A052800,A019161,2021JJ00,0.0
821,A052800,A019161,2022JJ00,0.0
822,A052800,A019161,2023JJ00,0.0
823,A052800,A019161,2024JJ00,0.0
824,A052800,A019162,2021JJ00,0.0
825,A052800,A019162,2022JJ00,0.0
826,A052800,A019162,2023JJ00,0.0
827,A052800,A019162,2024JJ00,0.0
828,A052800,A019163,2021JJ00,36.0
829,A052800,A019163,2022JJ00,35.0
830,A052800,A019163,2023JJ00,40.0
831,A052800,A019163,2024JJ00,41.0
832,A052800,A019164,2021JJ00,0.0
833,A052800,A019164,2022JJ00,0.0
834,A052800,A019164,2023JJ00,0.0
835,A052800,A019164,2024JJ00,0.0
836,A052800,A019165,2021JJ00,36.0
837,A052800,A019165,2022JJ00,35.0
838,A052800,A019165,2023JJ00,40.0
839,A052800,A019165,2024JJ00,41.0
840,A052801,A019149,2021JJ00,1120.0
841,A052801,A019149,2022JJ00,934.0
842,A052801,A019149,2023JJ00,882.0
843,A052801,A019149,2024JJ00,954.0
844,A052801,A019150,2021JJ00,1030.0
845,A052801,A019150,2022JJ00,893.0
846,A052801,A019150,2023JJ00,838.0
847,A052801,A019150,2024JJ00,910.0
848,A052801,A019151,2021JJ00,318.0
849,A052801,A019151,2022JJ00,182.0
850,A052801,A019151,2023JJ00,0.0
851,A052801,A019151,2024JJ00,0.0
852,A052801,A019152,2021JJ00,712.0
853,A052801,A019152,2022JJ00,711.0
854,A052801,A019152,2023JJ00,838.0
855,A052801,A019152,2024JJ00,910.0
856,A052801,A019154,2021JJ00,0.0
857,A052801,A019154,2022JJ00,0.0
858,A052801,A019154,2023JJ00,0.0
859,A052801,A019154,2024JJ00,0.0
860,A052801,A019155,2021JJ00,
861,A052801,A019155,2022JJ00,
862,A052801,A019155,2023JJ00,
863,A052801,A019155,2024JJ00,
864,A052801,A019156,2021JJ00,712.0
865,A052801,A019156,2022JJ00,711.0
866,A052801,A019156,2023JJ00,838.0
867,A052801,A019156,2024JJ00,910.0
868,A052801,A041720,2021JJ00,90.0
869,A052801,A041720,2022JJ00,41.0
870,A052801,A041720,2023JJ00,44.0
871,A052801,A041720,2024JJ00,45.0
872,A052801,A019157,2021JJ00,34.0
873,A052801,A019157,2022JJ00,0.0
874,A052801,A019157,2023JJ00,0.0
875,A052801,A019157,2024JJ00,0.0
876,A052801,A019158,2021JJ00,0.0
877,A052801,A019158,2022JJ00,0.0
878,A052801,A019158,2023JJ00,0.0
879,A052801,A019158,2024JJ00,0.0
880,A052801,A019161,2021JJ00,0.0
881,A052801,A019161,2022JJ00,0.0
882,A052801,A019161,2023JJ00,0.0
883,A052801,A019161,2024JJ00,0.0
884,A052801,A019162,2021JJ00,34.0
885,A052801,A019162,2022JJ00,0.0
886,A052801,A019162,2023JJ00,0.0
887,A052801,A019162,2024JJ00,0.0
888,A052801,A019163,2021JJ00,56.0
889,A052801,A019163,2022JJ00,41.0
890,A052801,A019163,2023JJ00,44.0
891,A052801,A019163,2024JJ00,45.0
892,A052801,A019164,2021JJ00,14.0
893,A052801,A019164,2022JJ00,0.0
894,A052801,A019164,2023JJ00,0.0
895,A052801,A019164,2024JJ00,0.0
896,A052801,A019165,2021JJ00,42.0
897,A052801,A019165,2022JJ00,41.0
898,A052801,A019165,2023JJ00,44.0
899,A052801,A019165,2024JJ00,45.0
900,A052802,A019149,2021JJ00,500.0
901,A052802,A019149,2022JJ00,487.0
902,A052802,A019149,2023JJ00,586.0
903,A052802,A019149,2024JJ00,635.0
904,A052802,A019150,2021JJ00,476.0
905,A052802,A019150,2022JJ00,465.0
906,A052802,A019150,2023JJ00,563.0
907,A052802,A019150,2024JJ00,611.0
908,A052802,A019151,2021JJ00,2.0
909,A052802,A019151,2022JJ00,0.0
910,A052802,A019151,2023JJ00,0.0
911,A052802,A019151,2024JJ00,0.0
912,A052802,A019152,2021JJ00,474.0
913,A052802,A019152,2022JJ00,465.0
914,A052802,A019152,2023JJ00,563.0
915,A052802,A019152,2024JJ00,611.0
916,A052802,A019154,2021JJ00,0.0
917,A052802,A019154,2022JJ00,0.0
918,A052802,A019154,2023JJ00,0.0
919,A052802,A019154,2024JJ00,0.0
920,A052802,A019155,2021JJ00,
921,A052802,A019155,2022JJ00,
922,A052802,A019155,2023JJ00,
923,A052802,A019155,2024JJ00,
924,A052802,A019156,2021JJ00,474.0
925,A052802,A019156,2022JJ00,465.0
926,A052802,A019156,2023JJ00,563.0
927,A052802,A019156,2024JJ00,611.0
928,A052802,A041720,2021JJ00,24.0
929,A052802,A041720,2022JJ00,23.0
930,A052802,A041720,2023JJ00,24.0
931,A052802,A041720,2024JJ00,24.0
932,A052802,A019157,2021JJ00,0.0
933,A052802,A019157,2022JJ00,0.0
934,A052802,A019157,2023JJ00,0.0
935,A052802,A019157,2024JJ00,0.0
936,A052802,A019158,2021JJ00,0.0
937,A052802,A019158,2022JJ00,0.0
938,A052802,A019158,2023JJ00,0.0
939,A052802,A019158,2024JJ00,0.0
940,A052802,A019161,2021JJ00,0.0
941,A052802,A019161,2022JJ00,0.0
942,A052802,A019161,2023JJ00,0.0
943,A052802,A019161,2024JJ00,0.0
944,A052802,A019162,2021JJ00,0.0
945,A052802,A019162,2022JJ00,0.0
946,A052802,A019162,2023JJ00,0.0
947,A052802,A019162,2024JJ00,0.0
948,A052802,A019163,2021JJ00,24.0
949,A052802,A019163,2022JJ00,23.0
950,A052802,A019163,2023JJ00,24.0
951,A052802,A019163,2024JJ00,24.0
952,A052802,A019164,2021JJ00,0.0
953,A052802,A019164,2022JJ00,0.0
954,A052802,A019164,2023JJ00,0.0
955,A052802,A019164,2024JJ00,0.0
956,A052802,A019165,2021JJ00,24.0
957,A052802,A019165,2022JJ00,23.0
958,A052802,A019165,2023JJ00,24.0
959,A052802,A019165,2024JJ00,24.0
960,A052803,A019149,2021JJ00,620.0
961,A052803,A019149,2022JJ00,447.0
962,A052803,A019149,2023JJ00,295.0
963,A052803,A019149,2024JJ00,320.0
964,A052803,A019150,2021JJ00,554.0
965,A052803,A019150,2022JJ00,428.0
966,A052803,A019150,2023JJ00,275.0
967,A052803,A019150,2024JJ00,299.0
968,A052803,A019151,2021JJ00,316.0
969,A052803,A019151,2022JJ00,182.0
970,A052803,A019151,2023JJ00,0.0
971,A052803,A019151,2024JJ00,0.0
972,A052803,A019152,2021JJ00,238.0
973,A052803,A019152,2022JJ00,247.0
974,A052803,A019152,2023JJ00,275.0
975,A052803,A019152,2024JJ00,299.0
976,A052803,A019154,2021JJ00,0.0
977,A052803,A019154,2022JJ00,0.0
978,A052803,A019154,2023JJ00,0.0
979,A052803,A019154,2024JJ00,0.0
980,A052803,A019155,2021JJ00,
981,A052803,A019155,2022JJ00,
982,A052803,A019155,2023JJ00,
983,A052803,A019155,2024JJ00,
984,A052803,A019156,2021JJ00,238.0
985,A052803,A019156,2022JJ00,247.0
986,A052803,A019156,2023JJ00,275.0
987,A052803,A019156,2024JJ00,299.0
988,A052803,A041720,2021JJ00,66.0
989,A052803,A041720,2022JJ00,18.0
990,A052803,A041720,2023JJ00,20.0
991,A052803,A041720,2024JJ00,21.0
992,A052803,A019157,2021JJ00,34.0
993,A052803,A019157,2022JJ00,0.0
994,A052803,A019157,2023JJ00,0.0
995,A052803,A019157,2024JJ00,0.0
996,A052803,A019158,2021JJ00,0.0
997,A052803,A019158,2022JJ00,0.0
998,A052803,A019158,2023JJ00,0.0
999,A052803,A019158,2024JJ00,0.0
1000,A052803,A019161,2021JJ00,0.0
1001,A052803,A019161,2022JJ00,0.0
1002,A052803,A019161,2023JJ00,0.0
1003,A052803,A019161,2024JJ00,0.0
1004,A052803,A019162,2021JJ00,34.0
1005,A052803,A019162,2022JJ00,0.0
1006,A052803,A019162,2023JJ00,0.0
1007,A052803,A019162,2024JJ00,0.0
1008,A052803,A019163,2021JJ00,32.0
1009,A052803,A019163,2022JJ00,18.0
1010,A052803,A019163,2023JJ00,20.0
1011,A052803,A019163,2024JJ00,21.0
1012,A052803,A019164,2021JJ00,14.0
1013,A052803,A019164,2022JJ00,0.0
1014,A052803,A019164,2023JJ00,0.0
1015,A052803,A019164,2024JJ00,0.0
1016,A052803,A019165,2021JJ00,18.0
1017,A052803,A019165,2022JJ00,18.0
1018,A052803,A019165,2023JJ00,20.0
1019,A052803,A019165,2024JJ00,21.0
1020,A052806,A019149,2021JJ00,7999.0
1021,A052806,A019149,2022JJ00,7975.0
1022,A052806,A019149,2023JJ00,7983.0
1023,A052806,A019149,2024JJ00,8522.0
1024,A052806,A019150,2021JJ00,5410.0
1025,A052806,A019150,2022JJ00,5420.0
1026,A052806,A019150,2023JJ00,5396.0
1027,A052806,A019150,2024JJ00,5793.0
1028,A052806,A019151,2021JJ00,348.0
1029,A052806,A019151,2022JJ00,137.0
1030,A052806,A019151,2023JJ00,0.0
1031,A052806,A019151,2024JJ00,0.0
1032,A052806,A019152,2021JJ00,5062.0
1033,A052806,A019152,2022JJ00,5283.0
1034,A052806,A019152,2023JJ00,5396.0
1035,A052806,A019152,2024JJ00,5793.0
1036,A052806,A019154,2021JJ00,193.0
1037,A052806,A019154,2022JJ00,198.0
1038,A052806,A019154,2023JJ00,244.0
1039,A052806,A019154,2024JJ00,239.0
1040,A052806,A019155,2021JJ00,
1041,A052806,A019155,2022JJ00,
1042,A052806,A019155,2023JJ00,
1043,A052806,A019155,2024JJ00,
1044,A052806,A019156,2021JJ00,4869.0
1045,A052806,A019156,2022JJ00,5085.0
1046,A052806,A019156,2023JJ00,5152.0
1047,A052806,A019156,2024JJ00,5554.0
1048,A052806,A041720,2021JJ00,2589.0
1049,A052806,A041720,2022JJ00,2555.0
1050,A052806,A041720,2023JJ00,2586.0
1051,A052806,A041720,2024JJ00,2729.0
1052,A052806,A019157,2021JJ00,316.0
1053,A052806,A019157,2022JJ00,239.0
1054,A052806,A019157,2023JJ00,217.0
1055,A052806,A019157,2024JJ00,220.0
1056,A052806,A019158,2021JJ00,261.0
1057,A052806,A019158,2022JJ00,239.0
1058,A052806,A019158,2023JJ00,217.0
1059,A052806,A019158,2024JJ00,220.0
1060,A052806,A019161,2021JJ00,0.0
1061,A052806,A019161,2022JJ00,0.0
1062,A052806,A019161,2023JJ00,0.0
1063,A052806,A019161,2024JJ00,0.0
1064,A052806,A019162,2021JJ00,54.0
1065,A052806,A019162,2022JJ00,0.0
1066,A052806,A019162,2023JJ00,0.0
1067,A052806,A019162,2024JJ00,0.0
1068,A052806,A019163,2021JJ00,2273.0
1069,A052806,A019163,2022JJ00,2316.0
1070,A052806,A019163,2023JJ00,2370.0
1071,A052806,A019163,2024JJ00,2509.0
1072,A052806,A019164,2021JJ00,1319.0
1073,A052806,A019164,2022JJ00,1361.0
1074,A052806,A019164,2023JJ00,1406.0
1075,A052806,A019164,2024JJ00,1504.0
1076,A052806,A019165,2021JJ00,954.0
1077,A052806,A019165,2022JJ00,954.0
1078,A052806,A019165,2023JJ00,964.0
1079,A052806,A019165,2024JJ00,1005.0
1080,A052807,A019149,2021JJ00,4483.0
1081,A052807,A019149,2022JJ00,4620.0
1082,A052807,A019149,2023JJ00,4642.0
1083,A052807,A019149,2024JJ00,4981.0
1084,A052807,A019150,2021JJ00,3510.0
1085,A052807,A019150,2022JJ00,3656.0
1086,A052807,A019150,2023JJ00,3649.0
1087,A052807,A019150,2024JJ00,3914.0
1088,A052807,A019151,2021JJ00,6.0
1089,A052807,A019151,2022JJ00,0.0
1090,A052807,A019151,2023JJ00,0.0
1091,A052807,A019151,2024JJ00,0.0
1092,A052807,A019152,2021JJ00,3504.0
1093,A052807,A019152,2022JJ00,3656.0
1094,A052807,A019152,2023JJ00,3649.0
1095,A052807,A019152,2024JJ00,3914.0
1096,A052807,A019154,2021JJ00,0.0
1097,A052807,A019154,2022JJ00,0.0
1098,A052807,A019154,2023JJ00,0.0
1099,A052807,A019154,2024JJ00,0.0
1100,A052807,A019155,2021JJ00,
1101,A052807,A019155,2022JJ00,
1102,A052807,A019155,2023JJ00,
1103,A052807,A019155,2024JJ00,
1104,A052807,A019156,2021JJ00,3504.0
1105,A052807,A019156,2022JJ00,3656.0
1106,A052807,A019156,2023JJ00,3649.0
1107,A052807,A019156,2024JJ00,3914.0
1108,A052807,A041720,2021JJ00,974.0
1109,A052807,A041720,2022JJ00,964.0
1110,A052807,A041720,2023JJ00,993.0
1111,A052807,A041720,2024JJ00,1067.0
1112,A052807,A019157,2021JJ00,41.0
1113,A052807,A019157,2022JJ00,31.0
1114,A052807,A019157,2023JJ00,29.0
1115,A052807,A019157,2024JJ00,29.0
1116,A052807,A019158,2021JJ00,41.0
1117,A052807,A019158,2022JJ00,31.0
1118,A052807,A019158,2023JJ00,29.0
1119,A052807,A019158,2024JJ00,29.0
1120,A052807,A019161,2021JJ00,0.0
1121,A052807,A019161,2022JJ00,0.0
1122,A052807,A019161,2023JJ00,0.0
1123,A052807,A019161,2024JJ00,0.0
1124,A052807,A019162,2021JJ00,0.0
1125,A052807,A019162,2022JJ00,0.0
1126,A052807,A019162,2023JJ00,0.0
1127,A052807,A019162,2024JJ00,0.0
1128,A052807,A019163,2021JJ00,933.0
1129,A052807,A019163,2022JJ00,933.0
1130,A052807,A019163,2023JJ00,964.0
1131,A052807,A019163,2024JJ00,1038.0
1132,A052807,A019164,2021JJ00,214.0
1133,A052807,A019164,2022JJ00,220.0
1134,A052807,A019164,2023JJ00,260.0
1135,A052807,A019164,2024JJ00,307.0
1136,A052807,A019165,2021JJ00,718.0
1137,A052807,A019165,2022JJ00,713.0
1138,A052807,A019165,2023JJ00,704.0
1139,A052807,A019165,2024JJ00,731.0
1140,A052808,A019149,2021JJ00,3516.0
1141,A052808,A019149,2022JJ00,3355.0
1142,A052808,A019149,2023JJ00,3341.0
1143,A052808,A019149,2024JJ00,3541.0
1144,A052808,A019150,2021JJ00,1901.0
1145,A052808,A019150,2022JJ00,1764.0
1146,A052808,A019150,2023JJ00,1748.0
1147,A052808,A019150,2024JJ00,1879.0
1148,A052808,A019151,2021JJ00,342.0
1149,A052808,A019151,2022JJ00,137.0
1150,A052808,A019151,2023JJ00,0.0
1151,A052808,A019151,2024JJ00,0.0
1152,A052808,A019152,2021JJ00,1559.0
1153,A052808,A019152,2022JJ00,1627.0
1154,A052808,A019152,2023JJ00,1748.0
1155,A052808,A019152,2024JJ00,1879.0
1156,A052808,A019154,2021JJ00,193.0
1157,A052808,A019154,2022JJ00,198.0
1158,A052808,A019154,2023JJ00,244.0
1159,A052808,A019154,2024JJ00,239.0
1160,A052808,A019155,2021JJ00,
1161,A052808,A019155,2022JJ00,
1162,A052808,A019155,2023JJ00,
1163,A052808,A019155,2024JJ00,
1164,A052808,A019156,2021JJ00,1365.0
1165,A052808,A019156,2022JJ00,1430.0
1166,A052808,A019156,2023JJ00,1503.0
1167,A052808,A019156,2024JJ00,1640.0
1168,A052808,A041720,2021JJ00,1615.0
1169,A052808,A041720,2022JJ00,1591.0
1170,A052808,A041720,2023JJ00,1593.0
1171,A052808,A041720,2024JJ00,1662.0
1172,A052808,A019157,2021JJ00,275.0
1173,A052808,A019157,2022JJ00,209.0
1174,A052808,A019157,2023JJ00,188.0
1175,A052808,A019157,2024JJ00,191.0
1176,A052808,A019158,2021JJ00,220.0
1177,A052808,A019158,2022JJ00,209.0
1178,A052808,A019158,2023JJ00,188.0
1179,A052808,A019158,2024JJ00,191.0
1180,A052808,A019161,2021JJ00,0.0
1181,A052808,A019161,2022JJ00,0.0
1182,A052808,A019161,2023JJ00,0.0
1183,A052808,A019161,2024JJ00,0.0
1184,A052808,A019162,2021JJ00,54.0
1185,A052808,A019162,2022JJ00,0.0
1186,A052808,A019162,2023JJ00,0.0
1187,A052808,A019162,2024JJ00,0.0
1188,A052808,A019163,2021JJ00,1340.0
1189,A052808,A019163,2022JJ00,1382.0
1190,A052808,A019163,2023JJ00,1406.0
1191,A052808,A019163,2024JJ00,1471.0
1192,A052808,A019164,2021JJ00,1104.0
1193,A052808,A019164,2022JJ00,1141.0
1194,A052808,A019164,2023JJ00,1146.0
1195,A052808,A019164,2024JJ00,1197.0
1196,A052808,A019165,2021JJ00,236.0
1197,A052808,A019165,2022JJ00,241.0
1198,A052808,A019165,2023JJ00,260.0
1199,A052808,A019165,2024JJ00,274.0
1200,A052811,A019149,2021JJ00,6531.0
