ID,Zorgaanbieders,FinancieringsvormenZorg,Perioden,UitgavenAanGezondheidszorgIngezetenen_1
1201,A052811,A019149,2022JJ00,4227.0
1202,A052811,A019149,2023JJ00,3242.0
1203,A052811,A019149,2024JJ00,3092.0
1204,A052811,A019150,2021JJ00,5795.0
1205,A052811,A019150,2022JJ00,3472.0
1206,A052811,A019150,2023JJ00,2395.0
1207,A052811,A019150,2024JJ00,2161.0
1208,A052811,A019151,2021JJ00,5612.0
1209,A052811,A019151,2022JJ00,3254.0
1210,A052811,A019151,2023JJ00,2196.0
1211,A052811,A019151,2024JJ00,1949.0
1212,A052811,A019152,2021JJ00,182.0
1213,A052811,A019152,2022JJ00,217.0
1214,A052811,A019152,2023JJ00,199.0
1215,A052811,A019152,2024JJ00,212.0
1216,A052811,A019154,2021JJ00,4.0
1217,A052811,A019154,2022JJ00,4.0
1218,A052811,A019154,2023JJ00,5.0
1219,A052811,A019154,2024JJ00,6.0
1220,A052811,A019155,2021JJ00,
1221,A052811,A019155,2022JJ00,
1222,A052811,A019155,2023JJ00,
1223,A052811,A019155,2024JJ00,
1224,A052811,A019156,2021JJ00,178.0
1225,A052811,A019156,2022JJ00,213.0
1226,A052811,A019156,2023JJ00,194.0
1227,A052811,A019156,2024JJ00,206.0
1228,A052811,A041720,2021JJ00,737.0
1229,A052811,A041720,2022JJ00,755.0
1230,A052811,A041720,2023JJ00,846.0
1231,A052811,A041720,2024JJ00,931.0
1232,A052811,A019157,2021JJ00,691.0
1233,A052811,A019157,2022JJ00,721.0
1234,A052811,A019157,2023JJ00,813.0
1235,A052811,A019157,2024JJ00,896.0
1236,A052811,A019158,2021JJ00,1.0
1237,A052811,A019158,2022JJ00,0.0
1238,A052811,A019158,2023JJ00,1.0
1239,A052811,A019158,2024JJ00,1.0
1240,A052811,A019161,2021JJ00,0.0
1241,A052811,A019161,2022JJ00,0.0
1242,A052811,A019161,2023JJ00,0.0
1243,A052811,A019161,2024JJ00,0.0
1244,A052811,A019162,2021JJ00,690.0
1245,A052811,A019162,2022JJ00,721.0
1246,A052811,A019162,2023JJ00,812.0
1247,A052811,A019162,2024JJ00,895.0
1248,A052811,A019163,2021JJ00,46.0
1249,A052811,A019163,2022JJ00,34.0
1250,A052811,A019163,2023JJ00,33.0
1251,A052811,A019163,2024JJ00,35.0
1252,A052811,A019164,2021JJ00,35.0
1253,A052811,A019164,2022JJ00,21.0
1254,A052811,A019164,2023JJ00,22.0
1255,A052811,A019164,2024JJ00,23.0
1256,A052811,A019165,2021JJ00,11.0
1257,A052811,A019165,2022JJ00,13.0
1258,A052811,A019165,2023JJ00,11.0
1259,A052811,A019165,2024JJ00,11.0
1260,A052812,A019149,2021JJ00,3144.0
1261,A052812,A019149,2022JJ00,3147.0
1262,A052812,A019149,2023JJ00,3194.0
1263,A052812,A019149,2024JJ00,3436.0
1264,A052812,A019150,2021JJ00,2682.0
1265,A052812,A019150,2022JJ00,2659.0
1266,A052812,A019150,2023JJ00,2702.0
1267,A052812,A019150,2024JJ00,2949.0
1268,A052812,A019151,2021JJ00,1382.0
1269,A052812,A019151,2022JJ00,1265.0
1270,A052812,A019151,2023JJ00,1268.0
1271,A052812,A019151,2024JJ00,1413.0
1272,A052812,A019152,2021JJ00,1300.0
1273,A052812,A019152,2022JJ00,1394.0
1274,A052812,A019152,2023JJ00,1435.0
1275,A052812,A019152,2024JJ00,1537.0
1276,A052812,A019154,2021JJ00,265.0
1277,A052812,A019154,2022JJ00,291.0
1278,A052812,A019154,2023JJ00,305.0
1279,A052812,A019154,2024JJ00,328.0
1280,A052812,A019155,2021JJ00,
1281,A052812,A019155,2022JJ00,
1282,A052812,A019155,2023JJ00,
1283,A052812,A019155,2024JJ00,
1284,A052812,A019156,2021JJ00,1035.0
1285,A052812,A019156,2022JJ00,1103.0
1286,A052812,A019156,2023JJ00,1130.0
1287,A052812,A019156,2024JJ00,1209.0
1288,A052812,A041720,2021JJ00,462.0
1289,A052812,A041720,2022JJ00,488.0
1290,A052812,A041720,2023JJ00,492.0
1291,A052812,A041720,2024JJ00,487.0
1292,A052812,A019157,2021JJ00,462.0
1293,A052812,A019157,2022JJ00,488.0
1294,A052812,A019157,2023JJ00,492.0
1295,A052812,A019157,2024JJ00,487.0
1296,A052812,A019158,2021JJ00,462.0
1297,A052812,A019158,2022JJ00,488.0
1298,A052812,A019158,2023JJ00,492.0
1299,A052812,A019158,2024JJ00,487.0
1300,A052812,A019161,2021JJ00,0.0
1301,A052812,A019161,2022JJ00,0.0
1302,A052812,A019161,2023JJ00,0.0
1303,A052812,A019161,2024JJ00,0.0
1304,A052812,A019162,2021JJ00,0.0
1305,A052812,A019162,2022JJ00,0.0
1306,A052812,A019162,2023JJ00,0.0
1307,A052812,A019162,2024JJ00,0.0
1308,A052812,A019163,2021JJ00,0.0
1309,A052812,A019163,2022JJ00,0.0
1310,A052812,A019163,2023JJ00,0.0
1311,A052812,A019163,2024JJ00,0.0
1312,A052812,A019164,2021JJ00,0.0
1313,A052812,A019164,2022JJ00,0.0
1314,A052812,A019164,2023JJ00,0.0
1315,A052812,A019164,2024JJ00,0.0
1316,A052812,A019165,2021JJ00,0.0
1317,A052812,A019165,2022JJ00,0.0
1318,A052812,A019165,2023JJ00,0.0
1319,A052812,A019165,2024JJ00,0.0
1320,A052813,A019149,2021JJ00,885.0
1321,A052813,A019149,2022JJ00,810.0
1322,A052813,A019149,2023JJ00,762.0
1323,A052813,A019149,2024JJ00,871.0
1324,A052813,A019150,2021JJ00,885.0
1325,A052813,A019150,2022JJ00,810.0
1326,A052813,A019150,2023JJ00,762.0
1327,A052813,A019150,2024JJ00,871.0
1328,A052813,A019151,2021JJ00,885.0
1329,A052813,A019151,2022JJ00,810.0
1330,A052813,A019151,2023JJ00,762.0
1331,A052813,A019151,2024JJ00,871.0
1332,A052813,A019152,2021JJ00,0.0
1333,A052813,A019152,2022JJ00,0.0
1334,A052813,A019152,2023JJ00,0.0
1335,A052813,A019152,2024JJ00,0.0
1336,A052813,A019154,2021JJ00,0.0
1337,A052813,A019154,2022JJ00,0.0
1338,A052813,A019154,2023JJ00,0.0
1339,A052813,A019154,2024JJ00,0.0
1340,A052813,A019155,2021JJ00,
1341,A052813,A019155,2022JJ00,
1342,A052813,A019155,2023JJ00,
1343,A052813,A019155,2024JJ00,
1344,A052813,A019156,2021JJ00,0.0
1345,A052813,A019156,2022JJ00,0.0
1346,A052813,A019156,2023JJ00,0.0
1347,A052813,A019156,2024JJ00,0.0
1348,A052813,A041720,2021JJ00,0.0
1349,A052813,A041720,2022JJ00,0.0
1350,A052813,A041720,2023JJ00,0.0
1351,A052813,A041720,2024JJ00,0.0
1352,A052813,A019157,2021JJ00,0.0
1353,A052813,A019157,2022JJ00,0.0
1354,A052813,A019157,2023JJ00,0.0
1355,A052813,A019157,2024JJ00,0.0
1356,A052813,A019158,2021JJ00,0.0
1357,A052813,A019158,2022JJ00,0.0
1358,A052813,A019158,2023JJ00,0.0
1359,A052813,A019158,2024JJ00,0.0
1360,A052813,A019161,2021JJ00,0.0
1361,A052813,A019161,2022JJ00,0.0
1362,A052813,A019161,2023JJ00,0.0
1363,A052813,A019161,2024JJ00,0.0
1364,A052813,A019162,2021JJ00,0.0
1365,A052813,A019162,2022JJ00,0.0
1366,A052813,A019162,2023JJ00,0.0
1367,A052813,A019162,2024JJ00,0.0
1368,A052813,A019163,2021JJ00,0.0
1369,A052813,A019163,2022JJ00,0.0
1370,A052813,A019163,2023JJ00,0.0
1371,A052813,A019163,2024JJ00,0.0
1372,A052813,A019164,2021JJ00,0.0
1373,A052813,A019164,2022JJ00,0.0
1374,A052813,A019164,2023JJ00,0.0
1375,A052813,A019164,2024JJ00,0.0
1376,A052813,A019165,2021JJ00,0.0
1377,A052813,A019165,2022JJ00,0.0
1378,A052813,A019165,2023JJ00,0.0
1379,A052813,A019165,2024JJ00,0.0
1380,A052814,A019149,2021JJ00,1797.0
1381,A052814,A019149,2022JJ00,1849.0
1382,A052814,A019149,2023JJ00,1940.0
1383,A052814,A019149,2024JJ00,2078.0
1384,A052814,A019150,2021JJ00,1797.0
1385,A052814,A019150,2022JJ00,1849.0
1386,A052814,A019150,2023JJ00,1940.0
1387,A052814,A019150,2024JJ00,2078.0
1388,A052814,A019151,2021JJ00,496.0
1389,A052814,A019151,2022JJ00,455.0
1390,A052814,A019151,2023JJ00,505.0
1391,A052814,A019151,2024JJ00,541.0
1392,A052814,A019152,2021JJ00,1300.0
1393,A052814,A019152,2022JJ00,1394.0
1394,A052814,A019152,2023JJ00,1435.0
1395,A052814,A019152,2024JJ00,1537.0
1396,A052814,A019154,2021JJ00,265.0
1397,A052814,A019154,2022JJ00,291.0
1398,A052814,A019154,2023JJ00,305.0
1399,A052814,A019154,2024JJ00,328.0
1400,A052814,A019155,2021JJ00,
1401,A052814,A019155,2022JJ00,
1402,A052814,A019155,2023JJ00,
1403,A052814,A019155,2024JJ00,
1404,A052814,A019156,2021JJ00,1035.0
1405,A052814,A019156,2022JJ00,1103.0
1406,A052814,A019156,2023JJ00,1130.0
1407,A052814,A019156,2024JJ00,1209.0
1408,A052814,A041720,2021JJ00,0.0
1409,A052814,A041720,2022JJ00,0.0
1410,A052814,A041720,2023JJ00,0.0
1411,A052814,A041720,2024JJ00,0.0
1412,A052814,A019157,2021JJ00,0.0
1413,A052814,A019157,2022JJ00,0.0
1414,A052814,A019157,2023JJ00,0.0
1415,A052814,A019157,2024JJ00,0.0
1416,A052814,A019158,2021JJ00,0.0
1417,A052814,A019158,2022JJ00,0.0
1418,A052814,A019158,2023JJ00,0.0
1419,A052814,A019158,2024JJ00,0.0
1420,A052814,A019161,2021JJ00,0.0
1421,A052814,A019161,2022JJ00,0.0
1422,A052814,A019161,2023JJ00,0.0
1423,A052814,A019161,2024JJ00,0.0
1424,A052814,A019162,2021JJ00,0.0
1425,A052814,A019162,2022JJ00,0.0
1426,A052814,A019162,2023JJ00,0.0
1427,A052814,A019162,2024JJ00,0.0
1428,A052814,A019163,2021JJ00,0.0
1429,A052814,A019163,2022JJ00,0.0
1430,A052814,A019163,2023JJ00,0.0
1431,A052814,A019163,2024JJ00,0.0
1432,A052814,A019164,2021JJ00,0.0
1433,A052814,A019164,2022JJ00,0.0
1434,A052814,A019164,2023JJ00,0.0
1435,A052814,A019164,2024JJ00,0.0
1436,A052814,A019165,2021JJ00,0.0
1437,A052814,A019165,2022JJ00,0.0
1438,A052814,A019165,2023JJ00,0.0
1439,A052814,A019165,2024JJ00,0.0
1440,A052815,A019149,2021JJ00,462.0
1441,A052815,A019149,2022JJ00,488.0
1442,A052815,A019149,2023JJ00,492.0
1443,A052815,A019149,2024JJ00,487.0
1444,A052815,A019150,2021JJ00,0.0
1445,A052815,A019150,2022JJ00,0.0
1446,A052815,A019150,2023JJ00,0.0
1447,A052815,A019150,2024JJ00,0.0
1448,A052815,A019151,2021JJ00,0.0
1449,A052815,A019151,2022JJ00,0.0
1450,A052815,A019151,2023JJ00,0.0
1451,A052815,A019151,2024JJ00,0.0
1452,A052815,A019152,2021JJ00,0.0
1453,A052815,A019152,2022JJ00,0.0
1454,A052815,A019152,2023JJ00,0.0
1455,A052815,A019152,2024JJ00,0.0
1456,A052815,A019154,2021JJ00,0.0
1457,A052815,A019154,2022JJ00,0.0
1458,A052815,A019154,2023JJ00,0.0
1459,A052815,A019154,2024JJ00,0.0
1460,A052815,A019155,2021JJ00,
1461,A052815,A019155,2022JJ00,
1462,A052815,A019155,2023JJ00,
1463,A052815,A019155,2024JJ00,
1464,A052815,A019156,2021JJ00,0.0
1465,A052815,A019156,2022JJ00,0.0
1466,A052815,A019156,2023JJ00,0.0
1467,A052815,A019156,2024JJ00,0.0
1468,A052815,A041720,2021JJ00,462.0
1469,A052815,A041720,2022JJ00,488.0
1470,A052815,A041720,2023JJ00,492.0
1471,A052815,A041720,2024JJ00,487.0
1472,A052815,A019157,2021JJ00,462.0
1473,A052815,A019157,2022JJ00,488.0
1474,A052815,A019157,2023JJ00,492.0
1475,A052815,A019157,2024JJ00,487.0
1476,A052815,A019158,2021JJ00,462.0
1477,A052815,A019158,2022JJ00,488.0
1478,A052815,A019158,2023JJ00,492.0
1479,A052815,A019158,2024JJ00,487.0
1480,A052815,A019161,2021JJ00,0.0
1481,A052815,A019161,2022JJ00,0.0
1482,A052815,A019161,2023JJ00,0.0
1483,A052815,A019161,2024JJ00,0.0
1484,A052815,A019162,2021JJ00,0.0
1485,A052815,A019162,2022JJ00,0.0
1486,A052815,A019162,2023JJ00,0.0
1487,A052815,A019162,2024JJ00,0.0
1488,A052815,A019163,2021JJ00,0.0
1489,A052815,A019163,2022JJ00,0.0
1490,A052815,A019163,2023JJ00,0.0
1491,A052815,A019163,2024JJ00,0.0
1492,A052815,A019164,2021JJ00,0.0
1493,A052815,A019164,2022JJ00,0.0
1494,A052815,A019164,2023JJ00,0.0
1495,A052815,A019164,2024JJ00,0.0
1496,A052815,A019165,2021JJ00,0.0
1497,A052815,A019165,2022JJ00,0.0
1498,A052815,A019165,2023JJ00,0.0
1499,A052815,A019165,2024JJ00,0.0
1500,A052816,A019149,2021JJ00,0.0
1501,A052816,A019149,2022JJ00,0.0
1502,A052816,A019149,2023JJ00,0.0
1503,A052816,A019149,2024JJ00,0.0
1504,A052816,A019150,2021JJ00,0.0
1505,A052816,A019150,2022JJ00,0.0
1506,A052816,A019150,2023JJ00,0.0
1507,A052816,A019150,2024JJ00,0.0
1508,A052816,A019151,2021JJ00,0.0
1509,A052816,A019151,2022JJ00,0.0
1510,A052816,A019151,2023JJ00,0.0
1511,A052816,A019151,2024JJ00,0.0
1512,A052816,A019152,2021JJ00,0.0
1513,A052816,A019152,2022JJ00,0.0
1514,A052816,A019152,2023JJ00,0.0
1515,A052816,A019152,2024JJ00,0.0
1516,A052816,A019154,2021JJ00,0.0
1517,A052816,A019154,2022JJ00,0.0
1518,A052816,A019154,2023JJ00,0.0
1519,A052816,A019154,2024JJ00,0.0
1520,A052816,A019155,2021JJ00,
1521,A052816,A019155,2022JJ00,
1522,A052816,A019155,2023JJ00,
1523,A052816,A019155,2024JJ00,
1524,A052816,A019156,2021JJ00,0.0
1525,A052816,A019156,2022JJ00,0.0
1526,A052816,A019156,2023JJ00,0.0
1527,A052816,A019156,2024JJ00,0.0
1528,A052816,A041720,2021JJ00,0.0
1529,A052816,A041720,2022JJ00,0.0
1530,A052816,A041720,2023JJ00,0.0
1531,A052816,A041720,2024JJ00,0.0
1532,A052816,A019157,2021JJ00,0.0
1533,A052816,A019157,2022JJ00,0.0
1534,A052816,A019157,2023JJ00,0.0
1535,A052816,A019157,2024JJ00,0.0
1536,A052816,A019158,2021JJ00,0.0
1537,A052816,A019158,2022JJ00,0.0
1538,A052816,A019158,2023JJ00,0.0
1539,A052816,A019158,2024JJ00,0.0
1540,A052816,A019161,2021JJ00,0.0
1541,A052816,A019161,2022JJ00,0.0
1542,A052816,A019161,2023JJ00,0.0
1543,A052816,A019161,2024JJ00,0.0
1544,A052816,A019162,2021JJ00,0.0
1545,A052816,A019162,2022JJ00,0.0
1546,A052816,A019162,2023JJ00,0.0
1547,A052816,A019162,2024JJ00,0.0
1548,A052816,A019163,2021JJ00,0.0
1549,A052816,A019163,2022JJ00,0.0
1550,A052816,A019163,2023JJ00,0.0
1551,A052816,A019163,2024JJ00,0.0
1552,A052816,A019164,2021JJ00,0.0
1553,A052816,A019164,2022JJ00,0.0
1554,A052816,A019164,2023JJ00,0.0
1555,A052816,A019164,2024JJ00,0.0
1556,A052816,A019165,2021JJ00,0.0
1557,A052816,A019165,2022JJ00,0.0
1558,A052816,A019165,2023JJ00,0.0
1559,A052816,A019165,2024JJ00,0.0
1560,A052817,A019149,2021JJ00,2765.0
1561,A052817,A019149,2022JJ00,2731.0
1562,A052817,A019149,2023JJ00,2661.0
1563,A052817,A019149,2024JJ00,2861.0
1564,A052817,A019150,2021JJ00,1679.0
1565,A052817,A019150,2022JJ00,1573.0
1566,A052817,A019150,2023JJ00,1402.0
1567,A052817,A019150,2024JJ00,1512.0
1568,A052817,A019151,2021JJ00,789.0
1569,A052817,A019151,2022JJ00,674.0
1570,A052817,A019151,2023JJ00,427.0
1571,A052817,A019151,2024JJ00,482.0
1572,A052817,A019152,2021JJ00,890.0
1573,A052817,A019152,2022JJ00,899.0
1574,A052817,A019152,2023JJ00,975.0
1575,A052817,A019152,2024JJ00,1030.0
1576,A052817,A019154,2021JJ00,293.0
1577,A052817,A019154,2022JJ00,332.0
1578,A052817,A019154,2023JJ00,378.0
1579,A052817,A019154,2024JJ00,413.0
1580,A052817,A019155,2021JJ00,
1581,A052817,A019155,2022JJ00,
1582,A052817,A019155,2023JJ00,
1583,A052817,A019155,2024JJ00,
1584,A052817,A019156,2021JJ00,597.0
1585,A052817,A019156,2022JJ00,567.0
1586,A052817,A019156,2023JJ00,597.0
1587,A052817,A019156,2024JJ00,617.0
1588,A052817,A041720,2021JJ00,1086.0
1589,A052817,A041720,2022JJ00,1158.0
1590,A052817,A041720,2023JJ00,1259.0
1591,A052817,A041720,2024JJ00,1349.0
1592,A052817,A019157,2021JJ00,284.0
1593,A052817,A019157,2022JJ00,289.0
1594,A052817,A019157,2023JJ00,319.0
1595,A052817,A019157,2024JJ00,344.0
1596,A052817,A019158,2021JJ00,71.0
1597,A052817,A019158,2022JJ00,65.0
1598,A052817,A019158,2023JJ00,67.0
1599,A052817,A019158,2024JJ00,67.0
1600,A052817,A019161,2021JJ00,0.0
1601,A052817,A019161,2022JJ00,0.0
1602,A052817,A019161,2023JJ00,0.0
1603,A052817,A019161,2024JJ00,0.0
1604,A052817,A019162,2021JJ00,213.0
1605,A052817,A019162,2022JJ00,224.0
1606,A052817,A019162,2023JJ00,252.0
1607,A052817,A019162,2024JJ00,277.0
1608,A052817,A019163,2021JJ00,802.0
1609,A052817,A019163,2022JJ00,869.0
1610,A052817,A019163,2023JJ00,940.0
1611,A052817,A019163,2024JJ00,1005.0
1612,A052817,A019164,2021JJ00,774.0
1613,A052817,A019164,2022JJ00,841.0
1614,A052817,A019164,2023JJ00,910.0
1615,A052817,A019164,2024JJ00,975.0
1616,A052817,A019165,2021JJ00,28.0
1617,A052817,A019165,2022JJ00,28.0
1618,A052817,A019165,2023JJ00,31.0
1619,A052817,A019165,2024JJ00,31.0
1620,A052818,A019149,2021JJ00,157.0
1621,A052818,A019149,2022JJ00,139.0
1622,A052818,A019149,2023JJ00,129.0
1623,A052818,A019149,2024JJ00,132.0
1624,A052818,A019150,2021JJ00,157.0
1625,A052818,A019150,2022JJ00,139.0
1626,A052818,A019150,2023JJ00,129.0
1627,A052818,A019150,2024JJ00,132.0
1628,A052818,A019151,2021JJ00,0.0
1629,A052818,A019151,2022JJ00,0.0
1630,A052818,A019151,2023JJ00,0.0
1631,A052818,A019151,2024JJ00,0.0
1632,A052818,A019152,2021JJ00,157.0
1633,A052818,A019152,2022JJ00,139.0
1634,A052818,A019152,2023JJ00,129.0
1635,A052818,A019152,2024JJ00,132.0
1636,A052818,A019154,2021JJ00,0.0
1637,A052818,A019154,2022JJ00,0.0
1638,A052818,A019154,2023JJ00,0.0
1639,A052818,A019154,2024JJ00,0.0
1640,A052818,A019155,2021JJ00,
1641,A052818,A019155,2022JJ00,
1642,A052818,A019155,2023JJ00,
1643,A052818,A019155,2024JJ00,
1644,A052818,A019156,2021JJ00,157.0
1645,A052818,A019156,2022JJ00,139.0
1646,A052818,A019156,2023JJ00,129.0
1647,A052818,A019156,2024JJ00,132.0
1648,A052818,A041720,2021JJ00,0.0
1649,A052818,A041720,2022JJ00,0.0
1650,A052818,A041720,2023JJ00,0.0
1651,A052818,A041720,2024JJ00,0.0
1652,A052818,A019157,2021JJ00,0.0
1653,A052818,A019157,2022JJ00,0.0
1654,A052818,A019157,2023JJ00,0.0
1655,A052818,A019157,2024JJ00,0.0
1656,A052818,A019158,2021JJ00,0.0
1657,A052818,A019158,2022JJ00,0.0
1658,A052818,A019158,2023JJ00,0.0
1659,A052818,A019158,2024JJ00,0.0
1660,A052818,A019161,2021JJ00,0.0
1661,A052818,A019161,2022JJ00,0.0
1662,A052818,A019161,2023JJ00,0.0
1663,A052818,A019161,2024JJ00,0.0
1664,A052818,A019162,2021JJ00,0.0
1665,A052818,A019162,2022JJ00,0.0
1666,A052818,A019162,2023JJ00,0.0
1667,A052818,A019162,2024JJ00,0.0
1668,A052818,A019163,2021JJ00,0.0
1669,A052818,A019163,2022JJ00,0.0
1670,A052818,A019163,2023JJ00,0.0
1671,A052818,A019163,2024JJ00,0.0
1672,A052818,A019164,2021JJ00,0.0
1673,A052818,A019164,2022JJ00,0.0
1674,A052818,A019164,2023JJ00,0.0
1675,A052818,A019164,2024JJ00,0.0
1676,A052818,A019165,2021JJ00,0.0
1677,A052818,A019165,2022JJ00,0.0
1678,A052818,A019165,2023JJ00,0.0
1679,A052818,A019165,2024JJ00,0.0
1680,A052819,A019149,2021JJ00,2608.0
1681,A052819,A019149,2022JJ00,2592.0
1682,A052819,A019149,2023JJ00,2532.0
1683,A052819,A019149,2024JJ00,2729.0
1684,A052819,A019150,2021JJ00,1522.0
1685,A052819,A019150,2022JJ00,1434.0
1686,A052819,A019150,2023JJ00,1273.0
1687,A052819,A019150,2024JJ00,1380.0
1688,A052819,A019151,2021JJ00,789.0
1689,A052819,A019151,2022JJ00,674.0
1690,A052819,A019151,2023JJ00,427.0
1691,A052819,A019151,2024JJ00,482.0
1692,A052819,A019152,2021JJ00,733.0
1693,A052819,A019152,2022JJ00,760.0
1694,A052819,A019152,2023JJ00,846.0
1695,A052819,A019152,2024JJ00,897.0
1696,A052819,A019154,2021JJ00,293.0
1697,A052819,A019154,2022JJ00,332.0
1698,A052819,A019154,2023JJ00,378.0
1699,A052819,A019154,2024JJ00,413.0
1700,A052819,A019155,2021JJ00,
1701,A052819,A019155,2022JJ00,
1702,A052819,A019155,2023JJ00,
1703,A052819,A019155,2024JJ00,
1704,A052819,A019156,2021JJ00,439.0
1705,A052819,A019156,2022JJ00,428.0
1706,A052819,A019156,2023JJ00,468.0
1707,A052819,A019156,2024JJ00,484.0
1708,A052819,A041720,2021JJ00,1086.0
1709,A052819,A041720,2022JJ00,1158.0
1710,A052819,A041720,2023JJ00,1259.0
1711,A052819,A041720,2024JJ00,1349.0
1712,A052819,A019157,2021JJ00,284.0
1713,A052819,A019157,2022JJ00,289.0
1714,A052819,A019157,2023JJ00,319.0
1715,A052819,A019157,2024JJ00,344.0
1716,A052819,A019158,2021JJ00,71.0
1717,A052819,A019158,2022JJ00,65.0
1718,A052819,A019158,2023JJ00,67.0
1719,A052819,A019158,2024JJ00,67.0
1720,A052819,A019161,2021JJ00,0.0
1721,A052819,A019161,2022JJ00,0.0
1722,A052819,A019161,2023JJ00,0.0
1723,A052819,A019161,2024JJ00,0.0
1724,A052819,A019162,2021JJ00,213.0
1725,A052819,A019162,2022JJ00,224.0
1726,A052819,A019162,2023JJ00,252.0
1727,A052819,A019162,2024JJ00,277.0
1728,A052819,A019163,2021JJ00,802.0
1729,A052819,A019163,2022JJ00,869.0
1730,A052819,A019163,2023JJ00,940.0
1731,A052819,A019163,2024JJ00,1005.0
1732,A052819,A019164,2021JJ00,774.0
1733,A052819,A019164,2022JJ00,841.0
1734,A052819,A019164,2023JJ00,910.0
1735,A052819,A019164,2024JJ00,975.0
1736,A052819,A019165,2021JJ00,28.0
1737,A052819,A019165,2022JJ00,28.0
1738,A052819,A019165,2023JJ00,31.0
1739,A052819,A019165,2024JJ00,31.0
1740,A052820,A019149,2021JJ00,597.0
1741,A052820,A019149,2022JJ00,645.0
1742,A052820,A019149,2023JJ00,608.0
1743,A052820,A019149,2024JJ00,612.0
1744,A052820,A019150,2021JJ00,421.0
1745,A052820,A019150,2022JJ00,405.0
1746,A052820,A019150,2023JJ00,367.0
1747,A052820,A019150,2024JJ00,368.0
1748,A052820,A019151,2021JJ00,231.0
1749,A052820,A019151,2022JJ00,74.0
1750,A052820,A019151,2023JJ00,0.0
1751,A052820,A019151,2024JJ00,0.0
1752,A052820,A019152,2021JJ00,190.0
1753,A052820,A019152,2022JJ00,331.0
1754,A052820,A019152,2023JJ00,367.0
1755,A052820,A019152,2024JJ00,368.0
1756,A052820,A019154,2021JJ00,3.0
1757,A052820,A019154,2022JJ00,3.0
1758,A052820,A019154,2023JJ00,3.0
1759,A052820,A019154,2024JJ00,3.0
1760,A052820,A019155,2021JJ00,
1761,A052820,A019155,2022JJ00,
1762,A052820,A019155,2023JJ00,
1763,A052820,A019155,2024JJ00,
1764,A052820,A019156,2021JJ00,186.0
1765,A052820,A019156,2022JJ00,327.0
1766,A052820,A019156,2023JJ00,365.0
1767,A052820,A019156,2024JJ00,366.0
1768,A052820,A041720,2021JJ00,176.0
1769,A052820,A041720,2022JJ00,241.0
1770,A052820,A041720,2023JJ00,240.0
1771,A052820,A041720,2024JJ00,244.0
1772,A052820,A019157,2021JJ00,28.0
1773,A052820,A019157,2022JJ00,48.0
1774,A052820,A019157,2023JJ00,65.0
1775,A052820,A019157,2024JJ00,68.0
1776,A052820,A019158,2021JJ00,28.0
1777,A052820,A019158,2022JJ00,48.0
1778,A052820,A019158,2023JJ00,65.0
1779,A052820,A019158,2024JJ00,68.0
1780,A052820,A019161,2021JJ00,0.0
1781,A052820,A019161,2022JJ00,0.0
1782,A052820,A019161,2023JJ00,0.0
1783,A052820,A019161,2024JJ00,0.0
1784,A052820,A019162,2021JJ00,0.0
1785,A052820,A019162,2022JJ00,0.0
1786,A052820,A019162,2023JJ00,0.0
1787,A052820,A019162,2024JJ00,0.0
1788,A052820,A019163,2021JJ00,148.0
1789,A052820,A019163,2022JJ00,192.0
1790,A052820,A019163,2023JJ00,175.0
1791,A052820,A019163,2024JJ00,176.0
1792,A052820,A019164,2021JJ00,109.0
1793,A052820,A019164,2022JJ00,150.0
1794,A052820,A019164,2023JJ00,150.0
1795,A052820,A019164,2024JJ00,150.0
1796,A052820,A019165,2021JJ00,39.0
1797,A052820,A019165,2022JJ00,42.0
1798,A052820,A019165,2023JJ00,25.0
1799,A052820,A019165,2024JJ00,26.0
