ID,CharacteristicsOfHouseholds,Periods,GrossOperatingSurplus_1,GrossMixedIncome_2,CompensationOfEmployees_3,GrossDisposableIncome_4,SocialTransfersInKind_5,GrossAdjustedDisposableIncome_6,FinalConsumptionExpenditure_7,ActualIndividualConsumption_8,NetWorth_9,Total_10,PensionEntitlementsAndClaims_11,OtherAssets_12,Total_13,HomeMortgagesClosingBalance_14,OtherLiabilities_15,Total_16,DwellingsAndLandUnderlyingDwellings_17,OtherNonFinancialAssets_18,GrossOperatingSurplus_19,GrossMixedIncome_20,CompensationOfEmployees_21,GrossDisposableIncome_22,SocialTransfersInKind_23,GrossAdjustedDisposableIncome_24,FinalConsumptionExpenditure_25,ActualIndividualConsumption_26,NetWorth_27,Total_28,PensionEntitlementsAndClaims_29,OtherAssets_30,Total_31,HomeMortgagesClosingBalance_32,OtherLiabilities_33,Total_34,DwellingsAndLandUnderlyingDwellings_35,OtherNonFinancialAssets_36,GrossOperatingSurplus_37,GrossMixedIncome_38,CompensationOfEmployees_39,GrossDisposableIncome_40,SocialTransfersInKind_41,GrossAdjustedDisposableIncome_42,FinalConsumptionExpenditure_43,ActualIndividualConsumption_44,NetWorth_45,Total_46,PensionEntitlementsAndClaims_47,OtherAssets_48,Total_49,HomeMortgagesClosingBalance_50,OtherLiabilities_51,Total_52,DwellingsAndLandUnderlyingDwellings_53,OtherNonFinancialAssets_54,SavingsRatioAdjustedDisposableIncome_55
110,1050220,2005JJ00,321,2860,10814,13989,7040,21029,,,104013,70491,33619,36872,26006,20269,5736,59527,48531,10996,0.8,7.1,26.7,34.5,17.4,51.9,,,256.8,174.1,83.0,91.0,64.2,50.0,14.2,147.0,119.8,27.2,0.5,4.8,18.1,23.5,11.8,35.3,,,174.4,118.2,56.4,61.8,43.6,34.0,9.6,99.8,81.4,18.4,
111,1050220,2006JJ00,461,2560,11390,14589,7962,22550,,,109277,72718,33923,38796,25704,20069,5635,62263,51957,10306,1.1,6.3,28.0,35.9,19.6,55.4,,,268.6,178.7,83.4,95.4,63.2,49.3,13.8,153.0,127.7,25.3,0.8,4.3,19.0,24.3,13.2,37.5,,,181.8,121.0,56.5,64.6,42.8,33.4,9.4,103.6,86.5,17.2,
112,1050220,2007JJ00,623,2734,12123,15131,8317,23448,,,111789,73062,33121,39941,28368,22459,5909,67095,56660,10435,1.5,6.7,29.7,37.1,20.4,57.5,,,274.2,179.2,81.2,98.0,69.6,55.1,14.5,164.6,139.0,25.6,1.0,4.5,20.1,25.1,13.8,39.0,,,185.7,121.4,55.0,66.3,47.1,37.3,9.8,111.5,94.1,17.3,
113,1050220,2008JJ00,653,2737,12545,15828,8611,24440,,,122876,83182,39605,43577,31362,23511,7851,71056,59790,11266,1.6,6.7,30.7,38.8,21.1,59.9,,,301.0,203.8,97.0,106.8,76.8,57.6,19.2,174.1,146.5,27.6,1.1,4.6,20.9,26.4,14.4,40.7,,,204.8,138.6,66.0,72.6,52.3,39.2,13.1,118.4,99.6,18.8,
114,1050220,2009JJ00,240,2624,12977,16009,9282,25291,,,123890,85422,40506,44916,30819,23379,7440,69287,59268,10019,0.6,6.3,31.1,38.3,22.2,60.6,,,296.7,204.6,97.0,107.6,73.8,56.0,17.8,165.9,142.0,24.0,0.4,4.3,21.1,26.1,15.1,41.2,,,201.8,139.1,66.0,73.2,50.2,38.1,12.1,112.8,96.5,16.3,
115,1050220,2010JJ00,121,2085,8028,11941,7596,19537,,,99759,65063,32412,32650,21559,14956,6603,56256,43927,12329,0.4,6.1,23.5,35.0,22.3,57.2,,,292.2,190.6,94.9,95.6,63.2,43.8,19.3,164.8,128.7,36.1,0.3,4.4,17.1,25.5,16.2,41.7,,,212.7,138.7,69.1,69.6,46.0,31.9,14.1,119.9,93.7,26.3,
116,1050220,2011JJ00,155,1987,7988,11744,7532,19275,,,101033,70612,38528,32084,20718,14670,6048,51139,39177,11963,0.5,5.9,23.7,34.8,22.3,57.2,,,299.7,209.4,114.3,95.2,61.4,43.5,17.9,151.7,116.2,35.5,0.3,4.3,17.2,25.4,16.3,41.6,,,218.2,152.5,83.2,69.3,44.7,31.7,13.1,110.4,84.6,25.8,
117,1050220,2012JJ00,55,2042,8009,11779,7700,19480,,,103167,74173,39496,34677,19704,14725,4979,48697,36638,12059,0.2,6.1,24.1,35.4,23.1,58.5,,,309.9,222.8,118.6,104.2,59.2,44.2,15.0,146.3,110.1,36.2,0.1,4.5,17.5,25.7,16.8,42.6,,,225.4,162.1,86.3,75.8,43.1,32.2,10.9,106.4,80.0,26.3,
118,1050220,2013JJ00,85,1989,7558,11897,8386,20283,,,101074,75050,41422,33627,18241,12944,5297,44265,32372,11893,0.2,5.5,20.9,32.9,23.2,56.1,,,279.7,207.7,114.6,93.0,50.5,35.8,14.7,122.5,89.6,32.9,0.2,4.1,15.7,24.8,17.5,42.2,,,210.4,156.2,86.2,70.0,38.0,26.9,11.0,92.1,67.4,24.8,
119,1050220,2014JJ00,62,1970,8081,11930,8214,20145,,,105668,86614,49769,36846,21119,14964,6155,40173,29683,10490,0.2,5.5,22.6,33.3,22.9,56.3,,,295.1,241.9,139.0,102.9,59.0,41.8,17.2,112.2,82.9,29.3,0.1,4.1,16.8,24.8,17.1,41.9,,,220.0,180.3,103.6,76.7,44.0,31.2,12.8,83.6,61.8,21.8,
120,1013600,2005JJ00,1391,40897,20960,57656,9772,67428,33578.0,43350.0,568379,314965,80288,234677,123268,78930,44338,376681,235986,140695,1.8,53.6,27.5,75.5,12.8,88.3,44.0,56.8,744.4,412.5,105.2,307.3,161.4,103.4,58.1,493.3,309.1,184.3,1.2,34.1,17.5,48.0,8.1,56.2,28.0,36.1,473.4,262.3,66.9,195.4,102.7,65.7,36.9,313.7,196.5,117.2,38.0
121,1013600,2006JJ00,2086,43018,22289,61404,11252,72656,34899.0,46151.0,591305,318229,81780,236449,130968,91082,39885,404044,254156,149888,2.7,56.1,29.1,80.0,14.7,94.7,45.5,60.2,770.7,414.8,106.6,308.2,170.7,118.7,52.0,526.6,331.3,195.4,1.7,35.6,18.5,50.8,9.3,60.1,28.9,38.2,489.5,263.4,67.7,195.7,108.4,75.4,33.0,334.5,210.4,124.1,38.0
122,1013600,2007JJ00,3093,44389,26047,66982,12544,79526,39528.0,52072.0,717085,406428,88181,318247,155958,101826,54132,466616,305228,161388,3.8,54.4,31.9,82.1,15.4,97.5,48.5,63.8,879.2,498.3,108.1,390.2,191.2,124.8,66.4,572.1,374.2,197.9,2.4,34.6,20.3,52.2,9.8,62.0,30.8,40.6,558.8,316.7,68.7,248.0,121.5,79.3,42.2,363.6,237.8,125.8,36.3
123,1013600,2008JJ00,3195,45237,27852,69531,14130,83661,41289.0,55420.0,704247,377615,108693,268922,166136,113877,52259,492768,315755,177012,3.7,52.5,32.3,80.7,16.4,97.1,47.9,64.3,817.4,438.3,126.2,312.1,192.8,132.2,60.7,572.0,366.5,205.5,2.4,33.5,20.6,51.5,10.5,62.0,30.6,41.0,521.5,279.6,80.5,199.1,123.0,84.3,38.7,364.9,233.8,131.1,36.1
124,1013600,2009JJ00,1048,44775,25535,64885,14558,79443,36546.0,51103.0,666073,354259,101174,253084,163605,111563,52042,475419,295866,179553,1.3,53.7,30.6,77.7,17.4,95.2,43.8,61.2,798.1,424.5,121.2,303.3,196.0,133.7,62.4,569.7,354.5,215.1,0.8,34.2,19.5,49.5,11.1,60.7,27.9,39.0,508.6,270.5,77.2,193.2,124.9,85.2,39.7,363.0,225.9,137.1,38.2
125,1013600,2010JJ00,684,44582,27367,66619,15328,81946,41443.0,56770.0,695429,388009,116449,271560,176452,119339,57113,483871,303868,180003,0.8,51.5,31.6,77.0,17.7,94.7,47.9,65.6,803.9,448.5,134.6,313.9,204.0,137.9,66.0,559.3,351.2,208.1,0.5,32.8,20.1,49.0,11.3,60.3,30.5,41.8,512.0,285.7,85.7,199.9,129.9,87.9,42.0,356.2,223.7,132.5,33.0
126,1013600,2011JJ00,1016,46286,29591,68545,15646,84191,43106.0,58753.0,686293,382095,131213,250882,175400,124689,50711,479598,296767,182831,1.1,52.2,33.4,77.3,17.6,95.0,48.6,66.3,774.0,430.9,148.0,283.0,197.8,140.6,57.2,540.9,334.7,206.2,0.7,33.2,21.2,49.1,11.2,60.3,30.9,42.1,491.7,273.8,94.0,179.7,125.7,89.3,36.3,343.6,212.6,131.0,32.9
127,1013600,2012JJ00,329,46403,30964,69276,16320,85596,43785.0,60106.0,684623,394205,149163,245041,183543,128384,55159,473961,285253,188708,0.4,50.5,33.7,75.4,17.8,93.2,47.7,65.4,745.2,429.1,162.4,266.7,199.8,139.7,60.0,515.9,310.5,205.4,0.2,32.2,21.5,48.1,11.3,59.4,30.4,41.7,475.2,273.6,103.5,170.1,127.4,89.1,38.3,329.0,198.0,131.0,32.9
128,1013600,2013JJ00,596,47279,31251,67964,15529,83492,42742.0,58271.0,644962,375384,146023,229361,179727,125361,54366,449305,259857,189448,0.6,51.0,33.7,73.3,16.8,90.1,46.1,62.9,695.8,404.9,157.5,247.4,193.9,135.2,58.6,484.7,280.3,204.4,0.4,32.6,21.6,46.9,10.7,57.6,29.5,40.2,445.2,259.1,100.8,158.3,124.1,86.5,37.5,310.1,179.4,130.8,33.5
129,1013600,2014JJ00,987,49374,33856,70431,16036,86467,44527.0,60562.0,698313,422027,182655,239372,197204,132587,64617,473490,281381,192109,1.0,51.4,35.2,73.3,16.7,90.0,46.4,63.1,727.0,439.4,190.2,249.2,205.3,138.0,67.3,493.0,292.9,200.0,0.7,32.9,22.6,46.9,10.7,57.6,29.7,40.3,465.3,281.2,121.7,159.5,131.4,88.3,43.1,315.5,187.5,128.0,33.1
130,1013400,2005JJ00,4827,5075,236712,143874,42678,186552,149083.0,191762.0,921602,639827,271692,368136,452146,385831,66314,733921,729761,4159,1.3,1.3,61.4,37.3,11.1,48.4,38.6,49.7,238.9,165.9,70.4,95.4,117.2,100.0,17.2,190.3,189.2,1.1,0.8,0.9,41.2,25.1,7.4,32.5,26.0,33.4,160.5,111.4,47.3,64.1,78.7,67.2,11.5,127.8,127.1,0.7,13.1
131,1013400,2006JJ00,7167,5284,244439,147692,49089,196780,154461.0,203549.0,956316,656984,268839,388145,476469,406754,69715,775801,775818,-17,1.8,1.4,62.6,37.8,12.6,50.4,39.6,52.2,245.0,168.3,68.9,99.4,122.1,104.2,17.9,198.8,198.8,0.0,1.2,0.9,42.2,25.5,8.5,34.0,26.7,35.1,165.0,113.4,46.4,67.0,82.2,70.2,12.0,133.9,133.9,0.0,10.7
132,1013400,2007JJ00,9279,5224,254863,151325,51703,203028,162226.0,213929.0,904910,602898,268780,334118,492579,431777,60802,794591,794787,-195,2.4,1.3,64.6,38.4,13.1,51.5,41.1,54.2,229.3,152.8,68.1,84.7,124.8,109.4,15.4,201.4,201.4,0.0,1.6,0.9,43.7,26.0,8.9,34.8,27.8,36.7,155.2,103.4,46.1,57.3,84.5,74.1,10.4,136.3,136.3,0.0,9.3
133,1013400,2008JJ00,9690,5363,268042,155864,55902,211766,165656.0,221558.0,1008629,693394,317425,375969,521583,447950,73633,836818,836883,-64,2.4,1.3,67.0,39.0,14.0,53.0,41.4,55.4,252.3,173.4,79.4,94.0,130.5,112.1,18.4,209.3,209.3,0.0,1.6,0.9,45.6,26.5,9.5,36.0,28.2,37.7,171.6,118.0,54.0,64.0,88.7,76.2,12.5,142.4,142.4,0.0,10.5
134,1013400,2009JJ00,2992,5438,274289,162090,59423,221513,159301.0,218724.0,994718,722561,340455,382107,544711,467424,77287,816868,816868,0,0.7,1.4,68.7,40.6,14.9,55.5,39.9,54.8,249.1,180.9,85.2,95.7,136.4,117.0,19.4,204.5,204.5,0.0,0.5,0.9,46.6,27.6,10.1,37.7,27.1,37.2,169.1,122.8,57.9,65.0,92.6,79.5,13.1,138.9,138.9,0.0,15.8
135,1013400,2010JJ00,1646,5294,272052,160257,59865,220122,157673.0,217538.0,972050,736579,369380,367199,545317,470279,75038,780788,780788,0,0.4,1.3,68.9,40.6,15.2,55.7,39.9,55.1,246.1,186.5,93.5,93.0,138.0,119.0,19.0,197.6,197.6,0.0,0.3,0.9,46.8,27.6,10.3,37.9,27.1,37.4,167.2,126.7,63.6,63.2,93.8,80.9,12.9,134.3,134.3,0.0,14.7
136,1013400,2011JJ00,2628,5280,277071,161987,59173,221159,159739.0,218911.0,985057,763941,409260,354681,535697,473644,62053,756812,756812,0,0.7,1.3,70.3,41.1,15.0,56.1,40.5,55.5,249.8,193.8,103.8,90.0,135.9,120.1,15.7,192.0,192.0,0.0,0.5,0.9,47.9,28.0,10.2,38.2,27.6,37.9,170.4,132.1,70.8,61.3,92.6,81.9,10.7,130.9,130.9,0.0,15.0
137,1013400,2012JJ00,581,4853,280501,161162,59327,220489,157449.0,216775.0,926730,769916,432319,337597,537544,469903,67642,694359,694359,0,0.1,1.2,71.2,40.9,15.1,56.0,40.0,55.1,235.4,195.6,109.8,85.7,136.5,119.4,17.2,176.4,176.4,0.0,0.1,0.8,48.7,28.0,10.3,38.3,27.3,37.7,161.0,133.7,75.1,58.6,93.4,81.6,11.7,120.6,120.6,0.0,16.5
138,1013400,2013JJ00,1428,4941,281857,163715,54748,218462,157913.0,212660.0,887841,765445,413616,351828,525359,452662,72697,647755,647755,0,0.4,1.3,72.6,42.2,14.1,56.3,40.7,54.8,228.7,197.2,106.5,90.6,135.3,116.6,18.7,166.8,166.8,0.0,0.3,0.9,49.6,28.8,9.6,38.5,27.8,37.4,156.3,134.7,72.8,61.9,92.5,79.7,12.8,114.0,114.0,0.0,18.0
139,1013400,2014JJ00,2599,4864,282237,167074,54178,221252,157495.0,211673.0,959887,821127,495708,325418,512648,439216,73432,651408,651095,313,0.7,1.3,73.2,43.3,14.1,57.4,40.9,54.9,249.1,213.0,128.6,84.4,133.0,114.0,19.1,169.0,168.9,0.1,0.5,0.9,50.2,29.7,9.6,39.3,28.0,37.6,170.7,146.0,88.1,57.9,91.2,78.1,13.1,115.8,115.8,0.1,18.7
140,1013850,2005JJ00,1557,1192,2629,43325,21389,64714,51271.0,72660.0,557102,372504,210083,162421,54859,34883,19976,239457,238726,731,0.9,0.7,1.4,23.7,11.7,35.4,28.1,39.8,305.1,204.0,115.1,89.0,30.0,19.1,10.9,131.1,130.7,0.4,0.7,0.5,1.2,20.0,9.9,29.8,23.6,33.5,256.9,171.8,96.9,74.9,25.3,16.1,9.2,110.4,110.1,0.3,-48.5
141,1013850,2006JJ00,2426,1242,2805,47569,25346,72915,53682.0,79028.0,591545,384550,214217,170333,55265,38469,16797,262260,261639,621,1.3,0.7,1.5,25.6,13.6,39.2,28.9,42.5,318.0,206.7,115.2,91.6,29.7,20.7,9.0,141.0,140.7,0.3,1.1,0.6,1.3,21.5,11.5,33.0,24.3,35.8,267.7,174.0,97.0,77.1,25.0,17.4,7.6,118.7,118.4,0.3,-44.4
142,1013850,2007JJ00,3322,1212,2951,50272,25804,76076,54769.0,80574.0,583168,356348,197251,159098,55712,40351,15361,282533,282310,223,1.8,0.7,1.6,27.0,13.8,40.8,29.4,43.2,312.9,191.2,105.8,85.4,29.9,21.7,8.2,151.6,151.5,0.1,1.5,0.5,1.3,22.7,11.7,34.4,24.7,36.4,263.4,161.0,89.1,71.9,25.2,18.2,6.9,127.6,127.5,0.1,-42.6
143,1013850,2008JJ00,3513,1264,3289,52733,26789,79522,58205.0,84994.0,668588,429760,253240,176520,62925,44137,18788,301753,301510,244,1.9,0.7,1.8,28.1,14.3,42.4,31.0,45.3,356.4,229.1,135.0,94.1,33.5,23.5,10.0,160.8,160.7,0.1,1.6,0.6,1.5,23.7,12.0,35.7,26.1,38.1,300.1,192.9,113.7,79.2,28.2,19.8,8.4,135.4,135.3,0.1,-38.8
144,1013850,2009JJ00,1156,1298,3351,49781,29171,78952,58149.0,87319.0,683106,444445,257393,187051,71950,48324,23626,310612,310612,0,0.6,0.7,1.7,25.9,15.2,41.1,30.3,45.5,355.6,231.4,134.0,97.4,37.5,25.2,12.3,161.7,161.7,0.0,0.5,0.6,1.5,21.8,12.8,34.6,25.5,38.3,299.3,194.7,112.8,82.0,31.5,21.2,10.4,136.1,136.1,0.0,-44.7
145,1013850,2010JJ00,680,1272,3647,50300,30718,81018,57354.0,88072.0,738048,500315,300975,199341,78568,53080,25488,316301,316301,0,0.3,0.6,1.9,25.6,15.7,41.3,29.2,44.9,376.2,255.0,153.4,101.6,40.0,27.1,13.0,161.2,161.2,0.0,0.3,0.5,1.6,21.5,13.2,34.7,24.6,37.7,316.1,214.3,128.9,85.4,33.6,22.7,10.9,135.5,135.5,0.0,-43.9
146,1013850,2011JJ00,1105,1262,3604,53471,31742,85213,58955.0,90697.0,814128,584225,375757,208468,89602,55861,33741,319505,319505,0,0.6,0.6,1.8,26.9,16.0,42.9,29.7,45.6,409.6,293.9,189.0,104.9,45.1,28.1,17.0,160.7,160.7,0.0,0.5,0.5,1.5,22.6,13.4,36.0,24.9,38.4,344.4,247.1,158.9,88.2,37.9,23.6,14.3,135.1,135.1,0.0,-39.3
147,1013850,2012JJ00,255,1242,3510,55108,33446,88554,64267.0,97713.0,880604,657949,421746,236204,83789,58322,25468,306444,306444,0,0.1,0.6,1.7,27.3,16.6,43.9,31.9,48.5,437.0,326.5,209.3,117.2,41.6,28.9,12.6,152.1,152.1,0.0,0.1,0.5,1.5,23.0,14.0,36.9,26.8,40.8,367.3,274.4,175.9,98.5,34.9,24.3,10.6,127.8,127.8,0.0,-42.0
148,1013850,2013JJ00,657,1236,3570,55373,37497,92870,66947.0,104444.0,859416,647886,414102,233783,86415,59313,27102,297945,297945,0,0.3,0.6,1.8,27.2,18.4,45.5,32.8,51.2,421.4,317.7,203.1,114.6,42.4,29.1,13.3,146.1,146.1,0.0,0.3,0.5,1.5,22.8,15.5,38.3,27.6,43.1,354.3,267.1,170.7,96.4,35.6,24.5,11.2,122.8,122.8,0.0,-43.9
149,1013850,2014JJ00,1036,1265,3924,55921,38366,94287,67835.0,106201.0,984757,776624,505161,271464,86371,61460,24911,294503,294489,15,0.5,0.6,1.9,27.1,18.6,45.8,32.9,51.5,477.9,376.9,245.1,131.7,41.9,29.8,12.1,142.9,142.9,0.0,0.4,0.5,1.6,22.8,15.6,38.4,27.7,43.3,401.6,316.7,206.0,110.7,35.2,25.1,10.2,120.1,120.1,0.0,-42.2
150,1014050,2005JJ00,245,435,2525,21709,7962,29670,,,80626,57163,31865,25298,16329,11226,5103,39792,39563,229,0.3,0.5,2.9,24.6,9.0,33.6,,,91.3,64.8,36.1,28.7,18.5,12.7,5.8,45.1,44.8,0.3,0.2,0.4,2.3,19.6,7.2,26.8,,,73.0,51.7,28.8,22.9,14.8,10.2,4.6,36.0,35.8,0.2,
151,1014050,2006JJ00,347,402,2448,20533,8676,29209,,,74355,53051,27985,25066,16952,11836,5117,38256,38310,-54,0.4,0.5,2.9,24.3,10.3,34.5,,,87.9,62.7,33.1,29.6,20.1,14.0,6.1,45.2,45.3,-0.1,0.3,0.4,2.3,19.6,8.3,27.9,,,71.0,50.6,26.7,23.9,16.2,11.3,4.9,36.5,36.6,-0.1,
152,1014050,2007JJ00,419,357,2353,20434,8413,28847,,,66303,46385,26633,19752,16576,11012,5564,36494,36509,-15,0.5,0.4,2.9,25.6,10.5,36.1,,,83.1,58.1,33.4,24.7,20.8,13.8,7.0,45.7,45.7,0.0,0.4,0.4,2.4,20.9,8.6,29.5,,,67.8,47.5,27.2,20.2,17.0,11.3,5.7,37.3,37.4,0.0,
153,1014050,2008JJ00,363,332,2273,19957,8286,28243,,,63905,47528,29583,17944,15035,9161,5873,31412,31590,-177,0.5,0.4,3.0,26.6,11.1,37.7,,,85.3,63.5,39.5,24.0,20.1,12.2,7.8,41.9,42.2,-0.2,0.4,0.4,2.5,21.9,9.1,31.0,,,70.2,52.2,32.5,19.7,16.5,10.1,6.4,34.5,34.7,-0.2,
154,1014050,2009JJ00,95,345,2829,21512,9347,30858,,,63357,48619,31328,17291,16648,10733,5915,31387,31387,0,0.1,0.4,3.5,26.6,11.6,38.2,,,78.4,60.2,38.8,21.4,20.6,13.3,7.3,38.9,38.9,0.0,0.1,0.4,2.9,22.0,9.6,31.6,,,64.8,49.7,32.1,17.7,17.0,11.0,6.1,32.1,32.1,0.0,
155,1014050,2010JJ00,50,353,2972,22497,10260,32757,,,67426,54105,34317,19788,18905,12386,6519,32226,32226,0,0.1,0.4,3.5,26.4,12.0,38.5,,,79.2,63.5,40.3,23.2,22.2,14.5,7.7,37.8,37.8,0.0,0.0,0.3,2.9,21.8,9.9,31.7,,,65.2,52.3,33.2,19.1,18.3,12.0,6.3,31.2,31.2,0.0,
156,1014050,2011JJ00,97,357,3030,22670,10581,33251,,,70666,58678,38616,20062,18987,12259,6728,30974,30974,0,0.1,0.4,3.4,25.7,12.0,37.8,,,80.3,66.6,43.9,22.8,21.6,13.9,7.6,35.2,35.2,0.0,0.1,0.3,2.8,21.2,9.9,31.2,,,66.2,55.0,36.2,18.8,17.8,11.5,6.3,29.0,29.0,0.0,
157,1014050,2012JJ00,14,336,3054,22563,10821,33384,,,76549,66365,41028,25337,19596,13455,6141,29780,29780,0,0.0,0.4,3.4,25.4,12.2,37.6,,,86.3,74.8,46.3,28.6,22.1,15.2,6.9,33.6,33.6,0.0,0.0,0.3,2.8,20.9,10.0,30.9,,,70.9,61.5,38.0,23.5,18.2,12.5,5.7,27.6,27.6,0.0,
158,1014050,2013JJ00,59,367,3321,24520,11304,35824,,,81688,71853,43239,28614,22307,15137,7169,32141,32141,0,0.1,0.4,3.4,25.4,11.7,37.2,,,84.8,74.6,44.9,29.7,23.2,15.7,7.4,33.4,33.4,0.0,0.1,0.3,2.8,20.9,9.6,30.5,,,69.6,61.2,36.8,24.4,19.0,12.9,6.1,27.4,27.4,0.0,
159,1014050,2014JJ00,110,375,3268,24710,12009,36720,,,97027,87203,54157,33047,23186,16668,6518,33010,32993,17,0.1,0.4,3.3,24.7,12.0,36.7,,,97.1,87.2,54.2,33.1,23.2,16.7,6.5,33.0,33.0,0.0,0.1,0.3,2.7,20.3,9.9,30.1,,,79.7,71.6,44.5,27.1,19.0,13.7,5.4,27.1,27.1,0.0,
160,1012101,2005JJ00,949,5961,56017,41051,11651,52702,45341.0,56992.0,163597,127919,63871,64048,123259,111355,11904,158937,143499,15439,0.6,4.0,37.1,27.2,7.7,34.9,30.1,37.8,108.5,84.8,42.4,42.5,81.7,73.8,7.9,105.4,95.1,10.2,0.5,3.1,28.7,21.0,6.0,27.0,23.2,29.2,83.9,65.6,32.8,32.8,63.2,57.1,6.1,81.5,73.6,7.9,5.7
161,1012101,2006JJ00,1369,6142,56289,40653,13069,53723,46888.0,59957.0,154774,123516,62476,61040,130435,117045,13389,161692,149079,12613,0.9,4.1,37.9,27.4,8.8,36.2,31.6,40.4,104.3,83.2,42.1,41.1,87.9,78.9,9.0,108.9,100.4,8.5,0.7,3.2,29.5,21.3,6.8,28.1,24.5,31.4,81.0,64.6,32.7,31.9,68.2,61.2,7.0,84.6,78.0,6.6,1.3
162,1012101,2007JJ00,1788,5885,58182,40668,13889,54558,47054.0,60943.0,152099,120603,63186,57418,134149,121225,12924,165645,152854,12791,1.2,4.0,39.4,27.5,9.4,36.9,31.8,41.2,102.9,81.6,42.8,38.9,90.8,82.0,8.7,112.1,103.4,8.7,0.9,3.1,30.8,21.5,7.3,28.8,24.9,32.2,80.4,63.8,33.4,30.4,70.9,64.1,6.8,87.6,80.8,6.8,1.6
163,1012101,2008JJ00,1801,6375,60854,40729,15110,55839,48926.0,64036.0,160152,132282,72649,59633,140459,125108,15351,168329,154799,13530,1.2,4.3,40.9,27.4,10.2,37.6,32.9,43.1,107.8,89.0,48.9,40.1,94.5,84.2,10.3,113.3,104.2,9.1,0.9,3.4,32.1,21.5,8.0,29.4,25.8,33.7,84.4,69.7,38.3,31.4,74.0,65.9,8.1,88.7,81.5,7.1,-0.3
164,1012101,2009JJ00,486,6529,60242,44498,15986,60484,47147.0,63133.0,154370,136323,75340,60983,139835,123514,16321,157883,145002,12880,0.3,4.4,40.5,29.9,10.7,40.6,31.7,42.4,103.7,91.6,50.6,41.0,93.9,83.0,11.0,106.0,97.4,8.7,0.3,3.4,31.7,23.4,8.4,31.8,24.8,33.2,81.2,71.7,39.6,32.1,73.5,64.9,8.6,83.0,76.2,6.8,8.2
165,1012101,2010JJ00,225,6187,58506,43235,16434,59669,47096.0,63529.0,140169,130118,82595,47523,135431,119472,15958,145482,134201,11282,0.1,4.1,39.0,28.9,11.0,39.8,31.4,42.4,93.6,86.8,55.1,31.7,90.4,79.7,10.7,97.1,89.6,7.5,0.1,3.2,30.7,22.7,8.6,31.3,24.7,33.4,73.6,68.3,43.4,25.0,71.1,62.7,8.4,76.4,70.5,5.9,5.4
166,1012101,2011JJ00,419,6038,59113,43389,16223,59612,48299.0,64522.0,145035,137727,91402,46325,131934,116180,15754,139243,128728,10515,0.3,4.0,39.1,28.7,10.7,39.4,31.9,42.6,95.8,91.0,60.4,30.6,87.2,76.8,10.4,92.0,85.0,6.9,0.2,3.1,30.8,22.6,8.5,31.1,25.2,33.6,75.6,71.8,47.6,24.1,68.8,60.6,8.2,72.6,67.1,5.5,4.3
167,1012101,2012JJ00,65,5915,59476,43633,16588,60221,44376.0,60964.0,140036,144474,95954,48519,128665,110668,17997,124227,113875,10353,0.0,3.9,39.1,28.7,10.9,39.6,29.2,40.1,92.1,95.0,63.1,31.9,84.6,72.8,11.8,81.7,74.9,6.8,0.0,3.1,30.9,22.6,8.6,31.2,23.0,31.6,72.6,74.9,49.8,25.2,66.7,57.4,9.3,64.4,59.1,5.4,11.0
168,1012101,2013JJ00,214,5844,57956,46700,15496,62197,43362.0,58859.0,137325,141726,91929,49797,119444,100637,18807,115043,103951,11092,0.1,3.9,38.2,30.8,10.2,41.0,28.6,38.8,90.5,93.4,60.6,32.8,78.7,66.3,12.4,75.8,68.5,7.3,0.1,3.0,30.1,24.2,8.0,32.3,22.5,30.5,71.2,73.5,47.7,25.8,62.0,52.2,9.8,59.7,53.9,5.8,16.6
169,1012101,2014JJ00,454,6154,58024,46773,15709,62482,43939.0,59648.0,163299,163508,111408,52100,118465,96187,22278,118255,107343,10912,0.3,4.0,37.9,30.5,10.2,40.8,28.7,38.9,106.5,106.7,72.7,34.0,77.3,62.8,14.5,77.2,70.0,7.1,0.2,3.2,29.9,24.1,8.1,32.2,22.7,30.8,84.2,84.3,57.4,26.9,61.1,49.6,11.5,61.0,55.3,5.6,15.6
170,1012151,2005JJ00,2965,22240,120798,97564,32979,130543,91013.0,123991.0,580363,356536,122219,234317,285298,245578,39719,509125,450854,58271,1.3,9.8,53.4,43.1,14.6,57.7,40.2,54.8,256.4,157.5,54.0,103.5,126.0,108.5,17.5,224.9,199.2,25.7,0.8,6.2,33.5,27.0,9.1,36.2,25.2,34.4,160.9,98.8,33.9,64.9,79.1,68.1,11.0,141.1,125.0,16.2,16.3
