ID,CharacteristicsOfHouseholds,Periods,GrossOperatingSurplus_1,GrossMixedIncome_2,CompensationOfEmployees_3,GrossDisposableIncome_4,SocialTransfersInKind_5,GrossAdjustedDisposableIncome_6,FinalConsumptionExpenditure_7,ActualIndividualConsumption_8,NetWorth_9,Total_10,PensionEntitlementsAndClaims_11,OtherAssets_12,Total_13,HomeMortgagesClosingBalance_14,OtherLiabilities_15,Total_16,DwellingsAndLandUnderlyingDwellings_17,OtherNonFinancialAssets_18,GrossOperatingSurplus_19,GrossMixedIncome_20,CompensationOfEmployees_21,GrossDisposableIncome_22,SocialTransfersInKind_23,GrossAdjustedDisposableIncome_24,FinalConsumptionExpenditure_25,ActualIndividualConsumption_26,NetWorth_27,Total_28,PensionEntitlementsAndClaims_29,OtherAssets_30,Total_31,HomeMortgagesClosingBalance_32,OtherLiabilities_33,Total_34,DwellingsAndLandUnderlyingDwellings_35,OtherNonFinancialAssets_36,GrossOperatingSurplus_37,GrossMixedIncome_38,CompensationOfEmployees_39,GrossDisposableIncome_40,SocialTransfersInKind_41,GrossAdjustedDisposableIncome_42,FinalConsumptionExpenditure_43,ActualIndividualConsumption_44,NetWorth_45,Total_46,PensionEntitlementsAndClaims_47,OtherAssets_48,Total_49,HomeMortgagesClosingBalance_50,OtherLiabilities_51,Total_52,DwellingsAndLandUnderlyingDwellings_53,OtherNonFinancialAssets_54,SavingsRatioAdjustedDisposableIncome_55
171,1012151,2006JJ00,4431,23195,125455,99771,36961,136733,94207.0,131169.0,606213,367283,118192,249091,299536,260445,39091,538465,478103,60363,2.0,10.2,55.3,44.0,16.3,60.3,41.5,57.8,267.3,162.0,52.1,109.8,132.1,114.8,17.2,237.4,210.8,26.6,1.2,6.4,34.8,27.7,10.2,37.9,26.1,36.4,168.0,101.8,32.8,69.0,83.0,72.2,10.8,149.3,132.5,16.7,14.1
172,1012151,2007JJ00,5808,24142,131220,102704,38543,141247,97278.0,135820.0,616589,365821,116954,248866,318126,276229,41898,568895,503588,65307,2.6,10.7,58.0,45.4,17.0,62.5,43.0,60.1,272.7,161.8,51.7,110.1,140.7,122.2,18.5,251.6,222.7,28.9,1.6,6.7,36.5,28.6,10.7,39.3,27.1,37.8,171.6,101.8,32.6,69.3,88.6,76.9,11.7,158.4,140.2,18.2,14.1
173,1012151,2008JJ00,5991,24108,135822,103685,40894,144578,97209.0,138102.0,627842,379265,133438,245827,342947,294118,48829,591525,522260,69265,2.7,10.7,60.3,46.1,18.2,64.2,43.2,61.4,278.9,168.5,59.3,109.2,152.4,130.7,21.7,262.8,232.0,30.8,1.7,6.8,38.1,29.1,11.5,40.6,27.3,38.8,176.2,106.5,37.5,69.0,96.3,82.6,13.7,166.0,146.6,19.4,15.0
174,1012151,2009JJ00,1847,23164,136185,105763,42923,148686,91368.0,134291.0,592433,381367,136339,245028,354442,303961,50481,565508,500762,64746,0.8,10.4,60.9,47.3,19.2,66.5,40.8,60.0,264.8,170.5,60.9,109.5,158.4,135.9,22.6,252.8,223.8,28.9,0.5,6.6,38.6,29.9,12.2,42.1,25.9,38.0,167.7,108.0,38.6,69.4,100.3,86.1,14.3,160.1,141.8,18.3,19.7
175,1012151,2010JJ00,1046,23528,134811,105777,43045,148822,93575.0,136619.0,577968,386140,142973,243167,358224,309335,48889,550052,483017,67036,0.5,10.6,61.0,47.9,19.5,67.3,42.3,61.8,261.5,174.7,64.7,110.0,162.1,140.0,22.1,248.9,218.5,30.3,0.3,6.7,38.6,30.3,12.3,42.7,26.8,39.2,165.7,110.7,41.0,69.7,102.7,88.7,14.0,157.7,138.5,19.2,17.6
176,1012151,2011JJ00,1627,23505,136465,106177,41850,148027,93894.0,135744.0,562850,383472,154641,228830,348470,312791,35679,527849,462453,65396,0.7,10.8,62.5,48.6,19.2,67.8,43.0,62.2,257.8,175.6,70.8,104.8,159.6,143.2,16.3,241.7,211.8,29.9,0.5,6.8,39.7,30.9,12.2,43.1,27.3,39.5,163.8,111.6,45.0,66.6,101.4,91.0,10.4,153.6,134.6,19.0,18.1
177,1012151,2012JJ00,391,23060,136508,104766,41579,146346,87159.0,128738.0,506096,364569,154622,209947,349966,312324,37642,491493,423854,67639,0.2,10.7,63.4,48.7,19.3,68.0,40.5,59.8,235.1,169.4,71.8,97.5,162.6,145.1,17.5,228.3,196.9,31.4,0.1,6.8,40.4,31.0,12.3,43.3,25.8,38.1,149.6,107.8,45.7,62.1,103.5,92.3,11.1,145.3,125.3,20.0,21.9
178,1012151,2013JJ00,862,22737,135073,103335,37273,140608,87724.0,124997.0,467580,353183,146224,206959,332903,297662,35240,447299,384413,62887,0.4,10.7,63.7,48.7,17.6,66.3,41.4,58.9,220.5,166.5,68.9,97.6,157.0,140.3,16.6,210.9,181.2,29.6,0.3,6.8,40.7,31.1,11.2,42.3,26.4,37.6,140.8,106.3,44.0,62.3,100.2,89.6,10.6,134.6,115.7,18.9,21.8
179,1012151,2014JJ00,1538,23272,133662,104187,36696,140882,86830.0,123525.0,470412,354451,172844,181607,330860,290268,40592,446821,385753,61067,0.7,11.1,64.0,49.9,17.6,67.4,41.6,59.1,225.2,169.7,82.7,86.9,158.4,138.9,19.4,213.9,184.7,29.2,0.5,7.1,40.9,31.9,11.2,43.1,26.6,37.8,144.0,108.5,52.9,55.6,101.2,88.8,12.4,136.7,118.0,18.7,22.2
180,1012301,2005JJ00,2651,16462,81767,83431,15921,99352,76600.0,92521.0,805906,514295,220372,293923,187693,127308,60385,479304,420904,58400,1.4,8.8,43.6,44.5,8.5,53.0,40.8,49.3,429.8,274.3,117.5,156.7,100.1,67.9,32.2,255.6,224.5,31.1,1.0,6.2,30.8,31.4,6.0,37.4,28.8,34.8,303.2,193.5,82.9,110.6,70.6,47.9,22.7,180.3,158.3,22.0,12.0
181,1012301,2006JJ00,4009,17096,86102,87411,19336,106747,76226.0,95562.0,837492,521584,218316,303269,199235,142039,57196,515142,454409,60734,2.1,8.9,44.9,45.6,10.1,55.7,39.8,49.9,437.1,272.2,113.9,158.3,104.0,74.1,29.9,268.9,237.2,31.7,1.5,6.3,31.8,32.3,7.1,39.4,28.1,35.3,309.1,192.5,80.6,111.9,73.5,52.4,21.1,190.2,167.7,22.4,13.4
182,1012301,2007JJ00,5368,17625,92364,93534,20423,113956,80838.0,101261.0,866872,533295,219893,313403,215382,156587,58795,548959,484632,64326,2.7,9.0,47.3,47.9,10.5,58.4,41.4,51.9,444.1,273.2,112.6,160.5,110.3,80.2,30.1,281.2,248.3,33.0,1.9,6.4,33.5,33.9,7.4,41.3,29.3,36.7,314.1,193.2,79.7,113.5,78.0,56.7,21.3,198.9,175.6,23.3,14.6
183,1012301,2008JJ00,5567,17944,99584,97215,22316,119531,84751.0,107067.0,940173,580526,264215,316310,219602,159588,60014,579250,503738,75511,2.8,9.1,50.3,49.1,11.3,60.4,42.8,54.1,475.0,293.3,133.5,159.8,110.9,80.6,30.3,292.6,254.5,38.1,2.0,6.4,35.6,34.7,8.0,42.7,30.3,38.3,335.9,207.4,94.4,113.0,78.5,57.0,21.4,207.0,180.0,27.0,15.5
184,1012301,2009JJ00,1813,18479,104205,95613,24537,120150,82163.0,106700.0,930568,587540,279689,307851,232135,169765,62370,575163,498895,76268,0.9,9.1,51.6,47.3,12.1,59.5,40.7,52.8,460.6,290.8,138.4,152.4,114.9,84.0,30.9,284.7,246.9,37.8,0.6,6.5,36.4,33.4,8.6,42.0,28.7,37.3,325.5,205.5,97.8,107.7,81.2,59.4,21.8,201.2,174.5,26.7,17.4
185,1012301,2010JJ00,1089,17792,106917,96794,26043,122837,82326.0,108369.0,958466,633268,310608,322661,245312,180555,64757,570510,496797,73713,0.5,8.6,51.8,46.9,12.6,59.5,39.9,52.5,464.1,306.6,150.4,156.2,118.8,87.4,31.4,276.2,240.6,35.7,0.4,6.1,36.5,33.1,8.9,42.0,28.1,37.0,327.4,216.3,106.1,110.2,83.8,61.7,22.1,194.9,169.7,25.2,17.0
186,1012301,2011JJ00,1659,19109,111005,98742,27009,125751,83914.0,110922.0,961887,650519,341100,309419,243632,184813,58819,555000,478361,76639,0.8,9.2,53.6,47.7,13.0,60.7,40.5,53.6,464.5,314.1,164.7,149.4,117.6,89.2,28.4,268.0,231.0,37.0,0.6,6.5,37.8,33.6,9.2,42.8,28.5,37.7,327.1,221.2,116.0,105.2,82.9,62.9,20.0,188.8,162.7,26.1,18.1
187,1012301,2012JJ00,423,18947,115156,97726,27539,125265,90606.0,118145.0,926693,654038,362099,291938,251973,189372,62601,524628,446282,78346,0.2,9.1,55.2,46.8,13.2,60.0,43.4,56.6,444.2,313.5,173.6,139.9,120.8,90.8,30.0,251.5,213.9,37.6,0.1,6.4,38.9,33.0,9.3,42.3,30.6,39.9,312.7,220.7,122.2,98.5,85.0,63.9,21.1,177.0,150.6,26.4,14.3
188,1012301,2013JJ00,944,19791,120018,98961,27603,126564,89636.0,117239.0,897005,652443,352513,299929,261696,193238,68458,506258,424580,81678,0.4,9.4,56.7,46.8,13.0,59.8,42.4,55.4,423.9,308.3,166.6,141.7,123.7,91.3,32.4,239.3,200.7,38.6,0.3,6.6,39.9,32.9,9.2,42.1,29.8,39.0,298.2,216.9,117.2,99.7,87.0,64.2,22.8,168.3,141.1,27.2,17.1
189,1012301,2014JJ00,1615,20760,124179,103555,28270,131824,90897.0,119167.0,983721,726458,427773,298685,261629,196817,64812,518891,432850,86041,0.8,9.7,58.0,48.4,13.2,61.6,42.5,55.7,459.8,339.5,199.9,139.6,122.3,92.0,30.3,242.5,202.3,40.2,0.5,6.8,40.8,34.0,9.3,43.3,29.8,39.1,322.9,238.5,140.4,98.0,85.9,64.6,21.3,170.3,142.1,28.2,18.7
190,1012000,2005JJ00,1454,2937,4243,44518,21250,65767,44982.0,66231.0,577842,385710,187466,198244,50352,26629,23723,242484,228780,13705,0.9,1.7,2.5,26.5,12.6,39.1,26.7,39.4,343.4,229.2,111.4,117.8,29.9,15.8,14.1,144.1,136.0,8.1,0.7,1.5,2.1,22.3,10.6,32.9,22.5,33.1,288.9,192.8,93.7,99.1,25.2,13.3,11.9,121.2,114.4,6.9,-18.8
191,1012000,2006JJ00,2216,3513,4136,49363,24996,74358,46414.0,71410.0,615043,400430,193838,206592,50449,28612,21838,265062,248332,16730,1.3,2.1,2.4,28.9,14.6,43.5,27.2,41.8,360.1,234.5,113.5,121.0,29.5,16.8,12.8,155.2,145.4,9.8,1.1,1.7,2.0,24.3,12.3,36.6,22.8,35.1,302.6,197.0,95.4,101.7,24.8,14.1,10.7,130.4,122.2,8.2,-14.1
192,1012000,2007JJ00,3149,3530,4448,52107,25609,77716,49710.0,75318.0,635906,392339,180812,211527,53169,30927,22242,296736,277761,18975,1.8,2.0,2.6,30.1,14.8,44.9,28.7,43.5,367.1,226.5,104.4,122.1,30.7,17.9,12.8,171.3,160.4,11.0,1.5,1.7,2.2,25.3,12.4,37.7,24.1,36.5,308.6,190.4,87.7,102.6,25.8,15.0,10.8,144.0,134.8,9.2,-17.0
193,1012000,2008JJ00,3403,3769,5197,56457,26787,83244,52376.0,79163.0,717202,456225,238639,217586,62671,36311,26360,323649,304940,18708,1.9,2.1,2.9,31.9,15.2,47.1,29.6,44.8,405.7,258.1,135.0,123.1,35.5,20.5,14.9,183.1,172.5,10.6,1.6,1.8,2.5,26.8,12.7,39.5,24.8,37.6,340.2,216.4,113.2,103.2,29.7,17.2,12.5,153.5,144.7,8.9,-11.7
194,1012000,2009JJ00,1146,3684,5374,52394,29052,81446,53640.0,82692.0,729883,464654,238982,225672,70503,40805,29698,335731,310073,25658,0.6,2.0,3.0,28.9,16.0,45.0,29.6,45.7,403.1,256.6,132.0,124.6,38.9,22.5,16.4,185.4,171.2,14.2,0.5,1.7,2.5,24.3,13.5,37.7,24.9,38.3,338.2,215.3,110.7,104.6,32.7,18.9,13.8,155.5,143.7,11.9,-20.5
195,1012000,2010JJ00,702,3993,5804,53866,30649,84515,54198.0,84847.0,796349,529483,284945,244538,80276,45723,34554,347141,319169,27972,0.4,2.2,3.1,29.0,16.5,45.6,29.2,45.7,429.2,285.4,153.6,131.8,43.3,24.6,18.6,187.1,172.0,15.1,0.3,1.8,2.6,24.3,13.8,38.1,24.4,38.2,358.8,238.5,128.4,110.2,36.2,20.6,15.6,156.4,143.8,12.6,-20.3
196,1012000,2011JJ00,1141,4533,6712,58364,32060,90424,57350.0,89410.0,886370,617222,367703,249519,95650,52669,42981,364798,334517,30281,0.6,2.3,3.5,30.3,16.6,46.9,29.7,46.3,459.4,319.9,190.6,129.3,49.6,27.3,22.3,189.1,173.4,15.7,0.5,2.0,2.9,25.2,13.9,39.1,24.8,38.6,383.0,266.7,158.9,107.8,41.3,22.8,18.6,157.6,144.6,13.1,-18.7
197,1012000,2012JJ00,300,4911,6889,61984,34208,96192,62124.0,96332.0,995681,725355,431580,293774,93868,57699,36168,364194,331824,32371,0.2,2.5,3.4,31.0,17.1,48.1,31.1,48.2,498.1,362.9,215.9,147.0,47.0,28.9,18.1,182.2,166.0,16.2,0.1,2.0,2.9,25.8,14.2,40.1,25.9,40.1,414.7,302.1,179.8,122.4,39.1,24.0,15.1,151.7,138.2,13.5,-19.4
198,1012000,2013JJ00,721,5450,6951,62576,38704,101280,67364.0,106068.0,971997,713216,426314,286902,99765,60936,38829,358546,324755,33791,0.4,2.6,3.4,30.4,18.8,49.2,32.7,51.6,472.4,346.7,207.2,139.5,48.5,29.6,18.9,174.3,157.8,16.4,0.3,2.2,2.8,25.3,15.7,41.0,27.3,42.9,393.2,288.5,172.5,116.1,40.4,24.7,15.7,145.1,131.4,13.7,-25.9
199,1012000,2014JJ00,1125,5693,7420,63623,39914,103538,69361.0,109276.0,1122553,862564,525654,336910,108456,66659,41797,368445,334011,34434,0.5,2.7,3.5,30.1,18.9,49.0,32.8,51.7,531.1,408.1,248.7,159.4,51.3,31.5,19.8,174.3,158.0,16.3,0.4,2.2,2.9,25.0,15.7,40.7,27.3,43.0,441.7,339.4,206.8,132.6,42.7,26.2,16.4,145.0,131.4,13.5,-25.8
200,1014800,2005JJ00,7955,36756,201307,183227,45178,228405,168095.0,213273.0,1774122,1071002,416299,654703,625489,504980,120509,1328609,1225347,103261,2.1,9.5,52.3,47.6,11.7,59.3,43.6,55.4,460.7,278.1,108.1,170.0,162.4,131.1,31.3,345.0,318.2,26.8,1.4,6.3,34.4,31.3,7.7,39.1,28.8,36.5,303.5,183.2,71.2,112.0,107.0,86.4,20.6,227.3,209.6,17.7,13.7
201,1014800,2006JJ00,11932,40652,209964,194603,53447,248050,175122.0,228569.0,1878502,1098824,425313,673511,648711,538803,109908,1428390,1309867,118522,3.0,10.3,53.0,49.2,13.5,62.7,44.2,57.7,474.5,277.5,107.4,170.1,163.8,136.1,27.8,360.8,330.8,29.9,2.0,6.8,35.1,32.5,8.9,41.4,29.3,38.2,313.8,183.5,71.0,112.5,108.4,90.0,18.4,238.6,218.8,19.8,12.8
202,1014800,2007JJ00,15669,41678,221808,203600,56600,260201,183001.0,239601.0,1924992,1121369,419742,701627,698886,579668,119219,1502509,1372514,129995,3.9,10.4,55.1,50.6,14.1,64.7,45.5,59.5,478.4,278.7,104.3,174.4,173.7,144.1,29.6,373.4,341.1,32.3,2.6,6.9,36.6,33.6,9.3,42.9,30.2,39.5,317.3,184.8,69.2,115.6,115.2,95.5,19.6,247.6,226.2,21.4,12.8
203,1014800,2008JJ00,16762,44655,236556,216002,62752,278754,192968.0,255720.0,2135619,1242604,524379,718224,745181,610930,134251,1638197,1473574,164622,4.0,10.7,56.8,51.8,15.1,66.9,46.3,61.4,512.5,298.2,125.8,172.3,178.8,146.6,32.2,393.1,353.6,39.5,2.7,7.1,37.8,34.5,10.0,44.5,30.8,40.8,341.0,198.4,83.7,114.7,119.0,97.5,21.4,261.6,235.3,26.3,14.0
204,1014800,2009JJ00,5298,44199,241011,215090,67528,282619,184823.0,252351.0,2097912,1265395,543176,722218,776605,634071,142533,1609122,1442084,167039,1.3,10.5,57.1,51.0,16.0,66.9,43.8,59.8,497.0,299.8,128.7,171.1,184.0,150.2,33.8,381.2,341.6,39.6,0.8,7.0,38.1,34.0,10.7,44.6,29.2,39.9,331.4,199.9,85.8,114.1,122.7,100.2,22.5,254.2,227.8,26.4,16.8
205,1014800,2010JJ00,3060,43968,242714,216991,69938,286929,186303.0,256241.0,2142774,1351390,617257,734133,797712,651145,146567,1589096,1422697,166399,0.7,10.3,56.7,50.7,16.3,67.1,43.5,59.9,500.7,315.8,144.2,171.6,186.4,152.2,34.3,371.3,332.5,38.9,0.5,6.9,37.9,33.8,10.9,44.7,29.1,40.0,334.2,210.8,96.3,114.5,124.4,101.5,22.9,247.8,221.9,26.0,15.7
206,1014800,2011JJ00,4845,45370,249033,223072,70348,293419,190481.0,260829.0,2190199,1425498,712048,713450,798340,662319,136020,1563040,1392634,170406,1.1,10.5,57.7,51.7,16.3,68.0,44.2,60.5,507.9,330.5,165.1,165.4,185.1,153.6,31.5,362.4,322.9,39.5,0.8,7.0,38.6,34.6,10.9,45.5,29.5,40.5,339.7,221.1,110.4,110.6,123.8,102.7,21.1,242.4,216.0,26.4,16.3
207,1014800,2012JJ00,1178,45264,253536,224592,71964,296556,195447.0,267411.0,2163200,1485469,793394,692075,799921,666705,133216,1477652,1304289,173363,0.3,10.4,58.2,51.6,16.5,68.1,44.9,61.4,496.9,341.2,182.2,159.0,183.7,153.1,30.6,339.4,299.6,39.8,0.2,7.0,39.0,34.6,11.1,45.6,30.1,41.2,332.9,228.6,122.1,106.5,123.1,102.6,20.5,227.4,200.7,26.7,15.8
208,1014800,2013JJ00,2739,46023,255774,224340,70192,294532,195937.0,266130.0,2080561,1466418,770896,695522,788153,649529,138624,1402296,1227047,175249,0.6,10.5,58.5,51.3,16.1,67.4,44.8,60.9,475.8,335.4,176.3,159.1,180.3,148.6,31.7,320.7,280.6,40.1,0.4,7.1,39.3,34.4,10.8,45.2,30.1,40.9,319.5,225.2,118.4,106.8,121.0,99.7,21.3,215.3,188.4,26.9,16.1
209,1014800,2014JJ00,4618,47869,259088,230620,70969,301589,198650.0,269619.0,2295463,1654318,942261,712057,781219,640556,140663,1422364,1241594,180770,1.0,10.8,58.7,52.3,16.1,68.4,45.0,61.1,520.3,375.0,213.6,161.4,177.1,145.2,31.9,322.4,281.4,41.0,0.7,7.3,39.5,35.2,10.8,46.0,30.3,41.1,350.0,252.2,143.7,108.6,119.1,97.7,21.4,216.9,189.3,27.6,16.4
210,1014900,2005JJ00,0,1120,6045,18335,13556,31891,21275.0,34830.0,36864,38032,26868,11164,1741,146,1594,573,345,228,0.0,1.1,5.8,17.5,12.9,30.5,20.3,33.3,35.2,36.3,25.7,10.7,1.7,0.1,1.5,0.5,0.3,0.2,0.0,0.9,4.6,14.0,10.4,24.4,16.3,26.7,28.2,29.1,20.6,8.5,1.3,0.1,1.2,0.4,0.3,0.2,-9.0
211,1014900,2006JJ00,0,811,5000,18213,15114,33327,20811.0,35925.0,36572,37763,26664,11098,1811,123,1688,620,449,171,0.0,0.8,4.8,17.7,14.6,32.3,20.2,34.8,35.4,36.6,25.8,10.8,1.8,0.1,1.6,0.6,0.4,0.2,0.0,0.6,3.9,14.2,11.8,26.1,16.3,28.1,28.6,29.5,20.9,8.7,1.4,0.1,1.3,0.5,0.4,0.1,-8.6
212,1014900,2007JJ00,2,924,5980,19273,15858,35131,22025.0,37882.0,34558,36477,25761,10716,2347,71,2275,427,545,-118,0.0,0.9,5.7,18.4,15.1,33.5,21.0,36.1,32.9,34.8,24.5,10.2,2.2,0.1,2.2,0.4,0.5,-0.1,0.0,0.7,4.6,14.8,12.2,27.0,16.9,29.1,26.6,28.0,19.8,8.2,1.8,0.1,1.7,0.3,0.4,-0.1,-8.5
213,1014900,2008JJ00,0,1024,6812,20354,16760,37113,23109.0,39868.0,42099,44716,32505,12211,3074,90,2985,457,630,-172,0.0,1.0,6.4,19.1,15.8,34.9,21.7,37.5,39.6,42.0,30.6,11.5,2.9,0.1,2.8,0.4,0.6,-0.2,0.0,0.8,5.2,15.4,12.7,28.1,17.5,30.2,31.9,33.9,24.6,9.3,2.3,0.1,2.3,0.3,0.5,-0.1,-7.5
214,1014900,2009JJ00,-1,1278,7252,21705,17970,39675,23967.0,41937.0,43457,45845,34114,11731,3721,118,3603,1332,921,412,0.0,1.2,6.6,19.8,16.4,36.2,21.9,38.3,39.6,41.8,31.1,10.7,3.4,0.1,3.3,1.2,0.8,0.4,0.0,0.9,5.3,16.0,13.2,29.2,17.6,30.8,32.0,33.7,25.1,8.6,2.7,0.1,2.6,1.0,0.7,0.3,-5.3
215,1014900,2010JJ00,0,1290,6741,21359,18336,39695,22697.0,41032.0,46099,49081,36811,12270,4151,71,4080,1170,514,656,0.0,1.2,6.1,19.5,16.7,36.2,20.7,37.4,42.0,44.7,33.6,11.2,3.8,0.1,3.7,1.1,0.5,0.6,0.0,1.0,5.0,15.8,13.5,29.3,16.7,30.3,34.0,36.2,27.2,9.1,3.1,0.1,3.0,0.9,0.4,0.5,-3.5
216,1014900,2011JJ00,0,1424,6954,22124,18758,40883,23687.0,42445.0,55998,59168,47093,12075,4250,137,4113,1079,499,580,0.0,1.3,6.2,19.6,16.6,36.2,21.0,37.6,49.5,52.3,41.7,10.7,3.8,0.1,3.6,1.0,0.4,0.5,0.0,1.0,5.0,15.8,13.4,29.3,17.0,30.4,40.1,42.4,33.7,8.6,3.0,0.1,2.9,0.8,0.4,0.4,-3.5
217,1014900,2012JJ00,0,1218,6588,22055,19226,41281,23385.0,42610.0,64522,68929,45887,23041,5500,54,5446,1093,858,235,0.0,1.1,5.7,19.1,16.7,35.8,20.3,37.0,56.0,59.8,39.8,20.0,4.8,0.0,4.7,0.9,0.7,0.2,0.0,0.9,4.7,15.6,13.6,29.2,16.5,30.1,45.6,48.7,32.4,16.3,3.9,0.0,3.8,0.8,0.6,0.2,-3.1
218,1014900,2013JJ00,0,1262,6390,22139,19280,41419,24295.0,43575.0,60644,65361,44196,21165,6009,117,5891,1292,818,473,0.0,1.1,5.6,19.3,16.8,36.1,21.2,38.0,52.9,57.0,38.5,18.5,5.2,0.1,5.1,1.1,0.7,0.4,0.0,0.9,4.5,15.7,13.7,29.4,17.3,31.0,43.1,46.5,31.4,15.0,4.3,0.1,4.2,0.9,0.6,0.3,-5.0
219,1014900,2014JJ00,9,1464,6741,23950,20834,44783,26179.0,47012.0,75446,81618,57533,24085,8030,1378,6652,1857,1330,527,0.0,1.2,5.5,19.4,16.9,36.3,21.2,38.1,61.2,66.2,46.7,19.5,6.5,1.1,5.4,1.5,1.1,0.4,0.0,1.0,4.5,15.8,13.8,29.6,17.3,31.1,49.9,54.0,38.1,15.9,5.3,0.9,4.4,1.2,0.9,0.3,-4.5
220,1014950,2005JJ00,65,9723,55473,65002,23066,88068,68566.0,91632.0,316722,275426,150761,124665,19373,5745,13628,60669,18344,42325,0.0,4.0,22.8,26.7,9.5,36.2,28.2,37.7,130.3,113.3,62.0,51.3,8.0,2.4,5.6,25.0,7.5,17.4,0.0,3.2,18.1,21.2,7.5,28.7,22.4,29.9,103.3,89.9,49.2,40.7,6.3,1.9,4.4,19.8,6.0,13.8,-1.5
221,1014950,2006JJ00,94,8483,57018,64382,25800,90182,67803.0,93603.0,298447,276227,140843,135384,29133,9214,19918,51353,19607,31746,0.0,3.6,23.9,27.0,10.8,37.8,28.4,39.2,125.1,115.8,59.1,56.8,12.2,3.9,8.4,21.5,8.2,13.3,0.0,2.8,19.0,21.5,8.6,30.1,22.6,31.3,99.7,92.2,47.0,45.2,9.7,3.1,6.7,17.1,6.5,10.6,-2.6
222,1014950,2007JJ00,441,8580,58425,66139,26006,92145,69853.0,95859.0,311917,254212,135342,118871,19593,5228,14365,77298,45776,31522,0.2,3.7,24.9,28.1,11.1,39.2,29.7,40.8,132.7,108.2,57.6,50.6,8.3,2.2,6.1,32.9,19.5,13.4,0.2,2.9,19.9,22.5,8.9,31.4,23.8,32.6,106.2,86.6,46.1,40.5,6.7,1.8,4.9,26.3,15.6,10.7,-2.8
223,1014950,2008JJ00,0,6518,58090,61730,25595,87325,67186.0,92781.0,267651,260977,152057,108920,17424,4105,13319,24098,11534,12564,0.0,2.9,25.8,27.4,11.4,38.8,29.8,41.2,118.8,115.8,67.5,48.3,7.7,1.8,5.9,10.7,5.1,5.6,0.0,2.3,20.9,22.2,9.2,31.3,24.1,33.3,96.1,93.7,54.6,39.1,6.3,1.5,4.8,8.7,4.1,4.5,-3.9
224,1014950,2009JJ00,-6,6379,57741,61473,27000,88472,65528.0,92528.0,265885,258644,153060,105585,16590,3856,12734,23830,11727,12103,0.0,2.8,25.8,27.4,12.1,39.5,29.3,41.3,118.7,115.5,68.3,47.1,7.4,1.7,5.7,10.6,5.2,5.4,0.0,2.3,20.9,22.3,9.8,32.0,23.7,33.5,96.3,93.7,55.4,38.2,6.0,1.4,4.6,8.6,4.2,4.4,-1.9
225,1014950,2010JJ00,1,6243,56583,61323,27896,89219,68194.0,96090.0,284079,278538,167054,111485,17379,3868,13511,22920,9972,12948,0.0,2.8,25.1,27.2,12.4,39.6,30.3,42.7,126.1,123.7,74.2,49.5,7.7,1.7,6.0,10.2,4.4,5.7,0.0,2.3,20.4,22.1,10.1,32.2,24.6,34.7,102.5,100.5,60.3,40.2,6.3,1.4,4.9,8.3,3.6,4.7,-6.0
226,1014950,2011JJ00,1,6391,57309,61477,28036,89513,69288.0,97324.0,309947,304273,195705,108568,17097,3997,13100,22770,10925,11845,0.0,2.8,25.4,27.3,12.4,39.7,30.7,43.2,137.5,134.9,86.8,48.2,7.6,1.8,5.8,10.1,4.8,5.3,0.0,2.3,20.7,22.2,10.1,32.4,25.1,35.2,112.1,110.0,70.8,39.3,6.2,1.4,4.7,8.2,4.0,4.3,-6.4
227,1014950,2012JJ00,1,6352,57904,61462,28724,90186,65433.0,94158.0,340784,334037,204975,129063,19051,3305,15747,25798,10688,15110,0.0,2.8,25.7,27.3,12.8,40.0,29.1,41.8,151.3,148.3,91.0,57.3,8.5,1.5,7.0,11.5,4.7,6.7,0.0,2.3,21.0,22.3,10.4,32.7,23.7,34.1,123.4,120.9,74.2,46.7,6.9,1.2,5.7,9.3,3.9,5.5,-1.5
228,1014950,2013JJ00,1,6538,57835,65093,29605,94698,67854.0,97459.0,332702,328789,201889,126900,19646,2827,16819,23559,9834,13725,0.0,2.9,25.2,28.4,12.9,41.3,29.6,42.5,145.1,143.4,88.1,55.3,8.6,1.2,7.3,10.3,4.3,6.0,0.0,2.3,20.6,23.2,10.5,33.7,24.1,34.7,118.4,117.0,71.8,45.2,7.0,1.0,6.0,8.4,3.5,4.9,0.1
229,1014950,2014JJ00,106,6544,57455,63567,28787,92354,66198.0,94985.0,369075,371045,237886,133159,30160,7997,22163,28191,17034,11157,0.0,2.9,25.8,28.5,12.9,41.4,29.7,42.6,165.5,166.4,106.7,59.7,13.5,3.6,9.9,12.6,7.6,5.0,0.0,2.4,21.1,23.3,10.6,33.9,24.3,34.9,135.4,136.2,87.3,48.9,11.1,2.9,8.1,10.3,6.3,4.1,0.5
