ID,KenmerkenInstallaties,Perioden,Aankoop_1,ProductieUitSlibgisting_2,AfleveringExtern_3,Afgefakkeld_4,Afgeblazen_5,Totaal_6,VerbruikVoorProductieAardgasEnLNG_7,VerbruikInGasmotorenWKKInstallaties_8,VerbruikVoorOpwarmingSlibgistingstank_9,OverigVerbruik_10,Aankoop_11,ZelfOpgewektViaWindEnZonneEnergie_12,ZelfOpgewektInWKKInstallaties_13,AfleveringExtern_14,Totaal_15,VerbruikBeluchtingZuiveringsproces_16,VerbruikDoorAfvalwatertransportgemalen_17,VerbruikVoorSlibontwatering_18,OverigVerbruik_19,Aankoop_20,ProductieUitBiogas_21,AfleveringExtern_22,Totaal_23,VerbruikGasmotorenVanWKKInstallaties_24,VerbruikVoorSlibontwatering_25,OverigVerbruik_26,ProductieWarmteInWKKInstallaties_27,VerbruikInZuiveringsproces_28,VerbruikVanHuisbrandolie_29,Totaal_30,Elektriciteit_31,Aardgas_32,Biogas_33,Warmte_34,OverigeBrandstoffen_35
0,T001188   ,2013JJ00,0.0,109866.0,11347.0,5877.0,82.0,92560.0,1822.0,84865.0,2213.0,3659.0,609602.0,1331.0,209401.0,41296.0,779037.0,341296.0,100920.0,45152.0,291670.0,22976.0,1099.0,1114.0,22961.0,16549.0,3815.0,2597.0,1311.0,1019.0,81.0,5885.0,2974.0,690.0,2157.0,61.0,5.0
1,T001188   ,2014JJ00,0.0,108012.0,11672.0,6568.0,203.0,89569.0,1289.0,84450.0,2614.0,1216.0,588848.0,2417.0,210950.0,40124.0,762091.0,339733.0,90929.0,44434.0,286995.0,20579.0,1002.0,1013.0,20568.0,15083.0,3710.0,1775.0,1292.0,1017.0,72.0,5649.0,2877.0,619.0,2087.0,62.0,4.0
2,T001188   ,2015JJ00,0.0,106897.0,10259.0,7405.0,82.0,89150.0,948.0,83157.0,3334.0,1711.0,603958.0,2820.0,216906.0,42966.0,780718.0,342363.0,104188.0,46568.0,287598.0,20873.0,733.0,746.0,20861.0,15010.0,3726.0,2125.0,1263.0,938.0,67.0,5712.0,2943.0,637.0,2077.0,44.0,11.0
3,T001188   ,2016JJ00,0.0,115222.0,9989.0,10092.0,579.0,94563.0,1334.0,86284.0,5358.0,1587.0,613507.0,1651.0,221135.0,47713.0,788580.0,351612.0,103682.0,51027.0,282258.0,20716.0,961.0,973.0,20704.0,14849.0,3859.0,1996.0,1279.0,953.0,64.0,5820.0,2936.0,625.0,2203.0,44.0,12.0
4,T001188   ,2017JJ00,0.0,116835.0,8771.0,12717.0,678.0,94669.0,1702.0,85240.0,6820.0,907.0,630082.0,1864.0,220753.0,51210.0,801490.0,350024.0,109969.0,46175.0,295322.0,20883.0,1129.0,1141.0,20872.0,15819.0,3137.0,1916.0,1236.0,913.0,4.0,5964.0,3008.0,659.0,2206.0,82.0,9.0
5,T001188   ,2018JJ00,0.0,116052.0,11121.0,11278.0,238.0,93415.0,2969.0,81615.0,7729.0,1103.0,620513.0,5784.0,218677.0,55885.0,789088.0,347542.0,101152.0,43163.0,297232.0,20567.0,2339.0,2350.0,20555.0,15880.0,2237.0,2439.0,1239.0,1336.0,167.0,6255.0,2950.0,577.0,2177.0,537.0,14.0
6,T001188   ,2019JJ00,0.0,124763.0,14399.0,12061.0,76.0,98227.0,5872.0,84012.0,7081.0,1263.0,615005.0,22146.0,222489.0,58378.0,801262.0,359569.0,108768.0,49351.0,283574.0,21246.0,3764.0,3869.0,21141.0,14315.0,4160.0,2666.0,1278.0,1301.0,63.0,6389.0,3021.0,550.0,2289.0,519.0,10.0
7,T001188   ,2020JJ00,0.0,129838.0,17110.0,9788.0,131.0,102809.0,10782.0,84195.0,5542.0,2290.0,619956.0,40326.0,223946.0,77126.0,807101.0,370750.0,111124.0,47132.0,278095.0,23299.0,6744.0,6859.0,23185.0,15551.0,4675.0,2959.0,1214.0,956.0,67.0,6013.0,3040.0,520.0,2395.0,60.0,-2.0
8,T001188   ,2021JJ00,0.0,137327.0,10065.0,10413.0,81.0,116768.0,24024.0,84078.0,7468.0,1198.0,608627.0,69498.0,218401.0,86871.0,809656.0,371881.0,109385.0,45124.0,283266.0,22963.0,15263.0,14174.0,24053.0,15115.0,4469.0,4469.0,1226.0,893.0,63.0,6168.0,3086.0,278.0,2721.0,67.0,16.0
9,T001188   ,2022JJ00,0.0,132202.0,11118.0,6966.0,79.0,114039.0,29606.0,76540.0,6822.0,1071.0,595127.0,97967.0,204107.0,107749.0,789452.0,362793.0,100445.0,44284.0,281930.0,23085.0,19259.0,19392.0,22952.0,15412.0,4821.0,2719.0,1131.0,900.0,35.0,5913.0,3056.0,117.0,2657.0,80.0,3.0
10,T001188   ,2023JJ00,0.0,130695.0,8658.0,6293.0,68.0,115675.0,33952.0,72839.0,7293.0,1591.0,643890.0,111834.0,194652.0,114548.0,835828.0,362075.0,125927.0,41068.0,306758.0,16073.0,21951.0,22087.0,15937.0,14223.0,53.0,1661.0,1049.0,816.0,7.0,5952.0,3347.0,-190.0,2695.0,91.0,9.0
11,A027801   ,2013JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A027801   ,2014JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,A027801   ,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,A027801   ,2016JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,A027801   ,2017JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,A027801   ,2018JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A027801   ,2019JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,A027801   ,2020JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,A027801   ,2021JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,A027801   ,2022JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,A027801   ,2023JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,A027802   ,2013JJ00,0.0,575.0,16.0,126.0,0.0,432.0,0.0,287.0,125.0,21.0,3907.0,0.0,476.0,0.0,4383.0,0.0,594.0,0.0,3789.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,1.0,1.0,0.0,,,,,,
23,A027802   ,2014JJ00,0.0,524.0,33.0,20.0,0.0,470.0,0.0,327.0,121.0,22.0,2364.0,0.0,556.0,0.0,2920.0,0.0,720.0,0.0,2200.0,29.0,0.0,0.0,29.0,0.0,0.0,29.0,1.0,1.0,0.0,,,,,,
24,A027802   ,2015JJ00,0.0,495.0,5.0,13.0,0.0,477.0,0.0,351.0,114.0,13.0,2343.0,0.0,597.0,0.0,2940.0,0.0,775.0,0.0,2165.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,1.0,0.0,,,,,,
25,A027802   ,2016JJ00,0.0,229.0,0.0,10.0,0.0,219.0,0.0,218.0,2.0,0.0,2342.0,0.0,362.0,0.0,2705.0,0.0,750.0,0.0,1954.0,32.0,0.0,0.0,32.0,0.0,0.0,32.0,2.0,2.0,0.0,,,,,,
26,A027802   ,2017JJ00,0.0,309.0,0.0,117.0,0.0,192.0,0.0,91.0,100.0,0.0,2646.0,0.0,199.0,0.0,2845.0,0.0,881.0,0.0,1965.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,1.0,1.0,0.0,,,,,,
27,A027802   ,2018JJ00,0.0,367.0,0.0,16.0,0.0,351.0,0.0,288.0,63.0,0.0,1991.0,0.0,586.0,0.0,2577.0,0.0,737.0,0.0,1839.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,3.0,3.0,0.0,,,,,,
28,A027802   ,2019JJ00,0.0,337.0,0.0,15.0,0.0,322.0,0.0,245.0,77.0,0.0,2385.0,0.0,559.0,0.0,2945.0,0.0,847.0,0.0,2098.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,6.0,2.0,0.0,21.0,12.0,1.0,8.0,0.0,0.0
29,A027802   ,2020JJ00,0.0,357.0,0.0,10.0,0.0,347.0,0.0,345.0,2.0,0.0,2377.0,0.0,742.0,0.0,3119.0,398.0,901.0,0.0,1820.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,4.0,3.0,0.0,21.0,12.0,0.0,8.0,0.0,0.0
30,A027802   ,2021JJ00,0.0,419.0,0.0,32.0,0.0,387.0,0.0,230.0,157.0,0.0,1792.0,0.0,513.0,0.0,2306.0,0.0,794.0,0.0,1511.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,4.0,0.0,19.0,9.0,0.0,9.0,0.0,0.0
31,A027802   ,2022JJ00,0.0,308.0,0.0,45.0,0.0,263.0,0.0,220.0,43.0,0.0,1756.0,0.0,452.0,0.0,2208.0,0.0,564.0,0.0,1644.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,15.0,9.0,0.0,6.0,0.0,0.0
32,A027802   ,2023JJ00,0.0,175.0,0.0,2.0,0.0,173.0,0.0,149.0,24.0,0.0,2172.0,0.0,331.0,0.0,2503.0,0.0,808.0,0.0,1695.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,3.0,2.0,0.0,16.0,11.0,1.0,4.0,0.0,0.0
33,A027803   ,2013JJ00,0.0,56133.0,10465.0,2473.0,6.0,43189.0,298.0,38979.0,857.0,3055.0,179236.0,39.0,80980.0,2572.0,257683.0,86985.0,45514.0,13007.0,112177.0,1677.0,175.0,190.0,1661.0,944.0,43.0,674.0,465.0,354.0,56.0,,,,,,
34,A027803   ,2014JJ00,0.0,54977.0,10902.0,3103.0,188.0,40784.0,157.0,39030.0,766.0,831.0,177933.0,38.0,81432.0,3113.0,256290.0,90435.0,39646.0,12637.0,113572.0,1243.0,75.0,86.0,1232.0,637.0,27.0,568.0,454.0,326.0,62.0,,,,,,
35,A027803   ,2015JJ00,0.0,54824.0,9779.0,4281.0,71.0,40694.0,34.0,38909.0,786.0,964.0,179251.0,38.0,83595.0,5445.0,257439.0,91272.0,40426.0,12497.0,113244.0,1518.0,20.0,32.0,1506.0,672.0,25.0,809.0,455.0,308.0,57.0,,,,,,
36,A027803   ,2016JJ00,0.0,59941.0,9380.0,6671.0,301.0,43589.0,149.0,40612.0,1524.0,1304.0,182542.0,82.0,85395.0,5428.0,262590.0,95733.0,41711.0,12063.0,113083.0,963.0,85.0,98.0,951.0,151.0,30.0,770.0,519.0,346.0,64.0,,,,,,
37,A027803   ,2017JJ00,0.0,63083.0,7904.0,8535.0,617.0,46028.0,213.0,41587.0,3710.0,518.0,186256.0,103.0,86656.0,5791.0,267224.0,95351.0,41562.0,12641.0,117670.0,698.0,154.0,166.0,686.0,109.0,19.0,558.0,482.0,328.0,4.0,,,,,,
38,A027803   ,2018JJ00,0.0,62364.0,10271.0,7289.0,159.0,44645.0,1770.0,38211.0,3838.0,826.0,180913.0,1218.0,85845.0,7553.0,260423.0,96543.0,38838.0,12764.0,112277.0,1103.0,1512.0,1523.0,1091.0,61.0,18.0,1012.0,474.0,745.0,126.0,,,,,,
39,A027803   ,2019JJ00,0.0,69413.0,13301.0,6816.0,47.0,49248.0,4549.0,39506.0,4252.0,941.0,185896.0,8338.0,87093.0,14040.0,267287.0,99578.0,41130.0,14148.0,112432.0,1434.0,2878.0,2889.0,1423.0,68.0,17.0,1338.0,513.0,750.0,3.0,2572.0,941.0,-46.0,1147.0,524.0,7.0
40,A027803   ,2020JJ00,0.0,73303.0,16350.0,6365.0,35.0,50553.0,9827.0,36324.0,3296.0,1105.0,196249.0,12816.0,77617.0,16409.0,270273.0,100298.0,41445.0,12556.0,115974.0,1907.0,6071.0,6081.0,1897.0,214.0,4.0,1679.0,443.0,370.0,39.0,2118.0,1006.0,-132.0,1178.0,70.0,-4.0
41,A027803   ,2021JJ00,0.0,80488.0,9424.0,6851.0,29.0,64184.0,23000.0,36646.0,3919.0,619.0,198301.0,20057.0,79225.0,23090.0,274493.0,102135.0,39383.0,12824.0,120152.0,2441.0,14504.0,13283.0,3662.0,666.0,2.0,2994.0,467.0,352.0,60.0,2262.0,1019.0,-343.0,1495.0,76.0,15.0
42,A027803   ,2022JJ00,0.0,79105.0,9375.0,3152.0,57.0,66522.0,28433.0,33885.0,3348.0,856.0,200711.0,29353.0,71712.0,29822.0,271953.0,103489.0,37298.0,12713.0,118452.0,1841.0,18459.0,18462.0,1838.0,176.0,0.0,1662.0,409.0,343.0,4.0,2162.0,1045.0,-526.0,1550.0,92.0,1.0
43,A027803   ,2023JJ00,0.0,76164.0,5956.0,3911.0,46.0,66250.0,32855.0,27316.0,4778.0,1302.0,220852.0,30785.0,59048.0,27461.0,283224.0,101907.0,43926.0,12146.0,125245.0,863.0,21194.0,21201.0,856.0,145.0,0.0,711.0,322.0,265.0,2.0,2171.0,1170.0,-644.0,1544.0,92.0,8.0
44,A027804   ,2013JJ00,0.0,13251.0,865.0,813.0,1.0,11572.0,0.0,10966.0,277.0,328.0,88847.0,654.0,20338.0,3809.0,106031.0,42263.0,15485.0,4814.0,43469.0,524.0,0.0,0.0,524.0,65.0,0.0,459.0,136.0,94.0,0.0,,,,,,
45,A027804   ,2014JJ00,0.0,12899.0,737.0,1176.0,7.0,10979.0,0.0,10609.0,141.0,228.0,83105.0,628.0,20926.0,2385.0,102274.0,40595.0,14375.0,4886.0,42418.0,433.0,0.0,0.0,433.0,74.0,0.0,360.0,128.0,91.0,0.0,,,,,,
46,A027804   ,2015JJ00,0.0,13286.0,476.0,935.0,2.0,11872.0,0.0,10967.0,708.0,196.0,86342.0,819.0,23677.0,3110.0,107729.0,41896.0,17549.0,5758.0,42525.0,514.0,0.0,0.0,514.0,124.0,2.0,389.0,131.0,86.0,0.0,,,,,,
47,A027804   ,2016JJ00,0.0,13986.0,548.0,981.0,175.0,12282.0,0.0,11784.0,428.0,70.0,90163.0,816.0,24367.0,3411.0,111934.0,42370.0,16346.0,10184.0,43034.0,322.0,0.0,0.0,322.0,88.0,0.0,234.0,126.0,107.0,0.0,,,,,,
48,A027804   ,2017JJ00,0.0,14860.0,803.0,1349.0,0.0,12709.0,0.0,11996.0,713.0,0.0,91258.0,782.0,23589.0,2046.0,113584.0,44799.0,17254.0,6328.0,45204.0,390.0,0.0,0.0,390.0,70.0,0.0,320.0,132.0,93.0,0.0,,,,,,
49,A027804   ,2018JJ00,0.0,15272.0,776.0,1528.0,1.0,12966.0,1199.0,10754.0,892.0,122.0,106067.0,1209.0,21898.0,2152.0,127023.0,47727.0,17056.0,5987.0,56253.0,486.0,827.0,827.0,486.0,16.0,0.0,470.0,125.0,107.0,0.0,,,,,,
50,A027804   ,2019JJ00,0.0,18199.0,1030.0,1654.0,6.0,15509.0,1324.0,12814.0,1180.0,191.0,91671.0,1364.0,27715.0,-1440.0,122190.0,52203.0,19347.0,6218.0,44423.0,415.0,886.0,980.0,321.0,5.0,0.0,316.0,146.0,96.0,22.0,854.0,493.0,-18.0,361.0,16.0,1.0
51,A027804   ,2020JJ00,0.0,15559.0,718.0,1139.0,0.0,13702.0,955.0,11494.0,1037.0,216.0,89495.0,4313.0,24573.0,2950.0,115432.0,51611.0,18015.0,6229.0,39577.0,402.0,674.0,778.0,298.0,1.0,0.0,297.0,108.0,86.0,5.0,795.0,474.0,-12.0,319.0,13.0,0.0
52,A027804   ,2021JJ00,0.0,13823.0,550.0,1039.0,5.0,12229.0,1025.0,9814.0,1391.0,0.0,89608.0,6639.0,17126.0,784.0,112589.0,51811.0,18279.0,4989.0,37510.0,509.0,759.0,891.0,378.0,0.0,0.0,377.0,90.0,74.0,0.0,786.0,498.0,-12.0,285.0,15.0,0.0
53,A027804   ,2022JJ00,0.0,13236.0,1366.0,917.0,0.0,10952.0,1173.0,9065.0,714.0,0.0,81687.0,9836.0,17615.0,4685.0,104453.0,47766.0,14972.0,4832.0,36883.0,325.0,801.0,930.0,195.0,2.0,0.0,194.0,85.0,66.0,5.0,700.0,453.0,-19.0,255.0,10.0,0.0
54,A027804   ,2023JJ00,0.0,12883.0,1239.0,848.0,14.0,10782.0,1097.0,8664.0,1021.0,0.0,90936.0,19445.0,16548.0,14671.0,112258.0,46909.0,18897.0,4832.0,41620.0,322.0,758.0,886.0,194.0,2.0,0.0,192.0,72.0,62.0,0.0,746.0,500.0,-18.0,251.0,13.0,0.0
55,A027805   ,2013JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35680.0,450.0,0.0,78.0,36052.0,21366.0,4190.0,631.0,9865.0,105.0,0.0,0.0,105.0,0.0,0.0,105.0,0.0,0.0,0.0,,,,,,
56,A027805   ,2014JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35066.0,447.0,0.0,93.0,35419.0,21229.0,4020.0,652.0,9519.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,,,,,,
57,A027805   ,2015JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35680.0,373.0,0.0,50.0,36003.0,21018.0,4100.0,642.0,10244.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,0.0,,,,,,
58,A027805   ,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34681.0,352.0,0.0,332.0,34701.0,20769.0,4445.0,675.0,8811.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,0.0,,,,,,
59,A027805   ,2017JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34787.0,349.0,0.0,332.0,34804.0,20509.0,4514.0,655.0,9126.0,75.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,,,,,,
60,A027805   ,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32091.0,351.0,0.0,332.0,32109.0,19456.0,4134.0,469.0,8051.0,68.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,24.0,,,,,,
61,A027805   ,2019JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32991.0,401.0,0.0,370.0,33021.0,19441.0,4400.0,771.0,8410.0,65.0,0.0,0.0,65.0,0.0,0.0,65.0,0.0,0.0,10.0,175.0,172.0,2.0,0.0,0.0,1.0
62,A027805   ,2020JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32285.0,4597.0,0.0,3985.0,32896.0,19627.0,4408.0,680.0,8181.0,68.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,0.0,169.0,167.0,2.0,0.0,0.0,0.0
63,A027805   ,2021JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28633.0,6017.0,0.0,3187.0,31464.0,18550.0,3878.0,692.0,8344.0,68.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,0.0,167.0,164.0,2.0,0.0,0.0,0.0
64,A027805   ,2022JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28938.0,8131.0,0.0,4662.0,32408.0,19660.0,3770.0,699.0,8280.0,71.0,0.0,0.0,71.0,0.0,0.0,71.0,0.0,0.0,0.0,172.0,169.0,2.0,0.0,0.0,0.0
65,A027805   ,2023JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31445.0,8299.0,0.0,4427.0,35317.0,19968.0,5049.0,697.0,9603.0,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,186.0,184.0,2.0,0.0,0.0,0.0
66,A027806   ,2013JJ00,0.0,18474.0,0.0,1765.0,37.0,16672.0,0.0,15642.0,908.0,123.0,215667.0,31.0,28538.0,272.0,243964.0,134994.0,26933.0,9462.0,72576.0,1027.0,0.0,0.0,1027.0,100.0,0.0,927.0,198.0,116.0,2.0,,,,,,
67,A027806   ,2014JJ00,0.0,19003.0,0.0,1702.0,8.0,17294.0,0.0,16106.0,1221.0,33.0,208432.0,1147.0,30648.0,1607.0,238620.0,131266.0,25478.0,8521.0,73355.0,539.0,0.0,0.0,539.0,25.0,0.0,514.0,208.0,123.0,2.0,,,,,,
68,A027806   ,2015JJ00,0.0,19168.0,0.0,1387.0,9.0,17773.0,0.0,16024.0,1472.0,276.0,215232.0,1433.0,32232.0,2252.0,246644.0,132849.0,34104.0,9089.0,70602.0,644.0,0.0,0.0,644.0,36.0,0.0,608.0,195.0,114.0,0.0,,,,,,
69,A027806   ,2016JJ00,0.0,22209.0,61.0,1780.0,50.0,20318.0,0.0,17195.0,2932.0,191.0,213881.0,245.0,35100.0,3227.0,245999.0,138020.0,28088.0,9201.0,70689.0,606.0,0.0,0.0,606.0,27.0,0.0,579.0,207.0,124.0,0.0,,,,,,
70,A027806   ,2017JJ00,0.0,20031.0,65.0,1487.0,62.0,18417.0,0.0,17109.0,1083.0,225.0,214577.0,411.0,35827.0,2416.0,248399.0,134146.0,31889.0,8817.0,73547.0,592.0,0.0,0.0,592.0,4.0,0.0,588.0,204.0,127.0,0.0,,,,,,
71,A027806   ,2018JJ00,0.0,21760.0,74.0,1848.0,78.0,19761.0,0.0,18176.0,1467.0,118.0,210848.0,2806.0,38164.0,3878.0,247940.0,133541.0,29242.0,8854.0,76304.0,650.0,0.0,0.0,650.0,0.0,0.0,650.0,219.0,134.0,17.0,,,,,,
72,A027806   ,2019JJ00,0.0,20475.0,68.0,1386.0,23.0,18999.0,0.0,17738.0,1135.0,125.0,207926.0,11270.0,36656.0,5941.0,249911.0,138522.0,32025.0,9697.0,69666.0,645.0,0.0,0.0,645.0,3.0,0.0,643.0,214.0,129.0,3.0,1575.0,1113.0,20.0,443.0,-2.0,1.0
73,A027806   ,2020JJ00,0.0,22591.0,41.0,1546.0,96.0,20908.0,0.0,19909.0,766.0,233.0,208290.0,15584.0,41450.0,8692.0,256632.0,143320.0,33243.0,9206.0,70864.0,549.0,0.0,0.0,549.0,6.0,0.0,543.0,235.0,142.0,5.0,1626.0,1123.0,17.0,487.0,-2.0,1.0
74,A027806   ,2021JJ00,0.0,24144.0,90.0,1419.0,47.0,22587.0,0.0,20570.0,1718.0,299.0,204011.0,27267.0,43221.0,14533.0,259966.0,144292.0,33283.0,9302.0,73089.0,667.0,0.0,0.0,667.0,0.0,0.0,667.0,228.0,126.0,2.0,1677.0,1131.0,21.0,526.0,-2.0,1.0
