ID,KenmerkenInstallaties,Perioden,Aankoop_1,ProductieUitSlibgisting_2,AfleveringExtern_3,Afgefakkeld_4,Afgeblazen_5,Totaal_6,VerbruikVoorProductieAardgasEnLNG_7,VerbruikInGasmotorenWKKInstallaties_8,VerbruikVoorOpwarmingSlibgistingstank_9,OverigVerbruik_10,Aankoop_11,ZelfOpgewektViaWindEnZonneEnergie_12,ZelfOpgewektInWKKInstallaties_13,AfleveringExtern_14,Totaal_15,VerbruikBeluchtingZuiveringsproces_16,VerbruikDoorAfvalwatertransportgemalen_17,VerbruikVoorSlibontwatering_18,OverigVerbruik_19,Aankoop_20,ProductieUitBiogas_21,AfleveringExtern_22,Totaal_23,VerbruikGasmotorenVanWKKInstallaties_24,VerbruikVoorSlibontwatering_25,OverigVerbruik_26,ProductieWarmteInWKKInstallaties_27,VerbruikInZuiveringsproces_28,VerbruikVanHuisbrandolie_29,Totaal_30,Elektriciteit_31,Aardgas_32,Biogas_33,Warmte_34,OverigeBrandstoffen_35
258,A049101   ,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.0,0.0,0.0,0.0,1509.0,832.0,217.0,0.0,461.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0
259,A049101   ,2019JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.0,0.0,0.0,0.0,1526.0,828.0,229.0,0.0,469.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0
260,A049101   ,2020JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.0,0.0,0.0,0.0,1533.0,843.0,233.0,0.0,457.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0
261,A049101   ,2021JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.0,99.0,0.0,4.0,1587.0,876.0,238.0,0.0,474.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0
262,A049101   ,2022JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.0,238.0,0.0,163.0,1448.0,819.0,226.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0
263,A049101   ,2023JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.0,221.0,0.0,149.0,1517.0,851.0,272.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0
264,A049102   ,2013JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10755.0,369.0,0.0,77.0,11048.0,5738.0,1631.0,0.0,3679.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,1.0,58.0,58.0,1.0,0.0,0.0,0.0
265,A049102   ,2014JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10087.0,369.0,0.0,92.0,10364.0,5824.0,1455.0,1.0,3085.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0
266,A049102   ,2015JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10249.0,332.0,0.0,50.0,10532.0,5862.0,1735.0,1.0,2935.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0
267,A049102   ,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9621.0,332.0,0.0,332.0,9621.0,5367.0,1541.0,1.0,2712.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,51.0,50.0,0.0,0.0,0.0,0.0
268,A049102   ,2017JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9845.0,332.0,0.0,332.0,9845.0,5348.0,1576.0,0.0,2921.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,52.0,51.0,0.0,0.0,0.0,0.0
269,A049102   ,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10389.0,332.0,0.0,332.0,10389.0,5495.0,1478.0,0.0,3416.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,24.0,56.0,54.0,1.0,0.0,0.0,1.0
270,A049102   ,2019JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9822.0,388.0,0.0,348.0,9861.0,5309.0,1491.0,0.0,3062.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,10.0,52.0,51.0,0.0,0.0,0.0,0.0
271,A049102   ,2020JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9033.0,2436.0,0.0,2373.0,9096.0,5067.0,1472.0,0.0,2557.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0
272,A049102   ,2021JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7613.0,539.0,0.0,342.0,7810.0,4334.0,1251.0,0.0,2225.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0
273,A049102   ,2022JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8401.0,1722.0,0.0,1280.0,8844.0,4682.0,1357.0,0.0,2804.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,47.0,46.0,0.0,0.0,0.0,0.0
274,A049102   ,2023JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8768.0,1987.0,0.0,1503.0,9252.0,4561.0,1699.0,0.0,2992.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,49.0,48.0,0.0,0.0,0.0,0.0
275,A049103   ,2013JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38469.0,346.0,0.0,85.0,38729.0,19678.0,6036.0,216.0,12799.0,162.0,0.0,0.0,162.0,0.0,0.0,162.0,0.0,0.0,0.0,207.0,202.0,4.0,0.0,0.0,0.0
276,A049103   ,2014JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36258.0,317.0,0.0,88.0,36487.0,19709.0,5481.0,140.0,11156.0,99.0,0.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,0.0,194.0,190.0,3.0,0.0,0.0,0.0
277,A049103   ,2015JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39657.0,285.0,0.0,84.0,39857.0,19869.0,7150.0,106.0,12732.0,108.0,0.0,0.0,108.0,0.0,0.0,108.0,0.0,0.0,0.0,224.0,220.0,4.0,0.0,0.0,0.0
278,A049103   ,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40248.0,262.0,0.0,91.0,40419.0,21291.0,6430.0,283.0,12415.0,130.0,0.0,0.0,130.0,0.0,0.0,130.0,0.0,0.0,0.0,204.0,201.0,4.0,0.0,0.0,0.0
279,A049103   ,2017JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41330.0,229.0,0.0,81.0,41478.0,21269.0,6885.0,186.0,13137.0,126.0,0.0,0.0,126.0,0.0,0.0,126.0,0.0,0.0,0.0,209.0,205.0,3.0,0.0,0.0,0.0
280,A049103   ,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36680.0,660.0,0.0,405.0,36936.0,19713.0,5623.0,120.0,11479.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,0.0,196.0,193.0,3.0,0.0,0.0,0.0
281,A049103   ,2019JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34970.0,1026.0,0.0,554.0,35442.0,19344.0,5939.0,99.0,10060.0,97.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0,0.0,0.0,188.0,185.0,3.0,0.0,0.0,0.0
282,A049103   ,2020JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34887.0,4446.0,0.0,3062.0,36270.0,19404.0,6009.0,0.0,10856.0,97.0,0.0,0.0,97.0,0.0,0.0,97.0,0.0,0.0,0.0,193.0,189.0,3.0,0.0,0.0,0.0
283,A049103   ,2021JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34731.0,7937.0,0.0,5223.0,37445.0,19978.0,6360.0,0.0,11107.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,0.0,199.0,195.0,3.0,0.0,0.0,0.0
284,A049103   ,2022JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30965.0,10662.0,0.0,7014.0,34613.0,18941.0,5512.0,0.0,10161.0,83.0,0.0,0.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,183.0,181.0,3.0,0.0,0.0,0.0
285,A049103   ,2023JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33976.0,10169.0,0.0,6505.0,37640.0,19216.0,7270.0,0.0,11154.0,78.0,0.0,0.0,78.0,0.0,0.0,78.0,0.0,0.0,0.0,199.0,196.0,2.0,0.0,0.0,0.0
286,A049104   ,2013JJ00,0.0,3145.0,16.0,267.0,0.0,2862.0,298.0,1791.0,342.0,431.0,90557.0,46.0,3450.0,0.0,94054.0,44634.0,15512.0,1914.0,31994.0,759.0,175.0,175.0,759.0,65.0,0.0,694.0,22.0,15.0,0.0,558.0,473.0,18.0,67.0,0.0,1.0
287,A049104   ,2014JJ00,0.0,3773.0,33.0,267.0,1.0,3472.0,157.0,2574.0,315.0,426.0,87643.0,1109.0,5299.0,1306.0,92745.0,44645.0,14846.0,1745.0,31509.0,679.0,75.0,75.0,679.0,144.0,0.0,534.0,32.0,18.0,31.0,558.0,456.0,19.0,81.0,0.0,2.0
288,A049104   ,2015JJ00,0.0,3748.0,5.0,548.0,0.0,3196.0,34.0,2320.0,422.0,419.0,88840.0,1390.0,5138.0,1470.0,93898.0,43161.0,16448.0,1812.0,32477.0,648.0,20.0,20.0,648.0,171.0,0.0,476.0,28.0,13.0,18.0,542.0,447.0,20.0,74.0,0.0,1.0
289,A049104   ,2016JJ00,0.0,3238.0,0.0,351.0,172.0,2715.0,149.0,1853.0,336.0,377.0,87415.0,176.0,3780.0,339.0,91032.0,44192.0,15126.0,1818.0,29896.0,462.0,85.0,85.0,462.0,9.0,0.0,453.0,22.0,13.0,24.0,543.0,466.0,12.0,63.0,0.0,1.0
290,A049104   ,2017JJ00,0.0,2304.0,0.0,311.0,2.0,1991.0,213.0,925.0,487.0,365.0,90025.0,219.0,1629.0,3.0,91869.0,43560.0,16226.0,1272.0,30812.0,466.0,154.0,154.0,466.0,1.0,0.0,466.0,12.0,8.0,0.0,543.0,482.0,14.0,46.0,0.0,1.0
291,A049104   ,2018JJ00,0.0,2227.0,0.0,222.0,0.0,2005.0,241.0,946.0,384.0,434.0,89291.0,966.0,1626.0,99.0,91784.0,45987.0,14617.0,1315.0,29865.0,544.0,168.0,168.0,544.0,19.0,0.0,525.0,12.0,9.0,0.0,530.0,471.0,12.0,47.0,0.0,1.0
292,A049104   ,2019JJ00,0.0,1926.0,0.0,259.0,0.0,1666.0,198.0,656.0,263.0,548.0,91289.0,2245.0,1257.0,994.0,93797.0,45976.0,15709.0,1231.0,30881.0,564.0,145.0,145.0,564.0,0.0,0.0,564.0,9.0,4.0,0.0,536.0,483.0,13.0,39.0,0.0,1.0
293,A049104   ,2020JJ00,0.0,2367.0,0.0,327.0,0.0,2041.0,222.0,875.0,441.0,504.0,89001.0,7226.0,1683.0,4102.0,93808.0,46908.0,16418.0,1308.0,29173.0,487.0,157.0,157.0,487.0,0.0,0.0,487.0,11.0,4.0,18.0,540.0,481.0,10.0,48.0,0.0,1.0
294,A049104   ,2021JJ00,0.0,2096.0,0.0,395.0,0.0,1701.0,241.0,1099.0,300.0,61.0,87558.0,13895.0,1894.0,7777.0,95570.0,46678.0,16338.0,1060.0,31494.0,423.0,171.0,171.0,423.0,0.0,0.0,423.0,13.0,4.0,0.0,537.0,489.0,8.0,40.0,0.0,1.0
295,A049104   ,2022JJ00,0.0,1246.0,0.0,304.0,0.0,942.0,0.0,815.0,128.0,0.0,85460.0,18764.0,1534.0,11550.0,94208.0,46639.0,15878.0,1023.0,30668.0,301.0,0.0,0.0,301.0,13.0,0.0,288.0,9.0,3.0,0.0,516.0,484.0,10.0,22.0,0.0,0.0
296,A049104   ,2023JJ00,0.0,1217.0,0.0,252.0,0.0,965.0,0.0,771.0,194.0,0.0,90512.0,18601.0,1338.0,11166.0,99285.0,45581.0,20252.0,992.0,32461.0,228.0,0.0,0.0,228.0,0.0,0.0,228.0,8.0,2.0,0.0,541.0,511.0,7.0,22.0,0.0,0.0
297,A049105   ,2013JJ00,0.0,11691.0,811.0,846.0,65.0,9968.0,0.0,9178.0,443.0,347.0,120690.0,374.0,18266.0,519.0,138812.0,67234.0,18225.0,5012.0,48340.0,1078.0,0.0,0.0,1078.0,456.0,0.0,622.0,112.0,80.0,23.0,896.0,629.0,33.0,232.0,0.0,1.0
298,A049105   ,2014JJ00,0.0,9707.0,864.0,848.0,104.0,7891.0,0.0,7401.0,413.0,77.0,118169.0,374.0,14822.0,384.0,132980.0,63590.0,16906.0,5119.0,47365.0,978.0,0.0,0.0,978.0,464.0,0.0,514.0,96.0,70.0,2.0,832.0,617.0,31.0,184.0,0.0,0.0
299,A049105   ,2015JJ00,0.0,9197.0,569.0,727.0,4.0,7897.0,0.0,7403.0,247.0,247.0,116153.0,558.0,14773.0,544.0,130939.0,61527.0,18454.0,4959.0,45999.0,1017.0,0.0,0.0,1017.0,366.0,6.0,645.0,97.0,62.0,0.0,841.0,624.0,33.0,184.0,0.0,0.0
300,A049105   ,2016JJ00,0.0,9594.0,603.0,790.0,5.0,8196.0,0.0,7908.0,253.0,35.0,123305.0,634.0,15149.0,3532.0,135556.0,61846.0,19498.0,5389.0,48823.0,521.0,0.0,0.0,521.0,45.0,0.0,476.0,100.0,61.0,0.0,850.0,642.0,17.0,191.0,0.0,0.0
301,A049105   ,2017JJ00,0.0,11863.0,909.0,1454.0,0.0,9500.0,0.0,9161.0,224.0,115.0,125221.0,800.0,17456.0,3784.0,139694.0,65172.0,21619.0,4231.0,48672.0,493.0,0.0,0.0,493.0,14.0,0.0,479.0,116.0,70.0,0.0,893.0,651.0,16.0,221.0,4.0,0.0
302,A049105   ,2018JJ00,0.0,11314.0,619.0,989.0,1.0,9705.0,0.0,9072.0,615.0,18.0,126056.0,843.0,17702.0,3768.0,140833.0,68434.0,19198.0,3871.0,49330.0,596.0,0.0,0.0,596.0,9.0,0.0,588.0,116.0,73.0,2.0,894.0,643.0,19.0,226.0,6.0,0.0
303,A049105   ,2019JJ00,0.0,12818.0,742.0,930.0,0.0,11146.0,0.0,10698.0,385.0,63.0,124348.0,2674.0,19666.0,4087.0,142601.0,68788.0,21076.0,4805.0,47932.0,503.0,0.0,94.0,409.0,10.0,0.0,400.0,135.0,74.0,2.0,917.0,642.0,13.0,260.0,2.0,0.0
304,A049105   ,2020JJ00,0.0,12759.0,753.0,778.0,2.0,11226.0,27.0,10760.0,439.0,0.0,119640.0,4621.0,21252.0,6357.0,139156.0,67642.0,20939.0,4474.0,46101.0,506.0,0.0,104.0,402.0,10.0,0.0,392.0,123.0,75.0,2.0,892.0,615.0,13.0,262.0,2.0,0.0
305,A049105   ,2021JJ00,0.0,14845.0,762.0,764.0,2.0,13316.0,2208.0,10087.0,414.0,607.0,120452.0,14583.0,19867.0,11089.0,143812.0,67634.0,21884.0,4499.0,49795.0,669.0,1226.0,132.0,1763.0,10.0,0.0,1754.0,115.0,70.0,2.0,977.0,647.0,17.0,310.0,3.0,0.0
306,A049105   ,2022JJ00,0.0,13466.0,683.0,706.0,0.0,12078.0,2037.0,9084.0,717.0,240.0,116078.0,22349.0,18244.0,15239.0,141432.0,65894.0,19763.0,4568.0,51207.0,463.0,1417.0,1546.0,333.0,5.0,0.0,328.0,111.0,64.0,2.0,890.0,643.0,-34.0,281.0,0.0,0.0
307,A049105   ,2023JJ00,0.0,13288.0,598.0,656.0,0.0,12034.0,2091.0,9353.0,443.0,146.0,123754.0,20804.0,18726.0,14153.0,149131.0,64707.0,25193.0,4739.0,54492.0,431.0,1486.0,1614.0,302.0,5.0,0.0,297.0,111.0,65.0,6.0,924.0,681.0,-37.0,280.0,0.0,0.0
308,A049106   ,2013JJ00,0.0,44667.0,76.0,3387.0,16.0,41188.0,1524.0,36028.0,984.0,2652.0,190486.0,5.0,70285.0,5781.0,254994.0,118954.0,27862.0,15575.0,92603.0,1026.0,924.0,939.0,1011.0,468.0,43.0,499.0,432.0,298.0,32.0,1931.0,964.0,3.0,960.0,3.0,1.0
309,A049106   ,2014JJ00,0.0,43550.0,45.0,3553.0,98.0,39854.0,1132.0,37400.0,824.0,498.0,185133.0,59.0,72985.0,4536.0,253641.0,117714.0,26462.0,16170.0,93295.0,491.0,927.0,938.0,480.0,107.0,27.0,346.0,440.0,319.0,28.0,1868.0,943.0,-14.0,929.0,9.0,1.0
310,A049106   ,2015JJ00,0.0,44237.0,0.0,3547.0,73.0,40617.0,914.0,37761.0,1470.0,472.0,193727.0,64.0,78921.0,7152.0,265560.0,121265.0,34118.0,17165.0,93013.0,682.0,713.0,725.0,670.0,166.0,25.0,479.0,434.0,307.0,37.0,1928.0,966.0,-1.0,946.0,9.0,9.0
311,A049106   ,2016JJ00,0.0,48270.0,61.0,3566.0,52.0,44591.0,1185.0,40139.0,2299.0,968.0,192549.0,56.0,81360.0,7380.0,266585.0,122261.0,32106.0,19579.0,92640.0,627.0,876.0,888.0,615.0,122.0,30.0,463.0,485.0,324.0,35.0,1977.0,927.0,-8.0,1039.0,9.0,10.0
312,A049106   ,2017JJ00,0.0,50049.0,65.0,3588.0,126.0,46271.0,1489.0,40883.0,3777.0,122.0,194716.0,95.0,83841.0,6425.0,272227.0,116978.0,34436.0,16304.0,104508.0,583.0,975.0,987.0,571.0,88.0,19.0,464.0,474.0,326.0,0.0,2064.0,947.0,18.0,1078.0,13.0,7.0
313,A049106   ,2018JJ00,0.0,51426.0,74.0,3846.0,218.0,47288.0,2728.0,40189.0,4074.0,297.0,187571.0,2231.0,84555.0,9150.0,265208.0,110593.0,30991.0,15299.0,108324.0,944.0,2032.0,2044.0,933.0,19.0,23.0,891.0,479.0,325.0,15.0,2002.0,916.0,-35.0,1102.0,13.0,7.0
314,A049106   ,2019JJ00,0.0,51868.0,68.0,4890.0,69.0,46841.0,3386.0,39388.0,4006.0,60.0,181043.0,11525.0,87335.0,11798.0,268105.0,121963.0,34191.0,17073.0,94878.0,1079.0,2174.0,2185.0,1067.0,31.0,29.0,1008.0,466.0,292.0,48.0,2020.0,944.0,-35.0,1091.0,11.0,9.0
315,A049106   ,2020JJ00,0.0,53387.0,41.0,3911.0,122.0,49313.0,2970.0,43376.0,2283.0,683.0,185274.0,15817.0,94654.0,17624.0,278121.0,133008.0,36603.0,15905.0,92604.0,989.0,2051.0,2061.0,978.0,9.0,10.0,959.0,495.0,337.0,8.0,2089.0,958.0,-34.0,1149.0,10.0,7.0
316,A049106   ,2021JJ00,0.0,59781.0,55.0,4445.0,76.0,55204.0,3223.0,48324.0,3506.0,152.0,171622.0,23950.0,100161.0,20495.0,275238.0,131883.0,35999.0,16622.0,90734.0,1021.0,2138.0,2138.0,1021.0,12.0,9.0,1001.0,528.0,322.0,2.0,2185.0,914.0,-35.0,1286.0,10.0,10.0
317,A049106   ,2022JJ00,0.0,59889.0,1316.0,4241.0,67.0,54265.0,3351.0,47264.0,2818.0,831.0,159737.0,31756.0,100888.0,27242.0,265139.0,125850.0,32114.0,15865.0,91310.0,892.0,2291.0,2302.0,882.0,3.0,7.0,872.0,541.0,363.0,29.0,2088.0,857.0,-45.0,1264.0,9.0,1.0
318,A049106   ,2023JJ00,0.0,57929.0,2447.0,3074.0,62.0,52346.0,2865.0,46168.0,2414.0,899.0,173002.0,35440.0,100098.0,29579.0,278960.0,125595.0,40172.0,16515.0,96679.0,494.0,1970.0,1977.0,487.0,72.0,6.0,409.0,515.0,328.0,0.0,2127.0,934.0,-47.0,1220.0,13.0,7.0
319,A049107   ,2013JJ00,0.0,50363.0,10444.0,1376.0,1.0,38542.0,0.0,37868.0,445.0,228.0,150846.0,191.0,77790.0,1127.0,227700.0,83663.0,31242.0,11411.0,101384.0,809.0,0.0,0.0,809.0,217.0,0.0,592.0,456.0,337.0,26.0,1765.0,783.0,26.0,898.0,58.0,1.0
320,A049107   ,2014JJ00,0.0,50981.0,10729.0,1900.0,1.0,38351.0,0.0,37075.0,1061.0,215.0,143994.0,190.0,80209.0,1439.0,222954.0,86926.0,25377.0,10902.0,99749.0,369.0,0.0,0.0,369.0,102.0,0.0,267.0,442.0,330.0,11.0,1704.0,745.0,12.0,894.0,53.0,0.0
321,A049107   ,2015JJ00,0.0,49715.0,9686.0,2584.0,5.0,37440.0,0.0,35672.0,1195.0,574.0,147793.0,191.0,80449.0,2223.0,226210.0,89496.0,25907.0,11257.0,99550.0,598.0,0.0,0.0,598.0,208.0,0.0,391.0,422.0,286.0,13.0,1688.0,761.0,19.0,872.0,35.0,1.0
322,A049107   ,2016JJ00,0.0,54120.0,9325.0,5385.0,349.0,39060.0,0.0,36384.0,2470.0,207.0,153870.0,190.0,81562.0,3513.0,232110.0,95692.0,28721.0,12470.0,95227.0,576.0,0.0,0.0,576.0,107.0,7.0,462.0,444.0,330.0,5.0,1750.0,786.0,18.0,910.0,35.0,0.0
323,A049107   ,2017JJ00,0.0,52619.0,7797.0,7364.0,550.0,36907.0,0.0,34271.0,2331.0,305.0,162729.0,189.0,73971.0,2925.0,233964.0,96868.0,28971.0,13349.0,94775.0,401.0,0.0,0.0,401.0,86.0,0.0,315.0,395.0,269.0,4.0,1773.0,835.0,13.0,860.0,65.0,0.0
324,A049107   ,2018JJ00,0.0,51086.0,10428.0,6222.0,19.0,34417.0,0.0,31407.0,2656.0,354.0,162252.0,751.0,72448.0,3538.0,231913.0,96488.0,29027.0,12040.0,94358.0,348.0,138.0,138.0,348.0,32.0,0.0,316.0,387.0,685.0,126.0,2165.0,832.0,7.0,802.0,518.0,5.0
325,A049107   ,2019JJ00,0.0,58152.0,13590.0,5981.0,7.0,38574.0,2288.0,33269.0,2426.0,591.0,164048.0,4288.0,72874.0,4326.0,236883.0,97360.0,30134.0,13096.0,96293.0,619.0,1445.0,1445.0,619.0,37.0,0.0,583.0,458.0,721.0,3.0,2234.0,856.0,-26.0,899.0,505.0,0.0
326,A049107   ,2020JJ00,0.0,61325.0,16316.0,4773.0,7.0,40230.0,7563.0,29184.0,2379.0,1104.0,172942.0,5781.0,62002.0,5075.0,235650.0,97877.0,29448.0,11978.0,96347.0,1219.0,4537.0,4537.0,1219.0,203.0,4.0,1013.0,356.0,311.0,39.0,1777.0,906.0,-105.0,937.0,49.0,-10.0
327,A049107   ,2021JJ00,0.0,60605.0,9247.0,4808.0,3.0,46547.0,18353.0,24568.0,3248.0,378.0,178161.0,8494.0,55033.0,6033.0,235654.0,100498.0,27315.0,10404.0,97437.0,1780.0,11728.0,11733.0,1775.0,644.0,2.0,1129.0,349.0,277.0,58.0,1772.0,943.0,-315.0,1085.0,54.0,5.0
328,A049107   ,2022JJ00,0.0,57602.0,9120.0,1716.0,11.0,46754.0,24218.0,19378.0,3159.0,0.0,186289.0,12476.0,40808.0,7901.0,231672.0,99968.0,25594.0,10732.0,95377.0,1283.0,15552.0,15544.0,1291.0,157.0,0.0,1134.0,236.0,234.0,4.0,1707.0,996.0,-451.0,1089.0,71.0,1.0
329,A049107   ,2023JJ00,0.0,58261.0,5613.0,2311.0,6.0,50331.0,28995.0,16547.0,4243.0,546.0,209565.0,24612.0,35296.0,17523.0,251949.0,101563.0,31069.0,10778.0,108539.0,705.0,18496.0,18496.0,705.0,69.0,0.0,635.0,195.0,201.0,2.0,1819.0,1131.0,-563.0,1173.0,77.0,1.0
