ID,RegioS,Perioden,TotaalMetWoningen_1,ZonderVerzorging_2,MetVerzorging_3,ZowelMetAlsZonderVerzorging_4,TotaalWoningenVoorOuderen_5,TotaalZonderVerzorgingVerzorgingshuis_6,Eenkamerwoningen_7,Tweekamerwoningen_8,Driekamerwoningen_9,TotaalMetVerzorgingVerzorgingshuis_10,Eenkamerwoningen_11,Tweekamerwoningen_12,Driekamerwoningen_13,TotaalAantalVerzorgingshuizen_14,KortdurendeOpnamen_15,DagverzorgingOpvang_16,NachtverzorgingOpvang_17,Maaltijdverstrekking_18,AansluitingOpAlarmsysteem_19,TotaalAantalBewoners_20,JongerDan65Jaar_21,k_6569Jaar_22,k_7074Jaar_23,k_7579Jaar_24,k_8084Jaar_25,k_8589Jaar_26,k_9094Jaar_27,k_95JaarEnOuder_28,TotaalBijgekomenBewoners_29,Mannen_30,Vrouwen_31,TotaalVertrokkenBewoners_32,Mannen_33,Vrouwen_34,TotaalOverledenBewoners_35,Mannen_36,Vrouwen_37,TotaalBijgekomen_38,EigenOmgeving_39,WoningBehorendBijVerzorgingshuis_40,ZiekenhuisOfPsychiatrischZiekenhuis_41,AnderVerzorgingshuis_42,Verpleeghuis_43,TotaalVertrokken_44,EigenWoning_45,PsychiatrischZiekenhuis_46,AnderVerzorgingshuis_47,Verpleeghuis_48,AantalPersonen_49,AantalVerzorgingsdagen_50,AantalPersonen_51,UitAanleunwoningen_52,AantalPersonen_53,UitAanleunwoningen_54,GemiddeldPerDag_55,VoorBewonersUitAanleunwoningen_56,AantalAangeslotenWoningen_57,Aanleunwoningen_58,TotaalFteS_59,AlgemeenBeheer_60,Huishouding_61,GeestelijkeEnCultureleZorg_62,TuinTechniekOnderhoud_63,TotaalVerzorging_64,Verpleegkundigen_65,Ziekenverzorgenden_66,Bejaardenverzorgenden_67,BejaardenhelpendenI_68,BejaardenhelpendenII_69,Verzorgingshulpen_70,PersoneelInOpleiding_71,OverigVerzorgendPersoneel_72,Maaltijdverstrekking_73,OverigWerksoorten_74,TotaalMetVolledigeWeektaak_75,AlgemeenBeheer_76,Huishouding_77,GeestelijkeEnCultureleZorg_78,TuinTechniekOnderhoud_79,TotaalVerzorging_80,Verpleegkundigen_81,Ziekenverzorgenden_82,Bejaardenverzorgenden_83,BejaardenhelpendenI_84,BejaardenhelpendenII_85,Verzorgingshulpen_86,PersoneelInOpleiding_87,OverigVerzorgendPersoneel_88,Maaltijdverstrekking_89,OverigeWerksoorten_90,TotaalMetGedeeltelijkeWeektaak_91,AlgemeenBeheer_92,Huishouding_93,GeestelijkeEnCultureleZorg_94,TuinTechniekOnderhoud_95,TotaalVerzorging_96,Verpleegkundigen_97,Ziekenverzorgenden_98,Bejaardenverzorgenden_99,BejaardenhelpendenI_100,BejaardenhelpendenII_101,Verzorgingshulpen_102,PersoneelInOpleiding_103,OverigVerzorgendPersoneel_104,Maaltijdverstrekking_105,OverigeWerksoorten_106,AantalOproepkrachten_107,UitbetaaldeUren_108,AantalPersonenNietInLoondienst_109,UitbetaaldeUren_110,AantalUitzendkrachten_111,UitbetaaldeUren_112,AantalOverigeUitzendkrachten_113,UitbetaaldeUren_114,AantalBanenpoolers_115,UitbetaaldeUren_116,AantalOverigePersoneelsleden_117,UitbetaaldeUren_118,VerzorgingshuizenMetVrijwilligers_119,AantalVrijwilligers_120,AantalGewerkteUren_121,AantalStagiaires_122,AantalGewerkteUren_123,TotaalKosten_124,SalarissenEnVergoedingen_125,SocialeLastenAnderePersoneelskosten_126,Voeding_127,HotelmatigeKosten_128,AlgemeneKosten_129,BewonergebondenKosten_130,Energie_131,OverigeTerreinEnGebouwgebKosten_132,AfschrijvingenHuurLeasing_133,Overboekingsrekening_134,DiverseLasten_135,KostenPerBewonersplaats_136,TotaalOpbrengsten_137,DienstenAanDerden_138,EigenBijdragen_139,Subsidies_140,BijzondereVergoedingen_141,OverigeOpbrengsten_142,Exploitatiesaldo_143
47,PV24  ,1997JJ00,7.0,6.0,0.0,1.0,338.0,329.0,61.0,195.0,73.0,10.0,1.0,6.0,3.0,11,100.0,36.0,9.0,91.0,64.0,986,0,1,6,17,32,28,12,3,183.0,63,120,52.0,17,35,151.0,50,101,183,89,5,0,1,5,52,5,2,12,81,1061.0,9520.0,100.0,7.0,2.0,0.0,473.0,81.0,488.0,332.0,436,55,44,13,14,226,22,47,98,11,11,17,3,17,76,8,101,19,6,1,9,36,,,,,,,,,28,1,720,78,98,27,8,375,0,0,0,0,0,0,0,0,112,24,225.0,71379.0,89.0,10183.0,72.0,3453.0,6.0,528.0,11.0,5911.0,1.0,291.0,10.0,427.0,29637.0,85.0,20147.0,20.9,9.4,2.3,1.2,0.5,1.0,0.1,0.8,0.6,4.5,0.2,0.0,21.1,21.4,0.4,0.0,20.1,0.5,0.3,0.5
48,PV24  ,1998JJ00,7.0,1.0,1.0,5.0,532.0,431.0,8.0,330.0,93.0,101.0,6.0,76.0,19.0,12,100.0,42.0,17.0,92.0,58.0,1033,0,1,5,12,27,31,19,5,246.0,67,179,75.0,18,57,186.0,54,132,246,85,7,2,4,3,74,4,1,13,82,295.0,9020.0,126.0,14.0,8.0,5.0,558.0,144.0,463.0,383.0,504,47,63,15,17,283,23,51,128,19,11,17,3,31,71,10,120,16,9,3,12,52,6.0,10.0,24.0,2.0,1.0,2.0,0.0,7.0,26,2,761,63,118,25,8,425,35,75,174,33,30,28,4,46,107,16,236.0,54876.0,207.0,35224.0,145.0,10237.0,39.0,2890.0,19.0,20317.0,3.0,1780.0,11.0,495.0,44648.0,122.0,32603.0,25.2,11.9,3.1,1.5,0.6,1.3,0.1,0.9,0.7,4.9,0.1,0.1,23.3,25.4,0.6,0.0,23.6,0.5,0.6,0.1
49,PV24  ,1999JJ00,,,,,,,,,,,,,,12,,,,,,1018,0,1,4,12,25,32,20,6,249.0,69,180,61.0,11,50,226.0,63,163,249,88,5,0,2,4,61,2,0,26,72,,,,,,,,,,,530,42,70,15,15,302,22,69,131,20,12,16,5,27,65,22,124,14,12,0,12,62,5.0,14.0,32.0,1.0,0.0,0.0,0.0,10.0,24,0,760,52,119,23,12,418,32,99,170,27,18,30,9,33,95,41,,,,,,,,,,,,,,,,,,26.5,11.9,3.7,2.0,0.7,1.3,0.1,0.9,1.7,5.1,0.0,0.1,24.6,26.6,0.7,0.1,24.5,0.7,0.6,0.1
50,PV25  ,1995JJ00,101.0,78.0,11.0,12.0,3738.0,3202.0,162.0,1988.0,1051.0,536.0,106.0,213.0,217.0,196,88.0,41.0,26.0,76.0,61.0,14310,0,2,6,14,27,30,17,4,2862.0,757,2105,0.0,0,0,0.0,0,0,2861,83,5,4,2,6,783,12,6,11,71,3520.0,200288.0,1462.0,11.0,102.0,0.0,7566.0,1094.0,4458.0,3103.0,5877,461,854,205,207,3170,321,742,1634,188,44,99,13,128,856,125,1828,213,200,21,149,782,,,,,,,,,443,20,7940,562,1279,381,113,4502,0,0,0,0,0,0,0,0,882,221,2806.0,977266.0,656.0,260919.0,109.0,10562.0,68.0,10796.0,249.0,215084.0,35.0,6908.0,177.0,7450.0,612048.0,1779.0,723540.0,280.7,128.1,36.0,22.4,7.1,14.1,1.6,10.3,8.8,53.5,-1.7,0.3,18.3,280.3,7.2,117.2,146.8,5.0,4.2,-0.3
51,PV25  ,1996JJ00,117.0,76.0,14.0,27.0,4401.0,3653.0,192.0,2077.0,1384.0,749.0,47.0,407.0,295.0,195,83.0,40.0,27.0,69.0,58.0,13728,0,1,6,13,27,30,17,5,3055.0,814,2241,0.0,0,0,0.0,0,0,3055,84,6,3,2,5,795,8,4,12,76,3677.0,99572.0,1509.0,39.0,52.0,0.0,7704.0,1288.0,5064.0,3280.0,5893,461,876,200,194,3222,313,746,1654,171,59,103,17,158,796,143,1666,217,187,19,139,694,,,,,,,,,386,25,8121,515,1346,368,105,4686,0,0,0,0,0,0,0,0,843,258,2648.0,924819.0,693.0,280150.0,183.0,23198.0,26.0,6416.0,239.0,218198.0,47.0,14550.0,165.0,8229.0,638395.0,1680.0,615758.0,289.4,130.9,36.8,21.7,6.8,13.0,2.0,11.2,12.6,54.6,-0.5,0.4,19.6,287.8,8.3,115.6,152.6,6.0,5.3,-1.6
52,PV25  ,1997JJ00,115.0,70.0,11.0,34.0,4442.0,3821.0,227.0,2304.0,1290.0,621.0,100.0,311.0,210.0,193,89.0,40.0,18.0,71.0,63.0,13687,0,1,5,13,27,30,18,5,3026.0,783,2243,864.0,175,689,2480.0,702,1778,3026,83,5,3,4,4,864,8,4,13,75,3881.0,112238.0,1510.0,98.0,155.0,14.0,6856.0,931.0,5342.0,3560.0,6150,488,924,201,195,3360,307,781,1716,174,52,108,27,195,811,172,1649,229,188,23,138,669,,,,,,,,,378,24,8548,557,1392,349,110,4925,0,0,0,0,0,0,0,0,916,300,2444.0,776864.0,732.0,338953.0,330.0,34531.0,69.0,12544.0,262.0,252381.0,71.0,39497.0,179.0,8620.0,637480.0,1606.0,464639.0,294.8,134.0,38.1,21.6,7.2,13.8,1.6,11.2,9.5,57.1,-0.6,1.2,20.9,296.0,8.8,1.6,274.1,6.6,4.9,1.1
53,PV25  ,1998JJ00,112.0,47.0,6.0,59.0,5649.0,4953.0,129.0,3114.0,1710.0,696.0,28.0,404.0,264.0,189,91.0,42.0,19.0,75.0,68.0,13260,0,1,5,13,26,31,18,5,3223.0,816,2407,757.0,150,607,2547.0,722,1825,3223,83,5,3,5,4,757,11,1,11,76,4131.0,125885.0,1870.0,199.0,347.0,84.0,7505.0,1641.0,6381.0,5609.0,6417,522,887,215,188,3617,294,849,1764,185,79,143,44,259,808,183,1682,219,186,31,133,708,65.0,141.0,347.0,21.0,17.0,26.0,5.0,85.0,368,36,8960,635,1431,373,92,5222,427,1321,2453,298,119,234,59,311,921,286,2062.0,661325.0,1096.0,411830.0,575.0,71469.0,213.0,10916.0,248.0,298950.0,60.0,30493.0,180.0,8751.0,807610.0,1442.0,498705.0,314.9,144.1,41.2,22.6,7.9,15.2,2.0,11.2,9.8,60.1,-0.6,1.3,22.7,315.9,9.5,1.0,291.7,7.2,6.4,0.9
54,PV25  ,1999JJ00,,,,,,,,,,,,,,189,,,,,,13357,0,1,5,13,24,32,19,5,3255.0,858,2397,797.0,166,631,2643.0,722,1921,3255,86,6,2,3,5,797,2,2,16,80,,,,,,,,,,,6612,509,858,216,184,3810,260,853,1769,222,90,189,61,366,800,234,1595,205,156,16,134,750,43.0,144.0,418.0,13.0,8.0,13.0,8.0,103.0,325,9,9574,646,1435,355,92,5530,391,1340,2462,344,142,319,57,475,1080,436,,,,,,,,,,,,,,,,,,336.9,152.6,49.1,24.9,8.7,15.9,2.1,11.1,21.5,61.4,-0.6,1.4,24.2,338.1,9.4,1.9,306.3,10.2,10.2,1.2
55,PV26  ,1995JJ00,66.0,55.0,4.0,7.0,3602.0,3087.0,157.0,2226.0,704.0,515.0,21.0,437.0,58.0,92,95.0,47.0,8.0,82.0,77.0,8047,0,1,4,13,26,32,18,5,1706.0,435,1271,0.0,0,0,0.0,0,0,1706,82,8,3,4,3,343,11,2,15,72,1604.0,38993.0,768.0,1045.0,27.0,0.0,2405.0,674.0,4625.0,3288.0,3357,294,474,76,111,1917,215,372,746,183,91,115,42,153,430,54,1309,134,134,17,93,639,,,,,,,,,269,25,4250,379,726,129,37,2496,0,0,0,0,0,0,0,0,406,77,1183.0,325592.0,785.0,166167.0,471.0,55566.0,26.0,4466.0,91.0,64764.0,81.0,20006.0,88.0,3506.0,416220.0,610.0,156706.0,164.8,73.8,19.4,12.7,4.7,8.2,0.8,5.9,4.9,34.8,-1.0,0.5,18.1,164.7,4.7,70.5,85.9,2.2,1.5,0.0
56,PV26  ,1996JJ00,63.0,43.0,4.0,16.0,3308.0,2912.0,63.0,2045.0,804.0,396.0,24.0,298.0,74.0,90,88.0,38.0,5.0,68.0,69.0,7127,0,2,4,12,25,32,19,6,1532.0,385,1147,0.0,0,0,0.0,0,0,1532,80,10,4,4,2,365,5,1,25,69,1443.0,36897.0,837.0,68.0,14.0,0.0,2457.0,683.0,4996.0,3548.0,3022,264,441,75,110,1719,183,385,659,143,81,113,34,120,365,49,1028,116,121,10,88,462,,,,,,,,,219,13,4156,377,693,130,49,2448,0,0,0,0,0,0,0,0,359,98,1678.0,330749.0,872.0,157745.0,554.0,26615.0,78.0,13082.0,97.0,88305.0,33.0,13364.0,80.0,3482.0,380984.0,645.0,151023.0,160.1,71.5,19.0,12.1,4.4,7.1,0.9,5.9,5.1,33.4,-0.1,0.7,20.5,159.5,5.0,65.8,83.4,2.9,2.5,-0.6
57,PV26  ,1997JJ00,63.0,40.0,5.0,18.0,3583.0,3130.0,107.0,2256.0,767.0,453.0,25.0,337.0,91.0,92,93.0,37.0,4.0,71.0,71.0,7415,0,1,5,11,25,32,19,6,1580.0,400,1180,394.0,66,328,1439.0,385,1054,1580,84,7,4,2,3,394,8,3,13,76,1529.0,42131.0,872.0,81.0,41.0,1.0,2785.0,729.0,4855.0,3590.0,3355,301,483,73,112,1919,203,402,787,150,92,120,37,128,404,64,1076,118,120,10,86,488,,,,,,,,,235,19,4600,449,745,126,56,2685,0,0,0,0,0,0,0,0,432,107,1592.0,321113.0,1010.0,171422.0,751.0,48084.0,102.0,17570.0,101.0,91326.0,56.0,14442.0,90.0,3954.0,440230.0,625.0,142655.0,164.4,72.6,21.0,11.6,4.5,8.1,1.0,6.1,5.6,33.4,-0.1,0.8,21.1,165.2,3.2,0.5,156.2,3.1,2.2,0.7
58,PV26  ,1998JJ00,59.0,13.0,3.0,43.0,3826.0,3262.0,70.0,2615.0,577.0,564.0,22.0,364.0,178.0,91,93.0,42.0,4.0,68.0,68.0,6640,0,1,5,12,25,32,20,6,1485.0,389,1096,348.0,75,273,1320.0,361,959,1484,82,7,2,6,3,349,13,2,14,72,1763.0,54066.0,850.0,98.0,36.0,7.0,2872.0,843.0,4440.0,3475.0,3215,251,423,93,100,1866,153,372,840,126,62,93,36,185,390,94,913,102,92,15,72,424,40.0,69.0,199.0,20.0,16.0,14.0,4.0,63.0,185,23,4437,368,694,146,50,2580,218,572,1086,203,88,167,43,200,448,160,1062.0,277131.0,533.0,216037.0,349.0,78794.0,48.0,9142.0,99.0,114545.0,37.0,13550.0,86.0,3502.0,393052.0,681.0,189692.0,161.6,71.1,21.0,11.8,4.4,8.4,1.0,5.6,5.9,31.7,-0.2,1.0,22.7,162.4,3.4,0.4,151.1,4.0,3.4,0.8
59,PV26  ,1999JJ00,,,,,,,,,,,,,,89,,,,,,6578,0,1,4,12,23,32,20,6,1650.0,396,1254,367.0,80,287,1383.0,370,1013,1650,86,6,2,2,5,367,8,0,13,80,,,,,,,,,,,3355,256,451,94,100,1948,141,384,811,164,80,130,44,193,410,96,920,100,86,4,74,443,28.0,79.0,221.0,29.0,14.0,11.0,2.0,59.0,203,10,4672,360,751,152,47,2709,213,562,1067,247,112,213,53,242,499,154,,,,,,,,,,,,,,,,,,170.1,75.5,24.5,12.5,4.7,8.1,1.0,5.4,11.2,31.9,-0.2,1.0,24.6,170.6,4.0,1.0,155.7,5.5,4.3,0.5
60,PV27  ,1995JJ00,136.0,111.0,19.0,6.0,7300.0,6167.0,186.0,4494.0,1487.0,1133.0,58.0,860.0,215.0,237,89.0,54.0,21.0,78.0,63.0,20419,0,1,4,12,26,32,19,5,4040.0,1011,3029,0.0,0,0,0.0,0,0,4040,81,5,3,7,3,1162,8,3,19,71,3180.0,176327.0,2184.0,110.0,89.0,0.0,7231.0,1478.0,8882.0,6413.0,8565,694,1168,178,245,4891,493,954,1731,541,197,435,100,439,1160,230,2843,283,284,31,180,1375,,,,,,,,,632,58,11477,943,1893,299,125,6606,0,0,0,0,0,0,0,0,1235,377,2758.0,999222.0,2257.0,393264.0,1498.0,159472.0,295.0,40071.0,164.0,145556.0,55.0,19873.0,209.0,7402.0,635067.0,1410.0,537620.0,420.6,191.4,51.6,24.8,10.7,19.2,1.7,15.9,13.3,92.6,-3.0,2.4,18.7,420.6,7.4,160.1,238.9,9.7,4.4,0.0
61,PV27  ,1996JJ00,141.0,97.0,18.0,26.0,7876.0,6342.0,126.0,4584.0,1632.0,1534.0,76.0,1080.0,378.0,226,83.0,54.0,15.0,75.0,61.0,19333,0,1,4,12,26,31,19,5,4098.0,1034,3064,0.0,0,0,0.0,0,0,4098,82,5,3,7,3,1106,7,2,19,71,3913.0,91357.0,2597.0,134.0,50.0,0.0,8628.0,1434.0,9577.0,6633.0,8273,701,1125,194,239,4729,461,972,1742,494,212,343,88,419,1093,191,2570,281,244,30,170,1216,,,,,,,,,590,38,11310,922,1930,344,135,6403,0,0,0,0,0,0,0,0,1218,358,2888.0,880487.0,2018.0,457518.0,1238.0,147171.0,291.0,49347.0,202.0,200318.0,50.0,28944.0,190.0,7071.0,634864.0,1367.0,420320.0,417.9,189.8,53.9,25.5,10.5,18.3,1.9,16.6,13.6,89.0,-2.4,1.4,19.7,415.0,8.9,156.5,232.3,11.3,5.9,-2.9
62,PV27  ,1997JJ00,147.0,78.0,16.0,53.0,7935.0,6100.0,262.0,4178.0,1660.0,1835.0,212.0,1050.0,573.0,222,90.0,46.0,8.0,77.0,64.0,18644,0,1,4,12,26,32,19,5,4021.0,1067,2954,1078.0,210,868,3467.0,961,2506,4022,81,5,3,7,3,1078,8,3,15,74,3610.0,109294.0,2620.0,230.0,44.0,6.0,6273.0,1406.0,9640.0,6622.0,8481,700,1184,208,247,4764,392,997,1914,446,211,356,74,373,1127,251,2559,293,242,27,172,1189,,,,,,,,,578,58,11499,920,1962,348,145,6440,0,0,0,0,0,0,0,0,1268,416,3060.0,978276.0,1862.0,489320.0,1276.0,163444.0,273.0,53222.0,244.0,241772.0,68.0,30882.0,203.0,8088.0,731184.0,1458.0,429143.0,414.1,186.0,54.4,25.1,11.0,18.8,2.1,15.6,13.6,86.6,-0.5,1.4,21.1,417.7,8.1,1.8,388.1,12.3,7.4,3.5
63,PV27  ,1998JJ00,122.0,31.0,6.0,85.0,7976.0,6619.0,263.0,5011.0,1345.0,1357.0,163.0,817.0,377.0,212,91.0,48.0,8.0,78.0,64.0,17393,0,1,4,12,25,32,20,6,3978.0,1086,2892,1026.0,205,821,3442.0,983,2459,3978,82,5,3,6,4,1025,6,2,14,79,4414.0,130253.0,2777.0,302.0,184.0,35.0,8572.0,2158.0,8796.0,7112.0,8375,667,1146,259,246,4789,362,1002,2166,347,116,320,73,404,1055,223,2383,268,233,34,175,1133,101.0,205.0,544.0,57.0,19.0,59.0,13.0,135.0,492,48,11306,829,1837,418,128,6479,482,1453,2779,503,191,497,91,484,1254,363,2534.0,799475.0,1951.0,507610.0,1436.0,157695.0,195.0,27631.0,253.0,291711.0,67.0,30557.0,193.0,8287.0,877989.0,1674.0,478791.0,427.6,193.6,56.5,26.8,11.8,19.7,2.5,15.0,14.1,85.0,-0.4,3.0,23.1,429.3,9.3,1.5,397.6,12.4,8.5,1.6
64,PV27  ,1999JJ00,,,,,,,,,,,,,,204,,,,,,17012,0,1,4,12,24,32,20,6,4073.0,1063,3010,1060.0,217,843,3440.0,928,2512,4073,88,5,1,2,3,1060,6,1,17,76,,,,,,,,,,,8606,685,1190,239,229,4904,323,1010,2022,474,145,338,82,510,1057,302,2240,256,230,14,150,1083,83.0,195.0,523.0,102.0,4.0,27.0,6.0,143.0,466,41,11864,929,1879,377,134,6727,429,1463,2723,614,228,533,99,638,1355,463,,,,,,,,,,,,,,,,,,438.9,196.6,62.8,28.7,12.4,19.8,2.5,14.1,28.0,86.2,-1.3,3.4,24.5,440.2,10.6,1.6,398.1,18.6,11.3,1.2
65,PV28  ,1995JJ00,135.0,112.0,16.0,8.0,10976.0,8685.0,1166.0,6414.0,1104.0,2291.0,33.0,1912.0,346.0,243,93.0,56.0,13.0,81.0,64.0,24489,0,1,4,11,25,33,19,5,5443.0,1403,4040,0.0,0,0,0.0,0,0,5444,84,6,1,6,3,1369,7,6,17,70,4992.0,118511.0,2800.0,130.0,35.0,0.0,8906.0,1520.0,13740.0,10253.0,10762,848,1485,285,349,6125,615,1021,2294,743,244,483,195,531,1374,296,4254,387,388,53,250,2303,,,,,,,,,801,72,12876,1081,2304,468,187,7006,0,0,0,0,0,0,0,0,1318,511,3230.0,1062596.0,2320.0,914731.0,1273.0,348086.0,280.0,69922.0,379.0,400339.0,108.0,54016.0,228.0,10704.0,1048873.0,2051.0,483532.0,524.6,234.0,68.1,33.9,13.5,27.9,2.8,18.2,20.1,105.1,-1.9,2.8,19.6,528.9,9.3,190.9,302.0,13.9,12.8,4.3
66,PV28  ,1996JJ00,154.0,110.0,17.0,27.0,12221.0,9751.0,774.0,7471.0,1507.0,2469.0,301.0,1823.0,345.0,250,87.0,54.0,14.0,74.0,60.0,24022,0,1,4,11,25,32,20,6,5357.0,1341,4016,0.0,0,0,0.0,0,0,5357,83,6,2,6,3,1437,7,6,18,70,6302.0,144219.0,3682.0,1180.0,56.0,0.0,10826.0,2379.0,14215.0,10434.0,10930,863,1508,312,353,6213,567,1055,2504,652,248,468,181,538,1376,305,4108,371,379,70,252,2192,,,,,,,,,782,63,13667,1172,2370,505,191,7459,0,0,0,0,0,0,0,0,1415,554,3625.0,1129832.0,2450.0,720893.0,1342.0,145984.0,334.0,64398.0,386.0,377760.0,105.0,89768.0,222.0,11684.0,1022203.0,2099.0,574350.0,536.0,242.0,69.5,34.8,13.7,28.3,3.1,19.9,15.6,107.1,-0.6,2.6,20.1,540.2,10.0,192.8,308.3,14.1,14.9,4.2
67,PV28  ,1997JJ00,168.0,96.0,16.0,56.0,11998.0,9788.0,787.0,7308.0,1692.0,2211.0,231.0,1574.0,405.0,243,91.0,47.0,9.0,77.0,72.0,23176,0,1,4,11,25,32,20,6,5404.0,1452,3952,1216.0,212,1004,4544.0,1255,3289,5404,86,6,2,3,3,1216,7,4,12,77,5336.0,167056.0,3048.0,353.0,75.0,17.0,11091.0,2881.0,15623.0,10446.0,11096,907,1564,336,340,6322,533,1117,2565,617,213,536,137,604,1367,261,4008,396,401,58,244,2105,,,,,,,,,750,54,13734,1166,2364,550,179,7609,0,0,0,0,0,0,0,0,1418,448,4401.0,1009118.0,3318.0,787045.0,2493.0,175746.0,315.0,80398.0,398.0,446367.0,112.0,84534.0,236.0,11728.0,1080985.0,2030.0,592351.0,539.2,240.2,69.5,35.2,14.2,26.9,2.9,19.5,16.6,109.9,1.0,3.4,21.8,545.0,12.3,2.6,507.1,11.8,11.2,5.9
68,PV28  ,1998JJ00,154.0,52.0,9.0,93.0,13048.0,10815.0,726.0,8493.0,1596.0,2233.0,51.0,1516.0,666.0,245,92.0,49.0,10.0,76.0,75.0,22632,0,1,4,11,24,32,21,6,5453.0,1436,4017,1185.0,236,949,4757.0,1297,3460,5453,85,6,2,3,3,1185,7,2,12,78,5494.0,156730.0,3957.0,330.0,187.0,50.0,10498.0,2915.0,16651.0,11917.0,11168,900,1457,388,322,6466,485,1267,2811,479,203,531,127,567,1345,298,3540,387,304,66,233,1832,164.0,312.0,845.0,120.0,42.0,124.0,23.0,203.0,656,62,14344,1093,2366,608,149,8074,624,1711,3305,596,300,785,143,613,1572,483,3802.0,1043589.0,2612.0,854151.0,1833.0,212418.0,247.0,43869.0,438.0,546813.0,92.0,50929.0,237.0,12343.0,1319307.0,2067.0,547829.0,556.7,253.4,72.3,36.4,14.6,28.0,3.6,18.6,17.0,108.8,-0.7,4.7,23.0,558.6,14.7,1.7,517.8,13.5,10.9,2.0
69,PV28  ,1999JJ00,,,,,,,,,,,,,,246,,,,,,22255,0,1,4,12,24,32,21,6,5446.0,1435,4011,1311.0,262,1049,4703.0,1288,3415,5446,88,5,1,2,3,1311,10,1,14,75,,,,,,,,,,,11387,921,1510,346,318,6589,454,1280,2797,497,239,506,167,649,1340,363,3307,377,300,22,237,1717,117.0,292.0,832.0,107.0,26.0,65.0,17.0,261.0,625,29,15322,1236,2476,569,163,8589,629,1784,3457,661,348,771,202,737,1668,621,,,,,,,,,,,,,,,,,,588.7,262.6,84.7,40.8,15.7,30.3,3.4,18.6,36.2,111.4,-1.9,5.5,25.1,589.3,16.1,1.9,540.6,17.1,13.6,0.6
70,PV29  ,1995JJ00,31.0,26.0,3.0,2.0,1445.0,1311.0,70.0,988.0,253.0,134.0,0.0,125.0,8.0,46,98.0,47.0,30.0,89.0,72.0,3653,0,1,4,11,25,32,20,7,765.0,231,534,0.0,0,0,0.0,0,0,765,83,6,4,5,3,160,2,3,11,84,1156.0,9738.0,271.0,686.0,5.0,0.0,1373.0,257.0,1781.0,1602.0,1543,112,242,44,42,859,51,191,454,61,17,24,10,53,223,20,456,50,37,9,21,235,,,,,,,,,100,4,2074,167,401,71,54,1098,0,0,0,0,0,0,0,0,251,32,413.0,121319.0,177.0,34206.0,35.0,3011.0,62.0,6552.0,35.0,19532.0,3.0,1196.0,41.0,1059.0,79980.0,413.0,215788.0,69.6,31.6,10.3,5.6,1.9,2.9,0.4,2.3,3.7,11.6,-0.9,0.3,18.0,70.5,1.5,31.1,34.6,0.5,2.7,0.9
71,PV29  ,1996JJ00,31.0,23.0,3.0,5.0,1515.0,1373.0,60.0,907.0,406.0,142.0,1.0,124.0,17.0,44,93.0,50.0,29.0,82.0,68.0,3483,0,1,4,11,24,32,20,8,738.0,211,527,0.0,0,0,0.0,0,0,738,83,9,4,2,3,167,6,1,7,85,1172.0,13093.0,344.0,7.0,5.0,0.0,1436.0,281.0,1682.0,1356.0,1504,118,232,36,40,844,57,184,438,66,20,19,7,53,218,16,385,46,28,5,20,187,,,,,,,,,96,3,2150,191,398,61,51,1154,0,0,0,0,0,0,0,0,262,34,480.0,148251.0,217.0,43872.0,87.0,13080.0,39.0,5449.0,41.0,19656.0,8.0,1788.0,38.0,1239.0,89360.0,306.0,191611.0,73.0,32.2,10.9,5.7,1.9,3.1,0.4,2.5,4.1,12.2,-0.5,0.6,19.9,72.4,2.0,30.9,36.2,0.6,2.7,-0.6
72,PV29  ,1997JJ00,30.0,18.0,4.0,8.0,1500.0,1034.0,60.0,623.0,351.0,466.0,2.0,334.0,131.0,43,98.0,35.0,19.0,84.0,65.0,3392,0,1,3,11,22,32,22,8,749.0,218,531,163.0,36,127,606.0,210,396,748,85,10,3,1,2,163,7,1,12,80,567.0,16100.0,319.0,9.0,31.0,6.0,1625.0,296.0,1961.0,1280.0,1643,125,253,33,41,941,59,199,466,69,14,34,14,86,228,21,429,57,33,5,20,204,,,,,,,,,107,4,2283,177,422,55,52,1256,0,0,0,0,0,0,0,0,286,34,454.0,129163.0,213.0,44701.0,146.0,17293.0,26.0,4563.0,30.0,20713.0,11.0,2132.0,40.0,1307.0,111656.0,240.0,82260.0,72.4,33.0,9.6,5.3,2.0,3.2,0.4,2.5,2.9,13.2,-0.1,0.4,20.6,73.9,1.9,0.2,68.6,1.5,1.7,1.5
73,PV29  ,1998JJ00,28.0,9.0,4.0,15.0,1755.0,1256.0,16.0,910.0,330.0,499.0,2.0,253.0,244.0,43,98.0,35.0,21.0,86.0,70.0,3313,0,1,4,11,24,32,21,7,796.0,223,573,184.0,47,137,665.0,205,460,796,82,9,3,3,4,185,6,1,7,86,801.0,23086.0,348.0,37.0,161.0,28.0,1988.0,507.0,2326.0,1560.0,1670,126,238,54,45,968,58,211,479,52,23,39,16,90,211,30,412,52,46,7,26,193,18.0,37.0,92.0,7.0,4.0,5.0,2.0,28.0,83,4,2310,172,377,87,41,1304,75,302,629,83,36,60,21,98,267,63,489.0,147459.0,247.0,84505.0,159.0,15926.0,23.0,3755.0,51.0,58442.0,14.0,6381.0,41.0,1691.0,172113.0,313.0,90306.0,77.6,35.6,11.0,5.7,2.1,3.7,0.5,2.5,3.0,13.3,-0.1,0.3,22.4,78.5,2.1,0.4,72.2,1.8,2.0,0.9
74,PV29  ,1999JJ00,,,,,,,,,,,,,,43,,,,,,3284,0,1,4,11,23,32,22,6,791.0,222,569,187.0,42,145,644.0,193,451,791,84,6,3,2,5,187,1,0,19,81,,,,,,,,,,,1758,138,245,49,47,1024,56,260,429,66,23,36,33,119,216,39,426,62,43,0,33,203,11.0,42.0,97.0,5.0,1.0,0.0,2.0,45.0,83,2,2471,187,406,85,39,1371,70,373,552,97,40,59,35,145,313,70,,,,,,,,,,,,,,,,,,83.2,37.7,12.8,6.2,2.1,3.8,0.5,2.4,5.7,14.7,-0.4,0.2,24.2,83.4,2.2,0.5,76.2,2.6,2.0,0.2
